Song, Artist, Last Week, Peak Position, Weeks on Chart
"21","Adele",-,1,4
"
Endgame
","
Rise Against
",-,-,-
"
Lasers
","
Lupe Fiasco
",1,1,2
"
Glee: The Music, Season Two: Volume 5
 ","
Soundtrack
",3,3,2
"
Sigh No More
","
Mumford & Sons
",7,2,52
"
Never Say Never: The Remixes (EP)
","
Justin Bieber
",9,1,5
"
Goodbye Lullaby
","
Avril Lavigne
",4,4,2
"
NOW 37
","
Various Artists
",10,1,6
"
Give The Drummer Some
","
Travis Barker
",-,-,-
"
Late Nights & Early Mornings
","
Marsha Ambrosius
",8,2,3
"
Heritage
","
Celtic Thunder
",93,11,4
"
Greatest Hits... So Far!!!
","
P!nk
",17,5,18
"
Pink Friday
","
Nicki Minaj
",16,1,17
"
Loud
 ","
Rihanna
",15,3,18
"
My World 2.0
","
Justin Bieber
",13,1,52
"
Doo-Wops & Hooligans
","
Bruno Mars
",14,3,24
"
Stronger
","
Sara Evans
",6,6,2
"
My Kinda Party
","
Jason Aldean
",18,2,20
"
Recovery
","
Eminem
",19,1,39
"
Nothing Like This
","
Rascal Flatts
",23,6,18
"
Collapse Into Now
","
R.E.M.
",5,5,2
"
Teenage Dream
","
Katy Perry
",21,1,30
"
You Get What You Give
","
Zac Brown Band
",25,1,26
"
Need You Now
","
Lady Antebellum
",20,1,60
"
Until The Whole World Hears
","
Casting Crowns
",49,4,50
"
Speak Now
","
Taylor Swift
",24,1,21
"
The Love Of God
","
Kenny Rogers
",31,27,2
"
The Beginning
","
The Black Eyed Peas
",44,6,16
"
Going Out In Style
","
Dropkick Murphys
",26,6,3
"
Town Line (EP)
","
Aaron Lewis
",22,7,3
"
Born Free
","
Kid Rock
",29,5,18
"
Burlesque
","
Soundtrack
",27,18,17
"
Lungs
","
Florence + The Machine
",30,14,42
"
High Maintenance (EP)
","
Miranda Cosgrove
",-,-,-
"
My Beautiful Dark Twisted Fantasy
","
Kanye West
",32,1,17
"
Thompson Square
","
Thompson Square
",34,15,6
"
I Am Not A Human Being
","
Lil Wayne
",40,1,25
"
Brothers
","
The Black Keys
",41,3,44
"
Love Letter
","
R. Kelly
",38,6,14
"
19
","
Adele
",37,10,74
"
My Worlds Acoustic
","
Justin Bieber
",36,7,17
"
The Band Perry
 ","
The Band Perry
",46,4,23
"
Rare Bird Alert
","
Steve Martin And The Steep Canyon Rangers
",-,-,-
"
The Fame
","
Lady Gaga
",45,2,125
"
BTR (Soundtrack)
","
Big Time Rush
",54,3,23
"
Shaolin vs. Wu-Tang
","
Raekwon
",12,12,2
"
Hemingway's Whiskey
","
Kenny Chesney
",51,1,25
"
The Incredible Machine
","
Sugarland
",52,1,22
"
Hundred More Years
","
Francesca Battistelli
",43,16,3
"
All I Want Is You
","
Miguel
",68,50,11
"
Kidz Bop 19
","
Kidz Bop Kids
",47,2,9
"
Number One Hits
","
Tim McGraw
",61,27,16
"
Greatest Hits: The Ultimate Collection
","
Bon Jovi
",60,5,19
"
A 40th Anniversary Collection
 ","
Various Artists
",39,39,2
"
Glee: The Music, Season Two: Volume 4
","
Soundtrack
",62,5,16
"
Weights & Wings
","
Matt Wertz
",-,-,-
"
WOW Gospel 2011: The Year's 30 Top Gospel Artists And Songs
","
Various Artists
",53,29,7
"
Cannibal
","
 Ke$ha
",56,15,17
"
The Lady Killer
","
Cee Lo Green
",48,9,19
"
Passion, Pain & Pleasure
","
Trey Songz
",55,2,27
"
Revolution
","
Miranda Lambert
",66,8,77
"
Save Me, San Francisco
","
Train
",72,17,71
"
My World (EP)
","
Justin Bieber
",50,5,70
"
Viva El Principe
","
Cristian Castro
",58,49,13
"
A Thousand Suns
","
Linkin Park
",65,1,27
"
Blessed
","
Lucinda Williams
",33,15,3
"
The Foundation
","
Zac Brown Band
",71,9,122
"
Illuminations
","
Josh Groban
",57,4,18
"
Best Night Of My Life
","
Jamie Foxx
",59,6,13
"
No Color
","
The Dodos
",-,-,-
"
Live At The Aragon
","
Mastodon
",-,-,-
"
Born Again
","
newsboys
",70,4,23
"
No Mercy
","
T.I.
",67,4,15
"
The Suburbs
","
Arcade Fire
",64,1,33
"
The E.N.D.
","
The Black Eyed Peas
",83,1,93
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",76,24,19
"
Prince Royce
","
Prince Royce
",84,77,19
"
Intimacy: Album III
","
Kem
",80,2,31
"
Enjoy Yourself
","
Billy Currington
",90,9,26
"
Mele O Hawaii: Songs Of Hawaii
","
Various Artists
",63,63,2
"
Flockaveli
","
Waka Flocka Flame
",85,6,24
"
Animal
","
Ke$ha
",87,1,63
"
2011 Grammy Nominees
","
Various Artists
",69,4,8
"
Curtain Call: The Hits
","
Eminem
",89,1,109
"
Thank Me Later
","
Drake
",77,1,40
"
No Boys Allowed
","
Keri Hilson
",86,11,13
"
Calling All Hearts
","
Keyshia Cole
",79,9,13
"
The King Is Dead
","
The Decemberists
",73,1,9
"
Come Around Sundown
","
Kings Of Leon
",97,2,22
"
Last Train To Paris
","
Diddy - Dirty Money
",81,7,14
"
Passive Me, Aggressive You
","
The Naked And Famous
",-,-,-
"
Passion: Here For You
","
Passion Worship Band
",11,11,2
"
Happy Thoughts
","
Daniel Tosh
",28,28,2
"
Judge Jerrod & The Hung Jury
","
Jerrod Niemann
",96,7,35
"
A Year Without Rain
","
Selena Gomez & The Scene
",105,4,26
"
Live It Up
","
 Lee DeWyze
",-,19,11
"
Greatest Hits Volume 1
","
Rascal Flatts
",101,6,100
"
And If Our God Is For Us...
","
Chris Tomlin
",92,17,18
"
Charleston, SC 1966
","
Darius Rucker
",95,2,23
"
NOW 36
","
Various Artists
",111,4,19
"
War Is The Answer
","
Five Finger Death Punch
",102,7,72
"
Awake
","
Skillet
",117,2,82
"
Wounded Rhymes
","
Lykke Li
",74,36,3
"
Journey's Greatest Hits
","
Journey
",152,10,160
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",99,67,61
"
5.0
","
Nelly
",103,10,18
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",116,54,175
"
Live At Shea Stadium: The Concert
","
Billy Joel
",35,35,2
"
Thank You Happy Birthday
","
Cage The Elephant
",107,2,10
"
Move
","
Third Day
",187,9,18
"
Instinct
","
As Blood Runs Black
",-,-,-
"
Until We Have Faces
","
Red
",94,2,7
"
 Science & Faith
","
The Script
",114,3,9
"
Teflon Don
","
Rick Ross
",115,2,35
"
Scandalous
","
Black Joe Lewis & The Honeybears
",-,-,-
"
WOW Hits 2011
","
Various Artists
",112,26,24
"
 Nightmare
","
Avenged Sevenfold
",125,1,34
"
The Marshall Mathers LP
","
Eminem
",110,1,87
"
34 Number Ones
","
Alan Jackson
",113,37,17
"
Get Closer
","
Keith Urban
",133,7,18
"
WOW #1's (Yellow)
 ","
Various Artists
",144,121,2
"
Relentless, Reckless Forever
","
Children Of Bodom
",42,42,2
"
The Essential Michael Jackson
","
Michael Jackson
",-,53,53
"
Number Ones
","
Michael Jackson
",100,13,101
"
The Altar And The Door
","
Casting Crowns
",78,2,88
"
All About You
","
Jeremih
",135,27,14
"
Several Shades Of Why
","
J Mascis
",-,-,-
"
Swagger
","
Flogging Molly
",-,-,-
"
Now Or Never
","
Tank
",122,35,14
"
Carolina
","
Eric Church
",130,17,64
"
Los Vaqueros: El Regreso
","
Wisin & Yandel
",134,8,8
"
Greatest Hits
","
Guns N' Roses
",121,3,199
"
My Darkest Days
","
My Darkest Days
",123,38,22
"
Songs From The Heart
","
Celtic Woman
",-,9,17
"
Last Night On Earth
","
Noah And The Whale
",-,-,-
"
American Idol: 10th Anniversary: The Hits: Volume 1
","
Various Artists
",-,-,-
"
Easton Corbin
","
Easton Corbin
",141,10,49
"
Fearless
","
Taylor Swift
",139,1,123
"
Just Charlie
","
Charlie Wilson
",126,19,15
"
Low Country Blues
","
 Gregg Allman
",118,5,9
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",136,8,156
"
Country Strong
","
Soundtrack
",109,6,15
"
Man On The Moon II: The Legend Of Mr. Rager
","
Kid Cudi
",120,3,19
"
Asylum
","
Disturbed
",145,1,29
"
Hits Alive
","
Brad Paisley
",142,9,20
"
Aftermath
","
Hillsong UNITED
",88,17,5
"
Barton Hollow
","
The Civil Wars
",149,12,7
"
Hits Collection: Volume One
","
JAY-Z
",-,43,16
"
Libra Scale
","
Ne-Yo
",138,9,17
"
Tron: Legacy (Soundtrack)
","
Daft Punk
",124,4,15
"
Farmer's Daughter
","
Crystal Bowersox
",143,28,14
"
 Lullaby
","
Celtic Woman
",-,126,3
"
4X4=12
","
deadmau5
",160,47,15
