Song, Artist, Last Week, Peak Position, Weeks on Chart
"Ghost Stories","Coldplay",-,1,1
"
Just As I Am
","
Brantley Gilbert
",-,-,-
"
Xscape
","
Michael Jackson
",2,2,2
"
Frozen
","
Soundtrack
",4,1,26
"
Turn Blue
","
The Black Keys
",1,1,2
"
NOW 50
","
Various Artists
",3,1,3
"
Behind The Light
","
Phillip Phillips
",-,-,-
"
The Fault In Our Stars
","
Soundtrack
",-,-,-
"
The New Classic
","
Iggy Azalea
",14,3,5
"
Rewind
","
Rascal Flatts
",5,5,2
"
...And Then You Shoot Your Cousin
","
The Roots
",-,-,-
"
Native
","
OneRepublic
",34,4,61
"
Here's To The Good Times
","
Florida Georgia Line
",15,4,77
"
Crash My Party
","
Luke Bryan
",12,1,41
"
Night Visions
","
Imagine Dragons
",22,2,90
"
Pure Heroine
","
Lorde
",19,3,34
"
G I R L
","
Pharrell Williams
",13,2,12
"
Love In The Future
","
John Legend
",21,4,38
"
Upside Down Mountain
","
Conor Oberst
 ",-,-,-
"
Shine On
","
Sarah McLachlan
",8,4,3
"
Unplugged 1991 & 2001: The Complete Sessions
","
R.E.M.
",-,-,-
"
Talk Dirty
","
Jason Derulo
",35,4,6
"
Storyline
","
Hunter Hayes
",9,3,3
"
Shatter Me
","
Lindsey Stirling
",25,2,4
"
Goin' Home
","
The Kenny Wayne Shepherd Band
",-,-,-
"
PRISM
","
Katy Perry
",26,1,31
"
The Outsiders
","
Eric Church
",30,1,15
"
NOW 49
","
Various Artists
",29,1,16
"
Paramore
","
Paramore
",83,1,54
"
Corazon
","
Santana
",17,9,3
"
The Marshall Mathers LP 2
","
Eminem
",31,1,29
"
Forget The World
","
Afrojack
",-,-,-
"
Number Ones
","
Michael Jackson
",28,13,177
"
AM
","
Arctic Monkeys
",38,6,37
"
Honest
","
Future
",32,2,5
"
Blue Smoke
","
Dolly Parton
",6,6,2
"
Shakira.
","
Shakira
",42,2,9
"
Mud Digger: Volume 5
","
Various Artists
",-,-,-
"
Bad Blood
","
Bastille
",36,11,38
"
Born To Die
","
Lana Del Rey
",62,2,121
"
Riser
","
Dierks Bentley
",56,6,13
"
Based On A True Story ...
","
Blake Shelton
",47,3,61
"
Disney Karaoke Series: Frozen (EP)
","
Various Artists
",46,17,6
"
The 20/20 Experience (2 Of 2)
","
Justin Timberlake
",43,1,34
"
Beyonce
","
Beyonce
",44,1,24
"
She Looks So Perfect (EP)
","
5 Seconds Of Summer
",41,2,8
"
Supernova
","
Ray LaMontagne
",27,3,4
"
Sovereign
","
Michael W. Smith
",10,10,2
"
My Krazy Life
","
YG
",55,2,10
"
Cole Swindell
","
Cole Swindell
",79,3,14
"
Strangeulation
","
Tech N9ne Collabos
",33,5,3
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",76,18,314
"
Testimony
","
August Alsina
",48,2,6
"
Mastermind
","
Rick Ross
",49,1,12
"
+
","
Ed Sheeran
",148,5,94
"
Unorthodox Jukebox
","
Bruno Mars
",54,1,76
"
Thank You For All You've Done
","
Beverly Crawford
",-,-,-
"
Welcome To The New
","
MercyMe
",61,4,7
"
A Matter Of Trust: The Bridge to Russia: The Concert
","
Billy Joel
",-,-,-
"
8
","
Luis Fonsi
",-,-,-
"
St. Vincent
","
St. Vincent
",108,12,9
"
Journey's Greatest Hits
","
Journey
",124,10,306
"
Oxymoron
 ","
ScHoolboy Q
",69,1,13
"
Nashville: Season 2: Volume 2
","
Soundtrack
",40,13,3
"
Unrepentant Geraldines
","
Tori Amos
",7,7,2
"
Fuse
","
Keith Urban
",16,1,37
"
Sail Out (EP)
","
Jhene Aiko
",64,8,27
"
American Football
","
American Football
",-,-,-
"
The Soundtrack Of Summer: The Very Best Of Foreigner & Styx
","
Foreigner/Styx
",133,69,3
"
Nothing Was The Same
","
Drake
",72,1,35
"
The Essential Michael Jackson
","
Michael Jackson
",67,53,98
"
Midnight Memories
","
One Direction
",73,1,26
"
Yours Truly
","
Ariana Grande
",89,1,34
"
The 1975
","
The 1975
",99,28,28
"
Tailgates & Tanlines
","
Luke Bryan
",90,2,146
"
Morning Phase
","
Beck
",66,3,13
"
Lights Out
","
Ingrid Michaelson
",63,5,6
"
California Breed
","
California Breed
",-,-,-
"
Halfway To Heaven
","
Brantley Gilbert
",68,4,125
"
The Legend Of Johnny Cash
","
Johnny Cash
",88,5,167
"
Lindsey Stirling
","
Lindsey Stirling
",77,23,78
"
The Righteous & The Butterfly
","
Mushroomhead
",20,20,2
"
21
","
Adele
",91,1,170
"
Greatest Hits
","
Guns N' Roses
",174,3,279
"
Head Or Heart
","
Christina Perri
",96,4,8
"
The Bridges Of Madison County
","
Original Broadway Cast Recording
",-,86,2
"
NOW 48
","
Various Artists
",84,3,28
"
Thriller
","
Michael Jackson
",70,1,208
"
good kid, m.A.A.d city
","
Kendrick Lamar
",82,2,83
"
Bangerz
","
Miley Cyrus
",87,1,33
"
Lift Your Spirit
","
Aloe Blacc
",154,4,11
"
The Voice: The Complete Season 6 Collection
","
Josh Kaufman
",-,-,-
"
Rivers In The Wasteland
","
NEEDTOBREATHE
",75,3,6
"
Kidz Bop 25
","
Kidz Bop Kids
",100,3,19
"
Night Train
","
Jason Aldean
",103,1,84
"
Hail To The King
","
Avenged Sevenfold
",115,1,39
"
Going To Hell
","
The Pretty Reckless
",110,5,10
"
White Women
","
Chromeo
",11,11,2
"
The Very Best Of Daryl Hall John Oates
","
Daryl Hall John Oates
",195,34,11
"
Thrive
","
Casting Crowns
",117,6,17
"
Out Among The Stars
","
Johnny Cash
",81,3,9
"
Help
","
Erica Campbell
",52,6,9
"
Lunatic
","
KONGOS
",127,103,6
"
Formula: Vol. 2
","
Romeo Santos
",98,5,13
"
Days Of Gold
","
Jake Owen
",137,15,23
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",165,18,143
"
Because The Internet
","
Childish Gambino
",131,7,24
"
Pitch Perfect
","
Soundtrack
",111,3,83
"
El Camino
","
The Black Keys
",78,2,95
"
Down IV: Part II (EP)
","
Down
",23,23,2
"
Natalie Merchant
","
Natalie Merchant
",57,20,3
"
Doo-Wops & Hooligans
","
Bruno Mars
",130,3,187
"
La Gargola
","
Chevelle
",119,3,8
"
The Wrong Side Of Heaven...Volume 2
","
Five Finger Death Punch
",128,2,27
"
Sex And Love
","
Enrique Iglesias
",120,8,10
"
To Be Kind
","
Swans
",37,37,2
"
Definitely Maybe
","
Oasis
",-,58,21
"
Sinatra: Best Of The Best
","
Frank Sinatra
",92,23,24
"
Hymns
","
Michael W. Smith
",74,25,9
"
Off The Beaten Path
","
Justin Moore
",183,2,36
"
Lighght
","
Kishi Bashi
",53,53,2
"
Red River Blue
","
Blake Shelton
",134,1,110
"
Evolutionary
","
War
",-,-,-
"
Hunter Hayes
","
Hunter Hayes
",193,7,119
"
Mystery Girl
","
Roy Orbison
",-,5,28
"
Disney Junior: DJ Shuffle
","
Various Artists
",152,25,10
"
Magic Mountain
","
Black Stone Cherry
",85,22,3
"
[Hybrid Theory]
","
Linkin Park
",146,2,138
"
All The Right Reasons
","
Nickelback
",158,1,193
"
Vessel
","
twenty one pilots
",132,58,12
"
 It Goes Like This
","
Thomas Rhett
",145,6,30
"
...Hits
","
Phil Collins
",170,6,116
"
Southsiders
","
Atmosphere
",51,8,3
"
Save Rock And Roll
","
Fall Out Boy
",187,1,58
"
WOW Hits 2014
","
Various Artists
",123,25,35
"
Lost In The Dream
","
The War On Drugs
",141,26,9
"
The Truth
","
Ledisi
",129,14,11
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",156,22,189
"
Nikki Nack
","
tUnE-YaRdS
",80,27,3
"
Halcyon
","
Ellie Goulding
",-,9,73
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",-,5,175
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",-,19,71
"
Recess
","
Skrillex
",159,4,10
"
Metallica
","
Metallica
",155,1,307
"
The Eminem Show
","
Eminem
",149,1,166
"
Greatest Hits
","
Fleetwood Mac
",-,14,51
"
The Blessed Unrest
","
Sara Bareilles
",118,2,41
"
Love Is Everything
","
George Strait
",163,2,44
