Song, Artist, Last Week, Peak Position, Weeks on Chart
"Need You Now","Lady Antebellum",-,1,8
"
Here I Am
","
Marvin Sapp
",-,-,-
"
Battle Of The Sexes
","
Ludacris
",1,1,2
"
The Edge
","
Various Artists
",-,-,-
"
The Fame
","
Lady Gaga
",8,2,73
"
Soldier Of Love
","
Sade
",6,1,6
"
Valleys Of Neptune
","
Jimi Hendrix
",4,4,2
"
The E.N.D.
","
The Black Eyed Peas
",9,1,41
"
Plastic Beach
","
Gorillaz
",2,2,2
"
My World (EP)
","
Justin Bieber
",11,6,18
"
Under Great White Northern Lights (Soundtrack)
","
The White Stripes
",-,-,-
"
Animal
","
Ke$ha
",14,1,11
"
The Fame Monster (EP)
","
Lady Gaga
",19,5,17
"
Broken Bells
","
Broken Bells
",7,7,2
"
The Foundation
","
Zac Brown Band
",17,10,70
"
Get Off On The Pain
","
Gary Allan
",5,5,2
"
Rebirth
","
Lil Wayne
",12,2,7
"
Fearless
","
Taylor Swift
",20,1,71
"
Hillbilly Bone (EP)
","
Blake Shelton
",10,3,3
"
Rated R
","
Rihanna
",22,4,17
"
Crazy Love
","
Michael Buble
",27,1,24
"
Big To-Do
","
Drive-By Truckers
",-,-,-
"
 The Twilight Saga: New Moon
","
Soundtrack
",78,1,23
"
Ready
","
Trey Songz
",25,3,29
"
Live On Lansdowne, Boston MA
","
Dropkick Murphys
",-,-,-
"
I Dreamed A Dream
","
Susan Boyle
",26,1,17
"
The Element Of Freedom
","
Alicia Keys
",23,2,14
"
Play On
","
Carrie Underwood
",28,1,20
"
Alice In Wonderland: Almost Alice
","
Soundtrack
",13,5,3
"
Easton Corbin
","
Easton Corbin
",21,10,3
"
We Are Young Money
","
Young Money
",35,9,13
"
Crazy Heart
","
Soundtrack
",18,18,9
"
My Best Days
","
Danny Gokey
",16,4,3
"
Alvin And The Chipmunks: The Squeakquel
","
Soundtrack
",36,6,16
"
Another Round
","
Jaheim
",33,3,6
"
Them Crooked Vultures
","
Them Crooked Vultures
",118,12,18
"
See The Morning
","
Chris Tomlin
",38,15,63
"
Haywire
","
Josh Turner
",32,5,6
"
STRONGER withEach Tear
","
Mary J. Blige
",30,2,13
"
Kiss And Tell
","
Selena Gomez & The Scene
",43,9,25
"
The Love & War Masterpeace
","
Raheem DeVaughn
",24,9,3
"
American VI: Ain't No Grave
","
Johnny Cash
",31,3,4
"
Lady Antebellum
","
Lady Antebellum
",40,4,101
"
Survival Story
","
Flobots
",-,-,-
"
Jason Derulo
 ","
Jason Derulo
",29,11,3
"
San Patricio
","
The Chieftains Feat. Ry Cooder
",37,37,2
"
Twilight
","
Soundtrack
",72,1,72
"
NOW 32
","
 Various Artists
",49,5,20
"
Songs From The Heart
","
Celtic Woman
",59,9,8
"
Tonight
","
tobyMac
",41,6,6
"
Ocean Eyes
","
Owl City
",46,8,36
"
Kidz Bop 17
","
Kidz Bop Kids
",51,12,8
"
Wide Open
","
Jason Aldean
",45,4,50
"
Dark Horse
","
Nickelback
",55,2,70
"
Contra
","
Vampire Weekend
",42,1,10
"
Only By The Night
","
Kings Of Leon
",53,4,78
"
Funhouse
","
P!nk
",54,2,73
"
Save Me, San Francisco
","
Train
",48,17,19
"
Battle Studies
","
John Mayer
",52,1,18
"
The Blueprint 3
","
JAY-Z
",57,1,28
"
Smoke & Mirrors
","
Lifehouse
",34,6,3
"
Awake
","
Skillet
",62,2,30
"
The Bridge
","
Melanie Fiona
",50,27,20
"
Leave This Town
","
Daughtry
",65,1,36
"
Sex Therapy: The Session
","
Robin Thicke
",56,9,14
"
The State Vs. Radric Davis
","
Gucci Mane
",61,10,15
"
The Script
","
The Script
",64,64,24
"
Number Ones
","
Michael Jackson
",77,13,49
"
WOW Gospel 2010
","
Various Artists
",74,40,8
"
Revolution
","
Miranda Lambert
",79,8,25
"
For Your Entertainment
","
Adam Lambert
",71,3,17
"
Michael Jackson's This Is It (Soundtrack)
","
Michael Jackson
",76,1,21
"
Dear Agony
","
Breaking Benjamin
",73,4,25
"
The Time Of Our Lives (EP)
","
Miley Cyrus
",80,2,30
"
Learn To Live
","
Darius Rucker
",66,5,79
"
Timbaland Presents Shock Value II
","
Timbaland
",75,36,15
"
Believe
","
Orianthi
",127,77,14
"
Relapse
","
Eminem
",69,1,44
"
The Resistance
","
Muse
",85,3,27
"
It's Entertainment!
","
Celtic Thunder
",98,67,6
"
I Am...Sasha Fierce
","
Beyonce
",83,1,70
"
Doin' My Thing
","
Luke Bryan
",93,6,24
"
Journey's Greatest Hits
","
Journey
",128,10,110
"
The Sound Of Madness
","
Shinedown
",87,8,91
"
So Far Gone (EP)
","
Drake
",86,6,27
"
Scratch My Back
","
Peter Gabriel
",68,26,3
"
The Man I Want To Be
","
Chris Young
",91,19,29
"
Wolfgang Amadeus Phoenix
","
Phoenix
",95,37,44
"
Backspacer
","
Pearl Jam
",88,1,26
"
The Sea
","
Corinne Bailey Rae
",81,7,8
"
Victory
","
DJ Khaled
",70,14,3
"
Glee: Season One: The Music Volume 1
","
Soundtrack
",94,4,20
"
WOW Worship (Purple)
","
Various Artists
",99,93,3
"
xx
","
The xx
",179,94,14
"
Waking Up
","
OneRepublic
",147,21,17
"
Brand New Eyes
","
Paramore
",117,2,25
"
Live At The Greek Theatre
","
Flogging Molly
",90,40,3
"
Glee: Season One: The Music Volume 2
","
Soundtrack
",92,3,15
"
Defying Gravity
","
Keith Urban
",103,1,51
"
Until The Whole World Hears
","
Casting Crowns
",97,4,18
"
WOW Hits 2010
 ","
Various Artists
",105,33,24
"
Taylor Swift
","
Taylor Swift
",108,5,178
"
Man On The Moon: The End Of Day
","
Kid Cudi
",101,4,23
"
Drunken Lullabies
","
Flogging Molly
",-,104,2
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",116,99,13
"
The Essential Michael Jackson
","
Michael Jackson
",124,54,24
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",125,54,127
"
The Fall
","
Norah Jones
",102,3,18
"
Black Gives Way To Blue
","
Alice In Chains
",112,5,25
"
BLACKsummers'night
","
Maxwell
",100,1,37
"
Still
","
BeBe & CeCe Winans
",119,12,24
"
Halfway To Heaven
","
Brantley Gilbert
",-,-,-
"
Habits
","
Neon Trees
",-,-,-
"
Memento Mori
 ","
Flyleaf
",106,8,19
"
Greatest Hits
","
Guns N' Roses
",131,3,152
"
DisneyMania 7: Music Stars Sing Disney... Their Way!
","
Various Artists
",152,116,2
"
Hellbilly Deluxe 2
","
Rob Zombie
",107,8,7
"
Are You Experienced
","
The Jimi Hendrix Experience
",44,44,2
"
Breakthrough
","
Colbie Caillat
",139,1,30
"
Southern Voice
","
Tim McGraw
",123,2,22
"
StarStruck
","
Soundtrack
",96,23,6
"
The Last
","
Aventura
",122,5,39
"
Swindoe
","
Swindoe
",138,123,2
"
2010 Grammy Nominees
","
Various Artists
",120,5,9
"
Life Starts Now
","
Three Days Grace
",132,3,26
