Song, Artist, Last Week, Peak Position, Weeks on Chart
"KOD","J. Cole",-,1,1
"
Invasion Of Privacy
","
Cardi B
",2,1,3
"
Eat The Elephant
","
A Perfect Circle
",-,-,-
"
The Greatest Showman
","
Soundtrack
",4,1,20
"
Rearview Town
","
Jason Aldean
",1,1,2
"
?
","
XXXTENTACION
",7,1,6
"
Culture II
","
Migos
",8,1,13
"
My Dear Melancholy, (EP)
","
The Weeknd
",6,1,4
"
Vide Noir
","
Lord Huron
",-,-,-
"
Black Panther: The Album, Music From And Inspired By
","
Soundtrack
",9,1,11
"
Stoney
","
Post Malone
",12,4,72
"
DAMN.
","
Kendrick Lamar
",13,1,54
"
The World Is Yours
","
Rich The Kid
",11,2,4
"
÷ (Divide)
","
Ed Sheeran
",15,1,60
"
Port Saint Joe
","
Brothers Osborne
",-,-,-
"
Cosmic
","
Bazzi
",14,14,3
"
Evolve
 ","
Imagine Dragons
",16,2,44
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",23,3,135
"
American Teen
","
Khalid
",22,4,60
"
Kane Brown
","
Kane Brown
",19,5,73
"
Bobby Tarantino II
","
Logic
",20,1,7
"
True
","
Avicii
",-,5,41
"
Camila
","
Camila Cabello
",25,1,15
"
reputation
","
Taylor Swift
",24,1,24
"
Luv Is Rage 2
","
Lil Uzi Vert
",26,1,35
"
Dex Meets Dexter
","
Famous Dex
",21,12,3
"
 Ember
","
Breaking Benjamin
",3,3,2
"
Life Of A Dark Rose
","
Lil Skies
",27,10,16
"
Church Of Scars
","
Bishop Briggs
",-,-,-
"
More Life
","
Drake
",28,1,58
"
24K Magic
","
Bruno Mars
",29,2,75
"
Ctrl
","
SZA
",31,3,46
"
2014 Forest Hills Drive
","
J. Cole
",67,1,177
"
Life Changes
 ","
Thomas Rhett
",30,1,33
"
Creeker
","
Upchurch
",-,-,-
"
Traveller
","
Chris Stapleton
",32,1,137
"
17
","
XXXTENTACION
",34,2,35
"
All Your Fault, Pt. 2 (EP)
","
Bebe Rexha
",33,33,32
"
Views
","
Drake
",35,1,104
"
44/876
","
Sting & Shaggy
",-,-,-
"
This One's For You
","
Luke Combs
",50,5,47
"
Heartbreak On A Full Moon
","
Chris Brown
",39,3,26
"
DAY69
","
6ix9ine
",38,4,9
"
Without Warning
","
21 Savage, Offset & Metro Boomin
",43,4,26
"
Starboy
","
The Weeknd
",42,1,74
"
Tell Me You Love Me
","
Demi Lovato
",45,3,30
"
Dua Lipa
","
Dua Lipa
",41,27,43
"
Lil Boat 2
","
Lil Yachty
",36,2,7
"
The Sciences
","
Sleep
",-,-,-
"
Red Pill Blues
","
Maroon 5
",53,2,25
"
The Beautiful & Damned
","
G-Eazy
",48,3,19
"
AVICI (01) (EP)
","
Avicii
",-,52,7
"
Sick Boy
","
The Chainsmokers
",-,-,-
"
hopeless fountain kingdom
","
Halsey
 ",60,1,47
"
Man Of The Woods
","
Justin Timberlake
",49,1,12
"
Project Baby Two
","
Kodak Black
",51,2,36
"
Odisea
","
Ozuna
",56,22,35
"
Take Care
","
Drake
",55,1,269
"
Perception
","
NF
",52,1,29
"
What Makes You Country
","
Luke Bryan
",47,1,20
"
I Can Only Imagine: The Very Best Of MercyMe
","
 MercyMe
",44,23,8
"
Brett Young
","
Brett Young
",57,18,63
"
Diamonds
","
Elton John
",37,23,24
"
Moana
","
Soundtrack
",59,2,75
"
Curtain Call: The Hits
","
Eminem
",104,1,390
"
From A Room: Volume 1
","
Chris Stapleton
",46,2,51
