Song, Artist, Last Week, Peak Position, Weeks on Chart
"Long.Live.A$AP","A$AP Rocky",-,1,1
"
Kidz Bop 23
","
Kidz Bop Kids
",-,-,-
"
Pitch Perfect
","
Soundtrack
",5,3,13
"
Red
","
Taylor Swift
",4,1,13
"
Unorthodox Jukebox
","
Bruno Mars
",6,2,6
"
Les Miserables
","
Soundtrack
",3,1,5
"
The Lumineers
","
The Lumineers
",8,7,42
"
The World From The Side Of The Moon
","
Phillip Phillips
",14,4,9
"
Babel
","
Mumford & Sons
",11,1,17
"
Take Me Home
","
One Direction
",10,1,10
"
Night Visions
","
Imagine Dragons
",15,2,20
"
21
","
Adele
",16,1,100
"
Unapologetic
","
Rihanna
",17,1,9
"
Trouble Man: Heavy Is The Head
","
T.I.
",13,2,5
"
The Heist
","
Macklemore & Ryan Lewis
",24,2,15
"
good kid, m.A.A.d city
","
Kendrick Lamar
",20,2,13
"
NOW 44
","
Various Artists
",18,2,11
"
Here's To The Good Times
","
Florida Georgia Line
",21,10,7
"
Some Nights
","
fun.
",29,3,48
"
The Truth About Love
","
P!nk
",12,1,18
"
 Lead With Your Heart
","
The Tenors
",-,-,-
"
Burning Lights
","
Chris Tomlin
",1,1,2
"
Girl On Fire
","
Alicia Keys
",22,1,8
"
Nashville: Season 1: Volume 1
","
Soundtrack
",26,14,6
"
Tornado
","
Little Big Town
",27,2,19
"
Fade
","
Yo La Tengo
",-,-,-
"
Night Train
","
Jason Aldean
",28,1,14
"
+
","
Ed Sheeran
",30,5,32
"
Hunter Hayes
","
Hunter Hayes
",33,18,49
"
Overexposed
","
Maroon 5
",19,2,30
"
Notes From The Underground
 ","
Hollywood Undead
",2,2,2
"
Fall Into Me
","
Katie Armiger
",-,-,-
"
Believe
","
Justin Bieber
",31,1,31
"
Unplugged On VH1 (EP)
","
The Civil Wars
",-,-,-
"
My Head Is An Animal
","
Of Monsters And Men
",32,6,42
"
Greatest Hits: Chapter One
","
Kelly Clarkson
",23,11,9
"
Blown Away
","
Carrie Underwood
",40,1,38
"
Sigh No More
","
Mumford & Sons
",39,2,148
"
Still Believe
","
Kim Walker-Smith
",-,-,-
"
Tailgates & Tanlines
 ","
Luke Bryan
",25,2,76
"
Wretched And Divine: The Story Of The Wild Ones
","
Black Veil Brides
",7,7,2
"
Up All Night
","
One Direction
",37,1,45
"
O.N.I.F.C.
","
Wiz Khalifa
",36,2,7
"
Signed And Sealed In Blood
","
Dropkick Murphys
",9,9,2
"
La Misma Gran Senora
","
Jenni Rivera
",38,38,6
"
Rebel Soul
","
Kid Rock
",47,5,9
"
Trilogy
","
The Weeknd
",44,4,10
"
The 2nd Law
","
Muse
",74,2,16
"
El Camino
","
The Black Keys
",60,2,59
"
Warrior
","
Ke$ha
",46,6,7
"
Born To Die
","
Lana Del Rey
",49,2,51
"
Uncaged
","
Zac Brown Band
",55,1,28
"
Celebration Day
","
Led Zeppelin
",45,9,9
"
Joyas Prestadas: Pop
","
Jenni Rivera
",51,51,6
"
Jesus Piece
","
The Game
",41,6,6
"
Finally Rich
","
Chief Keef
",50,29,5
"
Chief
","
Eric Church
 ",35,1,78
"
Based On A T.R.U. Story
","
2 Chainz
",43,1,23
"
Doo-Wops & Hooligans
","
Bruno Mars
",65,3,118
"
Devil Without A Cause
","
Kid Rock
",-,4,96
"
Global Warming
","
Pitbull
",42,14,9
"
Woman To Woman
","
Keyshia Cole
",54,10,9
"
Beautiful
","
Teena Marie
",-,-,-
"
Django Unchained
","
Soundtrack
",53,53,4
"
Kidz Bop 22
","
Kidz Bop Kids
",52,3,27
"
Number One Hits
","
Tim McGraw
",67,27,77
"
The Hobbit: An Unexpected Journey
","
Soundtrack
",48,30,6
"
Kaleidoscope Dream
","
Miguel
",56,3,16
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",140,18,251
"
Channel Orange
","
Frank Ocean
",57,2,28
"
Eye On It
","
tobyMac
",89,1,21
"
Journey's Greatest Hits
","
Journey
",72,10,244
"
Barton Hollow
","
The Civil Wars
",175,10,97
"
The Lone Bellow
","
The Lone Bellow
",-,-,-
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",77,19,44
"
Boys & Girls
","
Alabama Shakes
",82,8,38
"
We Cry Out: The Worship Project
","
Jeremy Camp
",75,15,20
"
NOW 43
","
Various Artists
",71,1,24
"
Hard 2 Love
","
Lee Brice
",85,5,37
"
Red River Blue
","
Blake Shelton
",91,1,79
"
Wild Ones
","
Flo Rida
",68,14,29
"
Joyas Prestadas: Banda
","
Jenni Rivera
",79,74,7
"
WOW Hits 2013
","
Various Artists
",76,35,17
"
In Grand Company
","
Duke Ellington
",-,-,-
