Song, Artist, Last Week, Peak Position, Weeks on Chart
My Beautiful Dark Twisted Fantasy
","
Kanye West
",193,1,107
"
Rainbow
","
Kesha
",159,1,33
"
[Hybrid Theory]
","
Linkin Park
",157,2,202
"
Crash My Party
 ","
Luke Bryan
",199,1,216
"
Happy Endings
","
Old Dominion
",167,7,27
"
Revenge
","
XXXTENTACION
",160,44,29
"
digital druglord
","
blackbear
",172,14,49
"
Nevermind
","
Nirvana
",175,1,392
"
Funk Wav Bounces Vol. 1
","
Calvin Harris
",174,2,39
"
Greatest Hits
 ","
Red Hot Chili Peppers
",187,18,163
"
Dangerous Woman
","
Ariana Grande
",179,2,92
"
Cleopatra
","
The Lumineers
",183,1,103
"
I Am...Sasha Fierce
","
Beyonce
",184,1,169
"
Their Greatest Hits 1971-1975
","
Eagles
",182,1,227
"
The Final Tour: The Bootleg Series, Vol. 6
","
Miles Davis & John Coltrane
",-,-,-
"
Meaning Of Life
","
Kelly Clarkson
",165,2,17
"
Tangled Up
","
Thomas Rhett
",178,6,125
"
Handwritten
","
Shawn Mendes
",-,1,123
"
All Eyez On Me
","
2Pac
",-,1,113
"
Come Over When You're Sober (EP)
","
Lil Peep
",185,38,20
"
A Fever You Can't Sweat Out
","
Panic! At The Disco
",-,13,87
"
+
","
Ed Sheeran
",177,5,243
"
DS2
","
Future
",-,1,135
"
 Harry Styles
","
Harry Styles
",198,1,39
"
Current Mood
","
Dustin Lynch
",-,7,18
"
Born To Die
","
Lana Del Rey
",200,2,311
"
Recovery
 ","
Eminem
",189,1,309
"
All Time Greatest Hits
","
Lynyrd Skynyrd
",-,56,16
