Song, Artist, Last Week, Peak Position, Weeks on Chart
"Boarding House Reach","Jack White",-,1,1
"
?
","
XXXTENTACION
",1,1,2
"
Black Panther: The Album, Music From And Inspired By
","
Soundtrack
",3,1,7
"
The Greatest Showman
","
Soundtrack
",6,1,16
"
Culture II
","
Migos
",5,1,9
"
Bobby Tarantino II
","
Logic
 ",4,1,3
"
Stoney
","
Post Malone
",10,4,68
"
÷ (Divide)
","
Ed Sheeran
",8,1,56
"
Evolve
","
Imagine Dragons
",12,2,40
"
Camila
","
Camila Cabello
",13,1,11
"
Lil Boat 2
","
Lil Yachty
",11,2,3
"
24K Magic
","
Bruno Mars
",17,2,71
"
DAMN.
","
Kendrick Lamar
",14,1,50
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",16,3,131
"
American Teen
","
Khalid
",15,4,56
"
Luv Is Rage 2
","
Lil Uzi Vert
",18,1,31
"
reputation
","
 Taylor Swift
",19,1,20
"
Life Of A Dark Rose
","
Lil Skies
",20,10,12
"
Kane Brown
","
Kane Brown
",21,5,69
"
DAY69
","
6ix9ine
",25,4,5
"
17
","
XXXTENTACION
",23,2,31
"
Sex & Cigarettes
","
Toni Braxton
",-,-,-
"
Man Of The Woods
","
Justin Timberlake
",22,1,8
"
More Life
","
Drake
",28,1,54
"
Ctrl
","
SZA
",27,3,42
"
Heartbreak On A Full Moon
","
Chris Brown
",29,3,22
"
Tell Me You Love Me
","
Demi Lovato
",35,3,26
"
Traveller
","
Chris Stapleton
",36,1,133
"
Dua Lipa
","
Dua Lipa
",33,27,39
"
 Without Warning
","
21 Savage, Offset & Metro Boomin
",34,4,22
"
The Beautiful & Damned
","
G-Eazy
",31,3,15
"
Future
","
Jordan Feliz
",-,-,-
"
Memories Don't Die
","
Tory Lanez
",26,3,4
"
Perception
","
NF
",38,1,25
"
Views
","
Drake
",42,1,100
"
I Can Only Imagine: The Very Best Of MercyMe
","
MercyMe
",30,30,4
"
Seasons Change
","
Scotty McCreery
",7,7,2
"
Project Baby Two
","
 Kodak Black
",39,2,32
"
The Thrill Of It All
","
Sam Smith
",59,1,21
"
Red Pill Blues
","
Maroon 5
",41,2,21
"
All Your Fault, Pt. 2 (EP)
","
 Bebe Rexha
",43,41,28
"
Life Changes
","
Thomas Rhett
",44,1,29
"
Starboy
","
The Weeknd
",46,1,70
"
Moana
","
Soundtrack
",48,2,71
"
What Makes You Country
","
Luke Bryan
",50,1,16
"
Love, Simon
","
Soundtrack
",37,37,2
"
Home State
","
Jordan Davis
",-,-,-
"
Odisea
","
Ozuna
",53,22,31
"
This One's For You
","
Luke Combs
",56,5,43
"
A Decade Of Destruction
","
Five Finger Death Punch
",49,29,17
"
From A Room: Volume 1
","
Chris Stapleton
",54,2,47
"
Take Care
","
Drake
",58,1,265
"
hopeless fountain kingdom
","
Halsey
",45,1,43
"
Hard Feelings
","
blessthefall
",-,-,-
"
Curtain Call: The Hits
","
Eminem
",60,1,386
"
H.E.R.
","
H.E.R.
",67,56,23
"
x
","
Ed Sheeran
",61,1,197
"
Culture
","
Migos
",62,1,61
"
Revival
","
Eminem
",55,1,15
"
Brett Young
","
Brett Young
",66,18,59
"
Trip
","
Jhene Aiko
",77,5,27
"
California (EP)
","
Diplo
",-,-,-
"
Illuminate
","
Shawn Mendes
",98,1,78
"
Night Visions
","
Imagine Dragons
",70,2,287
"
Fifty Shades Freed
","
Soundtrack
",57,5,7
"
The Bigger Artist
","
A Boogie Wit da Hoodie
",68,4,26
"
Beautiful Trauma
","
P!nk
",63,1,24
"
Staying At Tamara's
","
George Ezra
",-,-,-
"
Birds In The Trap Sing McKnight
","
Travis Scott
",71,1,82
"
Death Of A Bachelor
","
Panic! At The Disco
",123,1,115
"
Ray Ray From Summerhill
","
YFN Lucci
",47,14,3
"
Hardwired...To Self-Destruct
","
Metallica
",2,1,46
"
No_One Ever Really Dies
","
N*E*R*D
",76,31,14
"
Trolls
","
Soundtrack
",79,3,79
"
Victory Lap
","
Nipsey Hussle
",64,4,6
"
There's Really A Wolf
","
Russ
",78,7,47
"
Huncho Jack, Jack Huncho
","
Huncho Jack
",73,3,14
"
good kid, m.A.A.d city
","
Kendrick Lamar
",83,2,283
"
Diamonds
","
Elton John
",72,23,20
"
California Sunrise
","
Jon Pardi
",101,11,91
"
ZOMBIES
","
Soundtrack
",81,55,6
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",97,5,515
"
Quality Control: Control The Streets, Vol. 1
","
Various Artists
 ",75,5,16
"
 War & Leisure
","
Miguel
",84,9,17
"
2 Heartless
","
Moneybagg Yo
",74,16,7
"
Greatest Hits
","
Queen
",-,11,281
"
Drip Season 3
 ","
Gunna
",91,55,8
"
ANTI
","
Rihanna
",82,1,114
"
Beauty Behind The Madness
","
The Weeknd
",95,1,135
"
A Love Letter To You
","
Trippie Redd
",92,64,32
"
Blurryface
","
twenty one pilots
",90,1,150
"
 Coco
","
Soundtrack
",85,39,14
"
AI YoungBoy
","
YoungBoy Never Broke Again
",88,24,34
"
2014 Forest Hills Drive
","
J. Cole
",93,1,173
"
Rumours
","
Fleetwood Mac
",119,1,263
"
NOW 65
","
Various Artists
",106,10,8
"
From A Room: Volume 2
","
Chris Stapleton
",80,2,17
"
How The West Was Won
","
Led Zeppelin
",-,1,17
"
Freudian
","
Daniel Caesar
",87,25,29
"
In The Lonely Hour
","
Sam Smith
",99,2,198
"
Nothing Was The Same
","
Drake
",96,1,230
"
Journey's Greatest Hits
","
Journey
",104,10,505
"
Rich As In Spirit
","
Rich Homie Quan
",32,32,2
"
Used Future
","
The Sword
",-,-,-
"
Kidz Bop 37
","
Kidz Bop Kids
",139,16,10
"
The Life Of Pablo
","
Kanye West
",105,1,101
"
Issa Album
","
21 Savage
",94,2,38
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",114,2,260
"
Montevallo
","
Sam Hunt
",110,3,179
"
1
","
The Beatles
",107,1,310
"
Everybody
","
Logic
",86,1,47
"
1989
","
Taylor Swift
",108,1,172
"
I'll Be Your Girl
","
The Decemberists
",9,9,2
"
Both Sides Of The Sky
","
Jimi Hendrix
",51,8,3
"
The Fate Of The Furious: The Album
","
Soundtrack
",112,10,50
"
Only Human
","
Calum Scott
",113,66,3
"
Still Striving
","
A$AP Ferg
",103,12,32
"
Texoma Shore
","
Blake Shelton
",120,4,18
"
If You're Reading This It's Too Late
","
Drake
",111,1,162
"
Mr. Davis
","
Gucci Mane
",109,2,24
"
Dig Your Roots
","
Florida Georgia Line
",125,2,82
"
The Essential Michael Jackson
","
Michael Jackson
",129,46,220
"
Coloring Book
","
Chance The Rapper
",115,8,98
"
T R A P S O U L
","
Bryson Tiller
",118,8,131
"
Precious Memories Collection
","
Alan Jackson
",-,33,24
"
Metallica
","
Metallica
",100,1,476
"
Chronicle The 20 Greatest Hits
","
 Creedence Clearwater Revival Feat. John Fogerty
",127,22,360
"
Doo-Wops & Hooligans
","
Bruno Mars
",128,3,368
"
Woodstock
","
Portugal. The Man
",116,32,41
"
Edgewood
","
Trouble & Mike WiLL Made-It
",-,-,-
"
Memories...Do Not Open
","
The Chainsmokers
",121,1,51
"
Greatest Hits
","
The Notorious B.I.G.
",137,1,121
"
Tearing At The Seams
","
Nathaniel Rateliff & The Night Sweats
",65,11,3
"
Lil Pump
","
Lil Pump
",117,3,25
"
Thriller
","
Michael Jackson
",134,1,327
"
Pitch Perfect 3
","
Soundtrack
",-,20,9
"
The Best Of 2Pac - Part 1: Thug
","
2Pac
",155,65,19
"
Flower Boy
","
Tyler, The Creator
",133,2,36
"
The Kids Are Alright
","
Chloe X Halle
",-,-,-
"
FUTURE
","
Future
",138,1,58
"
Grateful
","
DJ Khaled
",141,1,40
"
Appetite For Destruction
","
Guns N' Roses
",158,1,182
"
Pretty Girls Like Trap Music
","
2 Chainz
",132,2,41
"
Love Yourself: Her
","
BTS
",143,7,25
"
GEMINI
","
Macklemore
",124,2,27
"
25
","
Adele
",135,1,123
"
Dear Evan Hansen
","
 Original Broadway Cast Recording
",130,8,26
"
Flicker
","
Niall Horan
",144,1,23
"
"Awaken, My Love!"
","
Childish Gambino
",131,5,67
"
Decades
","
Nightwish
",180,119,3
"
Firepower
","
Judas Priest
",52,5,3
"
FREE 6LACK
","
6LACK
",145,34,65
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",150,8,218
"
Too Hard
","
Lil Baby
",147,80,15
"
Purpose
","
Justin Bieber
",149,1,123
"
Playboi Carti
","
Playboi Carti
",156,12,50
"
Mothership
","
Led Zeppelin
",102,7,245
"
From The Fires
","
Greta Van Fleet
",140,36,18
"
Greatest Hits So Far...
","
Zac Brown Band
",162,20,157
"
Blonde
","
Frank Ocean
",152,1,78
"
Greatest Hits: The Ultimate Collection
","
Bon Jovi
",171,5,86
"
Melodrama
","
Lorde
",151,1,39
"
I Decided.
","
Big Sean
",161,1,58
"
Dont Smile At Me
","
Billie Eilish
",176,126,14
"
Painting Pictures
","
Kodak Black
",163,3,51
"
21
","
Adele
",166,1,370
"
The Best Of The Grateful Dead: Live
","
Grateful Dead
",-,-,-
"
The Click
","
AJR
",153,61,16
"
Graduation
","
Kanye West
",170,1,140
"
Reloaded: 20 #1 Hits
","
Blake Shelton
",164,5,104
"
Badlands
","
Halsey
",168,2,135
"
Ripcord
","
Keith Urban
",173,4,99
"
