Song, Artist, Last Week, Peak Position, Weeks on Chart
"Magna Carta... Holy Grail","JAY-Z",-,1,2
"
The Blessed Unrest
","
Sara Bareilles
",-,-,-
"
Kidz Bop 24
","
Kidz Bop Kids
",-,-,-
"
Trials & Tribulations
","
Ace Hood
",-,-,-
"
Here's To The Good Times
","
Florida Georgia Line
",4,4,33
"
Night Visions
","
Imagine Dragons
",5,2,46
"
Born Sinner
","
J. Cole
",3,1,5
"
Teen Beach Movie
","
Soundtrack
",-,-,-
"
The 20/20 Experience
","
 Justin Timberlake
",13,1,18
"
Surfers Paradise
","
Cody Simpson
",-,-,-
"
Based On A True Story ...
","
Blake Shelton
",14,3,17
"
The Heist
","
Macklemore & Ryan Lewis
",10,2,41
"
Unorthodox Jukebox
","
Bruno Mars
",11,1,32
"
Random Access Memories
","
Daft Punk
",9,1,9
"
The Gifted
","
Wale
",7,1,4
"
Last Of The Great Pretenders
","
Matt Nathanson
",-,-,-
"
Connect
","
Sick Puppies
",-,-,-
"
Yeezus
","
Kanye West
",6,1,5
"
Pitch Perfect
","
Soundtrack
",12,3,39
"
Ciara
","
Ciara
",2,2,2
"
True Believers
","
Darius Rucker
",15,2,9
"
Hunter Hayes
","
Hunter Hayes
",16,7,75
"
NOW 46
","
Various Artists
",18,3,11
"
The Truth About Love
","
P!nk
",22,1,44
"
Rise
","
Skillet
",17,4,4
"
Electric
","
Pet Shop Boys
",-,-,-
"
This Song Is For You
","
Ronald Isley
",-,-,-
"
13
","
Black Sabbath
",19,1,6
"
To Be Loved
","
Michael Buble
",29,1,13
"
Where Does This Door Go
","
Mayer Hawthorne
",-,-,-
"
The World From The Side Of The Moon
","
Phillip Phillips
",34,4,35
"
Red
","
Taylor Swift
",30,1,39
"
Demi
","
Demi Lovato
",47,3,10
"
Save Rock And Roll
","
Fall Out Boy
",39,1,14
"
Walk Through Exits Only
","
Philip H. Anselmo & The Illegals
",-,-,-
"
Babel
","
Mumford & Sons
",25,1,43
"
Stranger Than Fiction
","
Kevin Gates
",-,-,-
"
Overexposed
 ","
Maroon 5
",44,2,56
"
21
","
Adele
",32,1,126
"
Golden
","
Lady Antebellum
",28,1,11
"
The Lumineers
","
The Lumineers
",38,2,68
"
Pioneer
","
The Band Perry
",48,2,16
"
Watching Movies With The Sound Off
","
Mac Miller
",24,3,5
"
Native
","
OneRepublic
",26,4,17
"
Talk A Good Game
","
Kelly Rowland
",23,4,5
"
Some Nights
","
fun.
",51,3,74
"
Home
","
Kim Walker-Smith & Skyler Smith
",-,-,-
"
Born To Die
","
Lana Del Rey
",45,2,77
"
Night Train
","
Jason Aldean
",40,1,40
"
Doubleback: Evolution Of R&B
","
Joe
",21,6,3
"
NOW That's What I Call Country: Volume 6
","
Various Artists
",31,16,6
"
good kid, m.A.A.d city
","
Kendrick Lamar
",41,2,39
"
Life On A Rock
","
Kenny Chesney
",46,1,12
"
Take Me Home
","
One Direction
",56,1,36
"
Love Is Everything
","
George Strait
 ",42,2,10
"
24/Seven (Soundtrack)
","
Big Time Rush
",50,4,6
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",33,18,277
"
+
","
Ed Sheeran
",35,5,58
"
The Love Club EP
","
Lorde
",52,52,6
"
Doo-Wops & Hooligans
","
Bruno Mars
",69,3,144
"
Vans Warped Tour '13: 2013 Tour Compilation
","
Various Artists
",64,61,7
"
Tailgates & Tanlines
","
Luke Bryan
",49,2,102
"
I Am Not A Human Being II
","
Lil Wayne
",53,2,17
"
My Head Is An Animal
","
Of Monsters And Men
",54,6,68
"
Modern Vampires Of The City
","
Vampire Weekend
",37,1,10
"
The Great Gatsby: Music From Baz Luhrmann's Film
","
Soundtrack
",43,2,11
"
Change Your Mind: Music For Brainwave Entrainment
","
Dr. Mitch Gaynor And Jon Regen
",-,-,-
"
SongVersation
","
India.Arie
",36,7,4
"
Don't Look Down
","
Skylar Grey
",8,8,2
"
Amelita
","
Court Yard Hounds
",-,-,-
"
Same Trailer Different Park
","
Kacey Musgraves
",75,2,18
"
Letters Home
","
Defeater
",-,-,-
"
Better
","
Chrisette Michele
",27,12,6
"
Annie Up
","
Pistol Annies
",57,5,11
"
Believers
","
MAYDAY!
",-,-,-
"
Tornado
","
Little Big Town
",68,2,45
"
Chief
","
Eric Church
",72,1,104
"
Sigh No More
","
Mumford & Sons
",66,2,174
"
Unapologetic
","
Rihanna
",63,1,35
"
Southeastern
","
Jason Isbell
",-,23,5
"
Blown Away
","
Carrie Underwood
",76,1,64
"
Spring Break... Here To Party
","
Luke Bryan
",71,1,20
"
...Like Clockwork
","
Queens Of The Stone Age
",59,1,7
"
Mele O Hawaii: Songs Of Hawaii
","
Various Artists
",-,63,6
"
Wrote A Song For Everyone
","
John Fogerty
",58,3,8
"
Forever
","
Donell Jones
",20,20,2
"
I Love You.
","
The Neighbourhood
",116,39,13
"
Greatest Hits: Chapter One
","
Kelly Clarkson
",81,11,35
"
Two Lanes Of Freedom
","
Tim McGraw
",77,2,24
"
Up All Night
","
One Direction
",91,1,71
"
Original Good Ol' Boy: O.G.O.B.
","
JJ Lawhorn
",-,-,-
"
Side Effects Of You
","
Fantasia
",67,2,13
"
Azusa: The Next Generation
 ","
Hezekiah Walker
",109,30,6
"
Teenage Dream
","
Katy Perry
",111,1,142
"
Feel
","
Sleeping With Sirens
",80,3,7
"
Best Days
","
Tamela Mann
",84,14,45
"
All Around The World
","
Mindless Behavior
",65,6,8
"
Live: Glorious Ruins
","
Hillsong Worship
",60,18,3
"
Uncaged
","
Zac Brown Band
",92,1,54
"
The Legend Of Johnny Cash
","
Johnny Cash
",87,5,127
"
Wheelhouse
","
Brad Paisley
",85,2,15
"
In A Tidal Wave Of Mystery
","
Capital Cities
",86,66,6
