Song, Artist, Last Week, Peak Position, Weeks on Chart
"Take Me Home","One Direction",-,1,1
"
Red
","
Taylor Swift
",1,1,4
"
The Twilight Saga: Breaking Dawn: Part 2
","
Soundtrack
",-,-,-
"
Trilogy
","
The Weeknd
",-,-,-
"
King Animal
","
Soundgarden
",-,-,-
"
Merry Christmas, Baby
","
Rod Stewart
",3,3,3
"
Lotus
","
Christina Aguilera
",-,-,-
"
NOW 44
","
Various Artists
",2,2,2
"
 Dos!
","
Green Day
",-,-,-
"
Paradise (EP)
","
Lana Del Rey
",-,-,-
"
Koi No Yokan
","
Deftones
",-,-,-
"
Standing Ovation: The Greatest Songs From The Stage
","
Susan Boyle
",-,-,-
"
Night Train
","
Jason Aldean
",6,1,5
"
I Will Always Love You: The Best Of Whitney Houston
","
Whitney Houston
 ",-,-,-
"
Babel
","
Mumford & Sons
",7,1,8
"
Cities 97 Sampler 24: Live From Studio C
","
Various Artists
",-,-,-
"
On This Winter's Night
","
Lady Antebellum
",11,9,4
"
good kid, m.A.A.d city
","
Kendrick Lamar
",9,2,4
"
 GRRR!
","
The Rolling Stones
",-,-,-
"
Christmas
","
Michael Buble
",18,1,14
"
Cheers, It's Christmas
","
Blake Shelton
",14,14,7
"
The Truth About Love
","
P!nk
",17,1,9
"
R.E.D
","
Ne-Yo
",4,4,2
"
Christmas With Scotty McCreery
","
Scotty McCreery
",19,4,5
"
Music From Another Dimension!
","
Aerosmith
",5,5,2
"
Up All Night
","
One Direction
",23,1,36
"
Overexposed
","
Maroon 5
",15,2,21
"
Dreams And Nightmares
","
Meek Mill
",8,2,3
"
Tornado
","
Little Big Town
",12,2,10
"
The Road
","
 Aaron Lewis
",-,-,-
"
21
","
Adele
",24,1,91
"
The Lumineers
","
The Lumineers
",29,11,33
"
Dreams Of Fireflies (On A Christmas Night) (EP)
","
 Trans-Siberian Orchestra
",27,9,3
"
Believe
","
Justin Bieber
",31,1,22
"
Blown Away
","
Carrie Underwood
",26,1,29
"
Tailgates & Tanlines
","
Luke Bryan
",21,2,67
"
Born To Die
","
Lana Del Rey
",79,2,42
"
Some Nights
","
fun.
",22,3,39
"
Chief
","
Eric Church
",25,1,69
"
Hope On The Rocks
","
Toby Keith
",20,6,3
"
Hunter Hayes
","
Hunter Hayes
",30,18,40
"
An Omen (EP)
","
 How To Destroy Angels
",-,-,-
"
Holidays Rule
 ","
Various Artists
",-,43,2
"
Night Visions
","
Imagine Dragons
",42,2,11
"
PTXmas (EP)
","
Pentatonix
",-,-,-
"
Sigh No More
","
Mumford & Sons
",37,2,139
"
Uncaged
","
Zac Brown Band
",36,1,19
"
Kaleidoscope Dream
","
Miguel
",32,3,7
"
Under The Mistletoe
","
Various Artists
",-,-,-
"
Psycho White (EP)
","
Travis Barker & YelaWolf
",-,-,-
"
Miracle
","
Third Day
",10,10,2
"
WOW Hits 2013
","
Various Artists
",40,35,8
"
Infamous
","
Motionless In White
",-,-,-
"
My Christmas
","
Andrea Bocelli
",74,2,29
"
Noel
","
Josh Groban
",76,1,38
"
Home For The Holidays
","
Andre Rieu
",95,56,3
"
+
","
Ed Sheeran
",46,5,23
"
Under The Mistletoe
","
Justin Bieber
",58,1,12
"
My Head Is An Animal
","
Of Monsters And Men
",49,6,33
"
NOW That's What I Call Disney
","
Various Artists
",34,34,2
"
NOW 43
","
Various Artists
",39,1,15
"
Come To The Well
","
Casting Crowns
",45,2,49
"
Based On A T.R.U. Story
","
2 Chainz
",41,1,14
"
It's Christmas Time
","
Elvis Presley
",60,60,24
"
Psychedelic Pill
","
Neil Young & Crazy Horse
",33,8,3
"
Glee: The Music Presents Glease
","
Soundtrack
",28,28,2
"
The Heist
","
Macklemore & Ryan Lewis
",47,2,6
"
Eye On It
","
tobyMac
",86,1,12
"
Heavenly Christmas
","
Jackie Evancho
",69,11,12
"
 Silver & Gold
","
Sufjan Stevens
",-,-,-
"
Viva Duets
","
Tony Bennett
",35,5,4
"
The 2nd Law
","
Muse
",44,2,7
"
Halcyon
","
Ellie Goulding
",55,9,6
"
Two Eleven
","
Brandy
",38,3,5
"
Kanye West Presents GOOD Music Cruel Summer
","
Various Artists
",48,2,9
"
A War You Cannot Win
","
All That Remains
",13,13,2
"
Crystal Castles (III)
","
Crystal Castles
",145,77,2
"
NOW That's What I Call Today's Christmas
","
Various Artists
",93,78,2
"
Songs From The Silver Screen
","
Jackie Evancho
",56,7,7
"
Christmas In The Sand
","
Colbie Caillat
",61,61,4
"
This Christmas
","
John Travolta & Olivia Newton-John
",-,-,-
"
Uno!
","
Green Day
",72,2,8
"
Home For Christmas
","
Celtic Woman
",51,51,6
"
Kiss
","
Carly Rae Jepsen
",64,6,9
"
Blak And Blu
","
Gary Clark Jr.
",43,6,4
"
Welcome To The Fishbowl
","
Kenny Chesney
",63,2,22
"
Punk Goes Pop: Volume 5
","
Various Artists
",16,16,2
"
Battle Born
","
The Killers
",98,3,9
"
Glory In The Highest: Christmas Songs Of Worship
","
Chris Tomlin
",113,19,33
"
House Of Gold & Bones: Part 1
","
Stone Sour
",57,7,4
"
Halfway To Heaven
","
Brantley Gilbert
",54,4,66
"
The Gift
","
Susan Boyle
",191,1,23
"
Christmas Symphony
","
Mannheim Steamroller With Members Of The Czech Philharmonic Orchestra
",130,19,12
"
The Taylor Swift Holiday Collection (EP)
","
Taylor Swift
",167,20,32
"
The Lost Christmas Eve
","
Trans-Siberian Orchestra
",157,26,34
"
Black Diamonds (EP)
","
Issues
",-,-,-
"
Teenage Dream
","
Katy Perry
",73,1,117
"
O God Save Us All
","
Disciple
",-,-,-
"
51 Songs Kids Really Love To Sing
","
Kids Choir
",81,81,7
"
Transit Of Venus
","
Three Days Grace
",89,5,7
"
Channel Orange
","
Frank Ocean
",92,2,19
"
Chapter V
","
Trey Songz
",68,1,13
"
El Camino
","
The Black Keys
",91,2,50
"
Away From The World
","
Dave Matthews Band
",70,1,10
"
Pitch Perfect
","
Soundtrack
",53,12,8
"
One Wish: The Holiday Album
","
Whitney Houston
",135,49,8
"
Pink Friday: Roman Reloaded
","
Nicki Minaj
",175,1,33
"
Kidz Bop 22
","
Kidz Bop Kids
",101,3,18
"
Wild Ones
","
Flo Rida
",87,14,20
"
Christmas Eve And Other Stories
","
Trans-Siberian Orchestra
",184,53,24
"
A Very Special Christmas: 25 Years Bringing Joy To The World
","
Various Artists
",143,111,3
"
Speak Now
","
Taylor Swift
",84,1,108
