Song, Artist, Last Week, Peak Position, Weeks on Chart
"Magic","Bruce Springsteen",-,1,3
"
Rock N Roll Jesus
","
Kid Rock
",1,1,2
"
Still Feels Good
","
Rascal Flatts
",3,1,4
"
Noel
","
Josh Groban
",10,4,2
"
Chase This Light
","
Jimmy Eat World
",-,-,-
"
Reba Duets
","
Reba McEntire
",7,1,5
"
High School Musical 2
","
Soundtrack
",9,1,10
"
 Ultimate Santana
","
Santana
",-,-,-
"
Graduation
","
Kanye West
",6,1,6
"
Coco
","
Colbie Caillat
",16,5,14
"
The Art Of Love & War
","
Angie Stone
",-,-,-
"
Just Like You
","
Keyshia Cole
",11,2,4
"
Exile On Mainstream
","
matchbox twenty
",5,3,3
"
souljaboytellem.com
","
Soulja Boy Tell'em
",15,4,3
"
The Real Thing: Words And Sounds Vol. 3
","
Jill Scott
",18,4,4
"
Back Of My Lac'
","
J. Holiday
",20,5,3
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",22,1,17
"
All The Right Reasons
","
Nickelback
",24,1,107
"
Greatest Hits
","
Sara Evans
",8,8,2
"
Complete Clapton
","
Eric Clapton
",14,14,2
"
Curtis
","
50 Cent
",19,2,6
"
Echoes, Silence, Patience & Grace
","
Foo Fighters
",17,3,4
"
Family
","
LeAnn Rimes
",4,4,2
"
The Alchemy Index Vols. I & II: Fire & Water
","
Thrice
",-,-,-
"
Just Who I Am: Poets & Pirates
","
Kenny Chesney
",26,3,6
"
The Dutchess
","
Fergie
",28,2,57
"
Timbaland Presents Shock Value
","
Timbaland
",29,5,29
"
Songs Of Mass Destruction
","
Annie Lennox
",21,9,3
"
Revival
","
John Fogerty
",25,14,3
"
Across The Universe: Deluxe Edition
","
Soundtrack
",45,24,6
"
Taylor Swift
","
Taylor Swift
",33,13,52
"
The Naked Brothers Band (Soundtrack)
","
The Naked Brothers Band
",23,23,2
"
Enjoy The Ride
","
Sugarland
",42,4,50
"
Daughtry
","
Daughtry
",39,1,48
"
Minutes To Midnight
","
Linkin Park
",36,1,23
"
Across The Universe
","
Soundtrack
",46,36,6
"
Blackbird
","
Alter Bridge
",13,13,2
"
Brave
","
Jennifer Lopez
",12,12,2
"
A Toby Keith Classic Christmas: Volumes One & Two
","
Toby Keith
",-,-,-
"
It Won't Be Soon Before Long
","
Maroon 5
",43,1,22
"
Good Girl Gone Bad
 ","
Rihanna
",54,2,20
"
FutureSex/LoveSounds
","
Justin Timberlake
",41,1,58
"
The Altar And The Door
","
Casting Crowns
",34,2,8
"
Jonas Brothers
","
Jonas Brothers
",38,5,11
"
Trey Day
","
Trey Songz
",30,11,3
"
NOW 25
","
Various Artists
",49,1,14
"
Christmas Song
","
Mannheim Steamroller
",48,47,2
"
All The Lost Souls
","
James Blunt
",40,7,5
"
Baby Makin' Project
","
Jagged Edge
",47,8,4
"
Cowboy Town
","
Brooks & Dunn
",31,13,3
"
Tyler Perry's Why Did I Get Married?
","
Soundtrack
",70,51,3
"
Italia
","
Chris Botti
 ",65,27,4
"
High School Musical
","
Soundtrack
",53,1,93
"
RIOT!
","
Paramore
",61,15,19
"
Trav'lin' Light
","
Queen Latifah
",37,11,4
"
Hannah Montana
","
Soundtrack
",62,1,52
"
Call Me Irresponsible
","
Michael Buble
",60,1,25
"
The Hits
","
Faith Hill
",32,12,3
"
The Very Best Of Diana Krall
","
Diana Krall
",56,19,5
"
Shine
","
Joni Mitchell
",55,14,4
"
Into The Wild (Soundtrack)
","
Eddie Vedder
",64,11,5
"
Famous
","
Puddle Of Mudd
",27,27,2
"
The Reminder
","
Feist
",51,16,25
"
The Real Testament
","
Plies
",69,2,11
"
Dylan
","
Bob Dylan
",59,17,18
"
Lost Highway
","
Bon Jovi
",75,1,18
"
The Shade Of Poison Trees
","
Dashboard Confessional
",50,18,3
"
The Dethalbum (Soundtrack)
","
Dethklok
",78,21,4
"
T.I. Vs T.I.P.
","
T.I.
",67,1,16
"
The Awakening
","
Melissa Etheridge
",52,13,4
"
Finding Forever
","
Common
",84,1,12
"
R.E.M. Live
","
R.E.M.
",-,-,-
"
Hairspray
","
Soundtrack
",63,2,15
"
The Best Damn Thing
","
Avril Lavigne
",71,1,27
"
Let It Go
","
Tim McGraw
",77,1,30
"
Back To Black
","
Amy Winehouse
",74,6,32
"
WOW Hits 2008
","
Various Artists
",66,60,3
"
 It's A Wonderful Christmas
","
Michael W. Smith
",-,-,-
"
Funk This
","
Chaka Khan
",72,15,4
"
I'm Not Dead
","
P!nk
",86,6,66
"
Some Hearts
","
Carrie Underwood
",91,2,101
"
Them Vs. You Vs. Me
","
Finger Eleven
",93,31,33
"
Ultimate Victory
","
Chamillionaire
",73,8,5
"
Drastic Fantastic
","
KT Tunstall
",79,9,5
"
Me And My Gang
","
Rascal Flatts
",82,1,81
"
Recuerdos Del Alma
","
Los Temerarios
",83,59,3
"
5th Gear
","
Brad Paisley
",85,3,18
"
Welcome To The Zoo
","
Gorilla Zoe
",80,18,4
"
NOW Latino 3
","
Various Artists
",99,89,2
"
The Greatest Songs Of The Seventies
","
Barry Manilow
",76,4,5
"
The Shepherd's Dog
","
Iron And Wine
",68,24,4
"
One Chance
","
Paul Potts
",87,30,5
"
90 Millas
","
Gloria Estefan
",81,25,5
"
One - X
","
Three Days Grace
",92,5,71
"
Epiphany
","
T-Pain
",94,1,20
"
Heroes & Thieves
","
Vanessa Carlton
",44,44,2
"
Konvicted
","
Akon
",96,2,49
"
I Am
","
Chrisette Michele
",89,29,18
"
Para Siempre
","
Vicente Fernandez
",103,78,4
"
Kill To Get Crimson
","
Mark Knopfler
",90,26,5
"
My Kind Of Country
","
Van Zant
",57,57,2
"
Extreme Behavior
","
Hinder
",166,6,90
"
Cease To Begin
","
Band Of Horses
",35,35,2
"
Transformers: The Album
","
Soundtrack
",-,21,11
"
We The Best
","
DJ Khaled
",119,8,19
"
Mighty High
","
Gov't Mule
",-,-,-
"
Sean Kingston
","
Sean Kingston
",101,6,12
"
Jersey Boys
","
Original Broadway Cast Recording
",111,85,38
"
Halloween
","
The 101 Strings Orchestra
",120,109,4
"
Tony Bennett Sings The Ultimate American Songbook Vol. 1
","
Tony Bennett
",97,16,4
"
Continuum
","
John Mayer
",113,2,58
"
Big Dog Daddy
","
Toby Keith
",112,1,19
"
Flyleaf
","
Flyleaf
",109,57,83
"
Thirsty
","
Marvin Sapp
",140,112,13
"
TCG
","
The Cheetah Girls
",95,44,4
"
One Cell In The Sea
","
A Fine Frenzy
",98,91,13
"
Every Second Counts
","
Plain White T's
",107,10,34
"
Infinity On High
","
Fall Out Boy
",124,1,37
"
Untitled
","
Korn
",110,2,12
"
This Is Forever
","
She Wants Revenge
",58,58,2
"
Because Of You
","
Ne-Yo
",115,1,25
"
Icky Thump
","
The White Stripes
",121,2,18
"
From Nothin' To Somethin'
","
Fabolous
",123,2,19
"
Make Sure They See My Face
","
Kenna
",-,-,-
"
Todo Cambio
","
Camila
",146,76,14
"
Love
","
The Beatles
",117,4,48
"
Boys Like Girls
","
Boys Like Girls
",104,55,27
"
Underground Kingz
","
UGK
",128,1,11
"
Legally Blonde: The Musical
","
Original Broadway Cast Recording
",-,86,4
"
Lead Sails Paper Anchor
","
Atreyu
",130,8,8
"
Remedy
","
David Crowder Band
",88,22,4
"
A Hundred Miles Or More: A Collection
","
Alison Krauss
",131,10,29
"
Who We Are
","
Lifehouse
",133,14,18
"
HellYeah
","
HellYeah
",141,9,28
"
 The Best Of Chicago: 40th Anniversary Edition
","
Chicago
",134,100,3
"
Between Raising Hell And Amazing Grace
","
Big & Rich
",139,6,20
"
Pavarotti Forever
","
Luciano Pavarotti
",148,137,2
"
Under The Blacklight
","
Rilo Kiley
",106,22,9
