Song, Artist, Last Week, Peak Position, Weeks on Chart
"
The Sweet Escape
","
Gwen Stefani
",135,3,46
"
Some People Change
","
Montgomery Gentry
",154,23,33
"
The Very Best Of The Doors
","
The Doors
",125,113,4
"
Bachata # 1s
","
Various Artists
",170,142,8
"
Eardrum
","
Talib Kweli
",129,2,9
"
Hustlenomic$
","
Yung Joc
",136,3,8
"
The Meanest Of Times
","
Dropkick Murphys
",108,20,5
"
La Mejor... Coleccion
","
Marco Antonio Solis
",167,92,23
"
Adrenaline Rush 2007
","
Twista
",105,10,5
"
Down III: Over The Under
","
Down
",102,26,4
"
Even If It Kills Me
","
Motion City Soundtrack
",142,16,5
"
The Black Parade
","
My Chemical Romance
",145,2,52
"
15
","
Buckcherry
",155,41,80
"
Relentless
","
Jason Aldean
",151,4,21
"
Back Up N Da Chevy
","
Boyz N Da Hood
",100,51,3
"
Jesus
","
Shekinah Glory Ministry
",158,93,4
"
If You're Going Through Hell
","
Rodney Atkins
",161,3,66
"
Greatest Hits Vol 2: Reflected
","
Tim McGraw
",164,2,82
"
My December
","
Kelly Clarkson
",149,2,17
"
The Evolution Of Robin Thicke
","
Robin Thicke
",153,5,55
"
A Deeper Level: Live
","
Israel & New Breed
",137,48,7
"
It's Not Big It's Large
","
Lyle Lovett And His Large Band
",116,18,8
"
Kidz Bop 12
","
Kidz Bop Kids
",163,7,12
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",174,6,25
"
Loose
","
Nelly Furtado
",162,1,70
"
Elliott Yamin
","
Elliott Yamin
",179,3,31
"
Trap-A-Thon
","
Gucci Mane
",144,69,4
"
How You Live
","
Point Of Grace
",152,56,8
"
Romancing The '60s
","
Frankie Valli
",177,167,2
"
Lifeline
","
Ben Harper And The Innocent Criminals
",150,9,8
"
Oblivion With Bells
","
Underworld
",-,-,-
"
In Search Of Sunrise 6: Ibiza
","
Tiesto
",-,-,-
"
Live At Monterey
","
The Jimi Hendrix Experience
",-,-,-
"
Disney's Karaoke Series: Hannah Montana
","
Various Artists
 ",-,-,-
"
Home At Last
","
Billy Ray Cyrus
",159,20,11
"
Phobia
","
Breaking Benjamin
",181,2,63
"
Mission California
","
Cross Canadian Ragweed
",127,30,3
"
Disney's Karaoke Series: High School Musical 2
","
Various Artists
",178,176,2
"
White Chalk
","
PJ Harvey
",114,65,3
"
See The Morning
","
Chris Tomlin
",156,15,39
"
Songs 4 Worship: Country
","
Various Artists
",198,179,2
"
Fall
","
Clay Walker
",184,15,16
"
Corinne Bailey Rae
","
Corinne Bailey Rae
",180,4,70
"
Headstrong
","
Ashley Tisdale
",-,5,21
"
How To Save A Life
","
The Fray
",-,14,92
"
Rocket Man: Number Ones
","
Elton John
",-,9,29
"
Double Up
","
R. Kelly
",171,1,21
"
Little Bit Of Life
","
Craig Morgan
",-,57,4
"
Voy A Convencerte
","
Los Primos de Durango
",200,114,4
"
Awake
","
Josh Groban
",187,2,50
"
Eye To The Telescope
","
KT Tunstall
",188,33,83
"
Dark Passion Play
","
Nightwish
",143,84,3
"
Love, Luther
","
Luther Vandross
",-,-,-
"
Historia De Un Idolo
","
Vicente Fernandez
",197,81,28
"
Flying Club Cup
","
Beirut
",118,118,2
"
Love, Pain & The Whole Crazy Thing
","
Keith Urban
",199,3,50
"
Waitin' In The Country
","
Jason Michael Carroll
",-,8,35
"
Greatest Hits
","
Amy Grant
",196,196,2
"
The Heroin Diaries Soundtrack
","
Sixx: A.M.
",183,62,9
"
Alone But Not Alone
","
Marvin Winans
",-,85,2
"
The Darjeeling Limited
","
Soundtrack
",-,-,-
"
Songs About Girls
","
will.i.am
",157,38,4
