Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Man On The Moon: The End Of Day
","
Kid Cudi
",105,4,10
"
The Christmas Attic
","
Trans-Siberian Orchestra
",-,103,6
"
Church Music
","
David Crowder Band
",106,11,9
"
God & Guns
","
Lynyrd Skynyrd
",107,18,8
"
In The Swing Of Christmas
","
Barry Manilow
",-,-,-
"
Celebration
","
Madonna
",114,7,8
"
 Hannah Montana 3
","
Soundtrack
",112,2,20
"
Letters To Santa: A Holiday Musical Collection
","
Various Artists
",74,74,2
"
Hello Love
","
Chris Tomlin
",-,9,58
"
Sonic Boom
 ","
KISS
",97,2,7
"
Wolfgang Amadeus Phoenix
","
Phoenix
",113,37,28
"
Disney: Holiday Magic 2009
","
Various Artists
",98,98,3
"
Tis The Season: Kids Christmas Sing-Along
","
Various Artists
",-,105,5
"
The Beatles In Stereo
","
The Beatles
",53,15,8
"
The Beatles [White Album]
","
The Beatles
",-,1,156
"
Yo-Yo Ma & Friends: Songs Of Joy & Peace
","
Yo-Yo Ma
",-,20,13
"
Little Bit Of Everything
","
Billy Currington
",116,13,41
"
77
","
Kutless
",100,42,5
"
Jersey Boys
","
Original Broadway Cast Recording
",-,85,40
"
Greatest Hits Volume 1
","
Rascal Flatts
",121,6,55
"
Cosmic - Egg
","
Wolfmother
",103,16,4
"
Journey's Greatest Hits
","
Journey
",-,10,93
"
Casting Crowns
","
Casting Crowns
",-,59,89
"
War Is The Answer
","
Five Finger Death Punch
",120,7,9
"
Holiday Spirits
","
Straight No Chaser
",-,46,7
"
Backtracks
","
AC/DC
",39,39,2
"
Holiday Collection
","
Kenny G
",-,85,7
"
This Moment
","
Steven Curtis Chapman
",-,47,25
"
What A Night! A Christmas Album
","
Harry Connick, Jr.
",-,20,9
"
Big Whiskey And The GrooGrux King
","
Dave Matthews Band
",144,1,25
"
MTV Unplugged (EP)
","
Katy Perry
",-,-,-
"
D.N.A.
","
Mario
",118,9,6
"
Wicked
","
Original Broadway Cast Recording
",-,138,36
"
All I Ever Wanted
","
Kelly Clarkson
",123,1,37
"
Kidz Bop Christmas
","
Kidz Bop Kids
",163,163,2
"
LIVE On The Inside
","
Sugarland
",115,1,16
"
Pirate Radio
","
Soundtrack
",189,174,2
"
Here We Go Again
","
Demi Lovato
",127,1,18
"
The Ultimate Bee Gees
","
Bee Gees
",142,116,3
"
Scars & Souvenirs
","
Theory Of A Deadman
",128,26,86
"
White Christmas
","
Martina McBride
",-,68,8
"
Midwinter Graces
","
Tori Amos
",66,66,2
"
My Paper Heart
","
Francesca Battistelli
",-,91,30
"
Bad
 ","
Michael Jackson
",-,1,88
"
Christmas With The Rat Pack
","
Frank Sinatra, Dean Martin & Sammy Davis Jr
",-,122,6
"
Elf
","
Soundtrack
",-,-,-
"
A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",-,-,-
"
Christmas Duets
","
Elvis Presley
",-,17,12
"
Metalocalypse: Dethalbum II (Soundtrack)
","
Dethklok
",119,15,8
"
 Jason Mraz's A Beautiful Mess-Live On Earth
","
Jason Mraz
",35,35,2
"
Kidz Bop 16
","
Kidz Bop Kids
",148,8,16
"
Sgt. Pepper's Lonely Hearts Club Band
","
The Beatles
",-,1,176
"
K.O.D.
","
Tech N9ne
",104,14,4
"
Michael Buble
","
Michael Buble
",-,47,46
"
Tha Carter III
","
Lil Wayne
",136,1,76
"
Christmas Portrait
","
Carpenters
",-,145,11
"
I and Love and You
","
The Avett Brothers
",129,16,8
"
The Fray
","
The Fray
",133,1,42
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",-,54,114
"
Disney: Phineas And Ferb
","
Soundtrack
",138,59,9
"
The Last
","
Aventura
",151,5,24
"
Swan Songs
","
Hollywood Undead
",131,22,64
"
Love Unstoppable
","
Fred Hammond
",132,26,8
