Song, Artist, Last Week, Peak Position, Weeks on Chart
"Beautiful Trauma","P!nk",-,1,1
"
Mr. Davis
","
Gucci Mane
",-,-,-
"
Colors
","
Beck
",-,-,-
"
Stoney
","
Post Malone
",4,4,45
"
Luv Is Rage 2
","
Lil Uzi Vert
 ",7,1,8
"
÷ (Divide)
","
Ed Sheeran
",10,1,33
"
Evolve
","
Imagine Dragons
",9,2,17
"
The Bigger Artist
","
A Boogie Wit da Hoodie
",6,4,3
"
Lil Pump
","
Lil Pump
",3,3,2
"
Masseduction
","
St. Vincent
",-,-,-
"
DAMN.
","
Kendrick Lamar
",11,1,27
"
American Teen
","
Khalid
",12,4,33
"
Tell Me You Love Me
","
Demi Lovato
",13,3,3
"
Carry Fire
","
Robert Plant
",-,-,-
"
The Saga Continues
","
Wu-Tang
",-,-,-
"
17
","
XXXTENTACION
",14,2,8
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",2,2,237
"
Southern Girl City Lights
","
Jessie James Decker
",-,-,-
"
Ctrl
","
SZA
",16,3,19
"
Kane Brown
","
Kane Brown
",5,5,46
"
Project Baby Two
","
Kodak Black
",17,2,9
"
Everybody
","
Logic
",18,1,24
"
More Life
","
Drake
",20,1,31
"
Issa Album
","
21 Savage
",21,2,15
"
Perception
","
NF
",1,1,2
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",23,3,108
"
hopeless fountain kingdom
","
Halsey
",28,1,20
"
Life Changes
","
Thomas Rhett
",22,1,6
"
24K Magic
","
Bruno Mars
",24,2,48
"
Starboy
","
The Weeknd
",27,1,47
"
Culture
","
Migos
",26,1,38
"
Every Little Thing
","
Carly Pearce
",-,-,-
"
Moana
","
Soundtrack
",31,2,48
"
GEMINI
","
Macklemore
",25,2,4
"
Swim Team
","
The Dirty Heads
",-,-,-
"
Views
","
Drake
",43,1,77
"
Birds In The Trap Sing McKnight
","
Travis Scott
",41,1,59
"
Morning After
","
dvsn
",-,-,-
"
Yours,
","
Russell Dickerson
",-,-,-
"
Pretty Girls Like Trap Music
","
2 Chainz
",40,2,18
"
Grateful
","
DJ Khaled
",42,1,17
"
This One's For You
","
Luke Combs
",44,5,20
"
Woodstock
","
Portugal. The Man
",37,32,18
"
Traveller
","
Chris Stapleton
",47,1,110
"
Trip
","
Jhene Aiko
",32,5,4
"
There's Really A Wolf
","
Russ
",45,7,24
"
Going Grey
","
The Front Bottoms
",-,-,-
"
Rainbow
","
Kesha
",46,1,10
"
By Any Means 2
","
Kevin Gates
",38,4,5
"
Shapeshifter
","
Knuckle Puck
",-,-,-
"
Lotta Sea Lice
","
Courtney Barnett / Kurt Vile
",-,-,-
"
Still Striving
","
A$AP Ferg
",68,12,9
"
Jungle Rules
","
French Montana
",49,3,14
"
Playboi Carti
","
Playboi Carti
 ",50,12,27
"
In The Lonely Hour
","
Sam Smith
",48,2,175
"
Trolls
","
Soundtrack
",54,3,56
"
Odisea
","
Ozuna
",59,22,8
"
digital druglord
","
blackbear
",58,14,26
"
Brett Young
","
Brett Young
",62,18,36
"
Illuminate
","
Shawn Mendes
",56,1,56
"
Strange Reign
","
Tech N9ne Collabos
",-,-,-
"
Now
","
Shania Twain
",29,1,3
"
Dua Lipa
","
Dua Lipa
",75,63,16
"
FUTURE
","
Future
",61,1,35
"
Take Care
","
Drake
",65,1,242
"
x
","
Ed Sheeran
",63,1,174
