Song, Artist, Last Week, Peak Position, Weeks on Chart
Babyface
",113,25,10
"
Luther Vandross
","
Luther Vandross
",117,6,22
"
1
","
The Beatles
",138,1,53
"
No Name Face
","
Lifehouse
",127,6,55
"
City High
","
City High
",121,34,26
"
Proud To Be American
","
The Hit Crew
",108,50,6
"
Amigo
","
David Ball
",131,120,7
"
Pulse
","
Various Artists
",115,43,8
"
Fly
","
Dixie Chicks
",134,1,116
"
Aaron's Party (Come Get It)
","
Aaron Carter
",154,4,60
"
Weezer
","
Weezer
",132,4,27
"
Songs I Heard
","
Harry Connick, Jr.
",128,88,4
"
I Hope You Dance
","
Lee Ann Womack
",124,16,78
"
White Ladder
","
David Gray
",142,35,66
"
Thugs Are Us
","
Trick Daddy
",120,4,35
"
Glitter (Soundtrack)
","
Mariah Carey
",112,7,10
"
Hotshot
","
Shaggy
",165,1,67
"
A Very Special Christmas 5
","
Various Artists
",-,-,-
"
Everyday
","
Dave Matthews Band
",139,1,38
"
Iowa
","
Slipknot
",118,3,12
"
Part III
","
112
",122,2,35
"
Snowflakes
","
Toni Braxton
",-,160,2
"
Camino Palmero
","
The Calling
",158,158,3
"
Ride
","
Boney James
",140,82,4
"
Sinner
","
Drowning Pool
",136,14,24
"
Simple Things
","
Jim Brickman
 ",145,54,8
"
New Favorite
","
Alison Krauss + Union Station
",135,35,14
"
[Ghetto Love]
","
Jaheim
",189,9,36
"
StrangeLittleGirls
","
Tori Amos
 ",146,4,9
"
Billy Joel: Fantasies & Delusions
","
Richard Joo
",-,83,5
"
Wake Up And Smell The Coffee
","
The Cranberries
",133,46,4
"
 Double Wide
","
Uncle Kracker
",156,7,46
"
A Knight's Tale
","
Soundtrack
",166,42,16
"
The Fallout
","
Default
",197,172,3
"
The Rock: Stone Cold Country 2001
","
George Jones
",130,65,7
"
Prophet Jones
","
Prophet Jones
",175,86,9
"
Live In London And More...
","
Donnie McClurkin
",170,69,59
"
A Winter's Solstice: Silver Anniversary Edition
","
Various Artists
",-,-,-
"
Nickel Creek
","
Nickel Creek
",151,142,26
"
Oops!...I Did It Again
","
Britney Spears
",162,1,79
"
Holiday Trilogy: A Classic Christmas
","
Esteban
",-,-,-
"
tp-2.com
","
R. Kelly
",157,1,54
"
Down The Road I Go
","
Travis Tritt
",182,51,58
"
The Saga Continues...
","
P. Diddy & The Bad Boy Family
",159,2,19
"
30
 ","
Harry Connick, Jr.
",147,94,4
"
Lateralus
","
Tool
",161,1,27
"
Who Is Jill Scott? Words And Sounds Vol. 1
","
Jill Scott
",168,17,70
"
The Magic Of Christmas -- Songs From Call Me Claus
 ","
Garth Brooks
",-,-,-
"
Back To Ballin
","
Lil Troy
",148,95,4
"
N.Y.C. Underground Party Volume 4
","
Louie DeVito
",152,63,5
"
The Essential Journey
","
Journey
",119,47,5
"
musicforthemorningafter
","
Pete Yorn
",176,139,20
"
The Better Life
","
3 Doors Down
",179,7,93
"
Chrome
","
Trace Adkins
",177,59,6
"
The Benzino Project
 ","
Benzino
",129,84,3
"
The Christmas Shoes
","
NewSong
",-,-,-
"
Murder She Spoke
","
La' Chat
",149,78,4
"
Get Ready
","
New Order
",153,41,5
"
Devil's Night
","
D12
",155,1,22
"
Momentum
","
tobyMac
",110,110,2
"
Adema
","
Adema
",164,27,13
"
Gold
","
Ryan Adams
",178,59,8
