Song, Artist, Last Week, Peak Position, Weeks on Chart
"Blurryface","twenty one pilots",-,1,1
"
1989
","
Taylor Swift
",9,1,30
"
Pitch Perfect 2
","
Soundtrack
",1,1,2
"
True Colors
","
Zedd
",-,-,-
"
Title
","
Meghan Trainor
",12,1,19
"
The Voice: The Complete Season 8 Collection
","
Sawyer Fredericks
",-,-,-
"
Just As I Am
","
Brantley Gilbert
",69,2,53
"
x
","
Ed Sheeran
",13,1,48
"
Furious 7
","
Soundtrack
",5,1,10
"
Hollywood: A Story Of A Dozen Roses
","
Jamie Foxx
",-,-,-
"
Fifty Shades Of Grey
","
Soundtrack
",3,2,15
"
Wilder Mind
","
Mumford & Sons
",2,1,3
"
JEKYLL + HYDE
","
Zac Brown Band
",7,1,4
"
V
","
Maroon 5
",16,1,38
"
Sol Invictus
","
Faith No More
",-,-,-
"
 In The Lonely Hour
","
Sam Smith
",10,2,49
"
The Desired Effect
","
Brandon Flowers
",-,-,-
"
Stages
","
Josh Groban
",8,2,4
"
If You're Reading This It's Too Late
","
Drake
",15,1,15
"
Montevallo
","
 Sam Hunt
",17,3,30
"
The Pinkprint
","
Nicki Minaj
",23,2,23
"
NOW 54
","
Various Artists
",11,3,3
"
The Story So Far
","
The Story So Far
",-,-,-
"
Hoy Mas Fuerte
","
Gerardo Ortiz
",-,-,-
"
Magazines Or Novels
","
Andy Grammer
",19,19,16
"
TALKING IS HARD
","
WALK THE MOON
",18,14,25
"
Listen
","
David Guetta
",4,4,25
"
American Beauty / American Psycho
","
Fall Out Boy
",21,1,18
"
#1 To Infinity
","
Mariah Carey
",-,-,-
"
Pain Killer
","
Little Big Town
",24,7,31
"
The First Time
","
Kelsea Ballerini
",-,-,-
"
 Hozier
","
Hozier
",25,2,33
"
I Am Alive In Everything I Touch
","
Silverstein
",-,-,-
"
To Pimp A Butterfly
","
Kendrick Lamar
",27,1,10
"
Queen Of The Clouds
","
Tove Lo
",26,14,34
"
Reflection
","
Fifth Harmony
",35,5,16
"
Sound & Color
","
Alabama Shakes
",22,1,5
"
Globalization
","
Pitbull
",49,18,26
"
1000 Forms Of Fear
","
Sia
",42,1,43
"
2014 Forest Hills Drive
","
J. Cole
",39,1,24
"
My Everything
","
Ariana Grande
",31,1,39
