Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Foiled
","
Blue October
",36,29,25
"
Dangerous Man
","
Trace Adkins
",37,3,6
"
Half The Perfect World
","
Madeleine Peyroux
",33,33,2
"
Idlewild (Soundtrack)
","
OutKast
",22,2,5
"
Romantic Classics
","
Julio Iglesias
",-,-,-
"
Greatest Hits Vol 2: Reflected
","
Tim McGraw
",45,2,26
"
 Stadium Arcadium
","
Red Hot Chili Peppers
",34,1,20
"
Loose
","
Nelly Furtado
",54,1,14
"
Despite Our Differences
","
Indigo Girls
",-,-,-
"
Unappreciated
","
Cherish
",40,4,6
"
New Joc City
","
Yung Joc
",39,3,16
"
Savior Sorrow
","
Mushroomhead
",-,-,-
"
Amar Es Combatir
","
Mana
",47,4,5
"
Kidz Bop 10
","
Kidz Bop Kids
 ",42,3,8
"
Corinne Bailey Rae
","
Corinne Bailey Rae
",50,17,14
"
Eye To The Telescope
","
KT Tunstall
",58,33,33
"
The Phoenix
","
Lyfe Jennings
",44,2,6
"
Taking The Long Way
","
Dixie Chicks
",63,1,18
"
The Last Kiss
","
Soundtrack
",57,57,6
"
Phobia
","
Breaking Benjamin
",49,2,7
"
The Paramour Sessions
","
Papa Roach
",16,16,2
"
Back To Bedlam
","
James Blunt
",51,2,51
"
Come What(ever) May
","
Stone Sour
",52,4,8
"
4:21... The Day After
","
Method Man
",46,8,4
"
A Public Affair
","
Jessica Simpson
",30,5,4
"
Amputechture
","
The Mars Volta
",9,9,2
"
Restored
","
Jeremy Camp
",67,45,28
"
A Girl Like Me
","
Rihanna
",59,5,22
"
Stand Still, Look Pretty
","
The Wreckers
",60,14,18
"
LeToya
","
LeToya
",55,1,9
"
In My Own Words
","
 Ne-Yo
",62,1,30
"
Precious Memories
","
Alan Jackson
",68,4,30
"
White Trash With Money
","
Toby Keith
",65,2,24
"
Step Up
","
Soundtrack
",48,6,7
"
A Beautiful Lie
","
Thirty Seconds To Mars
",70,42,23
"
Broken Bridges
","
Soundtrack
",56,35,4
"
If You're Going Through Hell
","
Rodney Atkins
",73,3,10
"
A Matter Of Life And Death
","
Iron Maiden
",43,9,3
"
The Outsider
","
DJ Shadow
",-,-,-
"
The Road And The Radio
","
Kenny Chesney
",88,1,46
"
Shot To Hell
","
Black Label Society
",21,21,2
"
Barenaked Ladies Are Me
","
Barenaked Ladies
",17,17,2
"
Game Theory
","
The Roots
",53,9,4
"
Move Along
","
The All-American Rejects
",72,6,63
"
Greatest Hits
","
Guns N' Roses
",91,3,131
"
15
","
Buckcherry
",75,41,24
"
Don't You Fake It
","
The Red Jumpsuit Apparatus
",80,25,10
"
Highway Companion
","
Tom Petty
",71,4,9
"
Chris Brown
","
Chris Brown
",77,2,43
"
The Ultimate Luther Vandross
","
Luther Vandross
",74,9,5
"
Testimony: Vol. 1, Life & Relationship (Bonus Track Edition)
","
India.Arie
",76,1,13
"
It's Time
","
Michael Buble
",96,7,85
"
Time Well Wasted
","
Brad Paisley
",105,2,58
"
Feels Like Today
","
Rascal Flatts
",87,1,104
"
The Legend Of Johnny Cash
","
Johnny Cash
 ",99,5,48
"
Decemberunderground
","
AFI
",79,1,16
"
10,000 Days
","
Tool
",98,1,21
"
Cars
","
Soundtrack
",86,6,16
"
The Breakthrough
","
Mary J. Blige
",81,1,40
"
So So Gangsta
","
Daz
",35,35,2
"
Retaliation
","
Dane Cook
",101,4,61
"
Cassie
","
Cassie
",78,4,7
"
Oral Fixation Vol. 2
","
Shakira
",93,5,43
"
Till The Sun Turns Black
","
Ray LaMontagne
",84,28,4
"
Three Wooden Crosses
","
Various Artists
",97,74,4
"
Return To Cookie Mountain
","
TV On The Radio
",41,41,2
"
Blood Mountain
","
Mastodon
",32,32,2
"
Blow The Whistle
","
Too $hort
",83,14,4
"
The Road To Here
","
Little Big Town
",110,51,51
"
Brand New Girlfriend
","
Steve Holy
",103,19,7
"
One - X
","
Three Days Grace
",111,5,15
"
Wolfmother
","
Wolfmother
",139,22,21
"
In My Mind
","
Pharrell Williams
",92,3,9
"
Sacrament
","
Lamb Of God
",90,8,5
"
King
","
T.I.
",100,1,26
"
Empire
","
Kasabian
",-,-,-
"
Ben Kweller
","
Ben Kweller
",-,-,-
"
Broken Boy Soldiers
","
The Raconteurs
",106,7,19
"
Grey's Anatomy
","
Soundtrack
",137,117,8
"
Greatest Hits 2
","
Toby Keith
",112,3,98
"
I Am Not Afraid Of You And I Will Beat Your Ass
","
Yo La Tengo
",66,66,2
"
Amore
","
Andrea Bocelli
",117,3,34
"
Redeemer
","
Norma Jean
",38,38,2
"
Hillbilly Deluxe
","
Brooks & Dunn
",119,3,56
"
Monkey Business
","
The Black Eyed Peas
",120,2,68
"
Flyleaf
","
Flyleaf
",115,60,31
"
Oh No
","
OK Go
",85,69,6
"
Good Monsters
","
Jars Of Clay
",107,58,3
"
Twice The Speed Of Life
","
Sugarland
",135,16,88
"
These Four Walls
","
Shawn Colvin
",109,109,2
"
Modern Day Drifter
","
Dierks Bentley
",132,6,72
"
More Crazy Hits
","
Crazy Frog
",94,40,5
"
The Sound Of Revenge
","
Chamillionaire
",133,10,44
"
NOW 21
","
Various Artists
",131,2,25
"
Year Of The Dog...Again
","
DMX
",121,2,8
"
Falling Away
","
Crossfade
 ",108,30,4
"
Two Lights
","
Five For Fighting
",140,8,8
"
That's How They Do It In Dixie: The Essential Collection
","
Hank Williams Jr.
",125,16,13
"
American V: A Hundred Highways
","
 Johnny Cash
",122,1,12
"
IV
","
Godsmack
",143,1,22
"
Lifesong
","
Casting Crowns
",153,9,56
"
Servants In Heaven, Kings In Hell
","
Jedi Mind Tricks
",-,-,-
"
In Between Dreams
","
Jack Johnson
",134,2,82
"
Curious George (Soundtrack)
","
Jack Johnson
",136,1,33
"
See You On The Other Side
","
Korn
",126,3,42
"
Kelis Was Here
","
Kelis
",104,10,5
"
What's Left Of Me
","
Nick Lachey
",128,2,20
"
The Big Bang
","
Busta Rhymes
",127,1,15
"
Zombies! Aliens! Vampires! Dinosaurs!
","
Hellogoodbye
",123,13,7
"
Breakaway
","
Kelly Clarkson
",138,3,95
"
Second Round's On Me
","
Obie Trice
",118,8,6
"
Black Holes And Revelations
","
Muse
",144,9,11
"
Jason Aldean
","
Jason Aldean
",156,37,61
"
Paris
","
Paris Hilton
",102,6,5
"
The Always Open Mouth
","
Fear Before The March Of Flame
",-,-,-
"
Greatest Hits
","
Creed
",155,15,69
"
My Ghetto Report Card
","
E-40
",151,3,28
"
Have A Nice Day
","
Bon Jovi
",182,2,53
"
Laugh Now, Cry Later
","
Ice Cube
",147,4,16
"
Supremacy
","
Hatebreed
",124,31,4
"
We Don't Need To Whisper
","
Angels & Airwaves
",141,4,18
"
Into The Rush
","
Aly & AJ
",150,36,58
"
Crunk Hits Vol. 2
","
Various Artists
",130,48,5
"
N.O.R.E. Y La Familia... Ya Tu Sabe
","
N.O.R.E.
",82,82,2
"
On My Own
","
Crunchy Black
",-,-,-
"
Magic Potion
","
The Black Keys
",95,95,2
"
Fingerprints
","
Peter Frampton
",129,129,2
"
King Of Kings
","
Don Omar
",165,7,18
"
Ten Thousand Fists
","
Disturbed
",162,1,53
"
Cannonball
","
Pat Green
",145,20,5
"
Every Second Counts
","
Plain White T's
",89,89,2
"
Nothing Left To Lose
","
Mat Kearney
",-,161,2
"
 The Sufferer & The Witness
","
Rise Against
",160,10,12
"
Lights Out
","
Sugarcult
",64,64,2
"
The Underdog / El Subestimado
","
Tego Calderon
",149,43,4
"
Bless The Broken Road - The Duets Album
","
Selah
",171,43,7
"
Curtain Call: The Hits
","
Eminem
",168,1,42
"
Sacred
","
Los Lonely Boys
",158,2,10
"
Comin' To Your City
 ","
Big & Rich
",164,7,38
"
Fireflies
","
Faith Hill
",167,1,60
"
Pa'l Mundo
","
Wisin & Yandel
",194,30,38
"
Masterpiece: Nuestra Obra Maestra
","
RKM & Ken-Y
",191,101,18
"
Coming Up To Breathe
","
MercyMe
",-,13,19
"
Every Waking Moment
","
Citizen Cope
",69,69,2
"
Under The Iron Sea
","
Keane
",159,4,14
"
Forever Diamondz
","
Bratz
",-,-,-
"
Greatest Hits
","
Bone Thugs-N-Harmony
",-,95,69
"
Dusk And Summer
","
Dashboard Confessional
",152,2,13
"
Between The Dreaming And The Coming True
","
Bebo Norman
",-,-,-
"
Up From The Catacombs: The Best Of Jane's Addiction
","
Jane's Addiction
",-,-,-
"
La Historia De Javier Solis
","
Javier Solis
 ",199,189,2
"
Tha Carter II
","
Lil Wayne
",175,2,42
"
The Trinity
","
Sean Paul
",157,7,52
"
God's Project
","
Aventura
",-,133,2
"
Plans
","
Death Cab For Cutie
",181,4,49
"
The Letting Go
","
Bonnie "Prince" Billy
",-,-,-
"
Vittorio
","
Vittorio
",198,195,2
"
...Something To Be
","
Rob Thomas
",-,1,57
"
Undisputed
","
Beenie Man
 ",166,65,4
"
Wherever You Are
","
Third Day
",-,8,36
"
Hero
","
Kirk Franklin
",188,13,51
"
Smackers Presents: Girl Next
","
Various Artists
",163,76,6
