Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",-,52,132
"
Looking 4 Myself
","
Usher
",88,1,19
"
Declaration Of Independence
","
Colt Ford
",122,5,11
"
It'z Just What We Do (EP)
","
Florida Georgia Line
",127,105,5
"
Pluto
","
Future
",103,8,27
"
The Lateness Of The Hour
","
Alex Clare
",101,48,23
"
Live Across America
","
Josh Turner
",69,48,8
"
Doo-Wops & Hooligans
","
Bruno Mars
",146,3,105
"
3 Pears
","
Dwight Yoakam
",104,18,5
"
Connection
","
Papa Roach
",64,17,3
"
Greatest Hits
","
Guns N' Roses
",-,3,255
"
Dustin Lynch
","
Dustin Lynch
",110,13,9
"
Relentless
","
Jason Aldean
",157,4,50
"
El Primer Ministro
","
Gerardo Ortiz
",132,31,4
"
The Rules Of Dada
","
Dada Life
",-,-,-
"
The Parallax II: Future Sequence
","
Between The Buried And Me
",22,22,2
"
Awakened
","
As I Lay Dying
",90,11,4
"
Changed
","
Rascal Flatts
",130,3,29
"
Shields
","
Grizzly Bear
",80,7,5
"
Taylor Swift
","
Taylor Swift
",170,5,263
"
The Fresh Beat Band: More Music from the Hit TV Show : Vol. 2.0
","
Soundtrack
",77,77,2
"
Megalithic Symphony
","
AWOLNATION
",124,87,55
"
Quality Street Music
","
DJ Drama
",78,15,3
"
Mi Vida Sin Ti
 ","
Los Temerarios
",-,-,-
"
Barton Hollow
","
The Civil Wars
",135,10,89
"
Blood
","
In This Moment
",136,15,10
"
Love Is A Four Letter Word
","
Jason Mraz
",102,2,27
"
Country, God Or The Girl
 ","
K'Naan
",-,-,-
"
Hands All Over
","
Maroon 5
",137,2,105
"
Boys & Girls
","
Alabama Shakes
",115,8,29
"
Joy To The World: A Christmas Collection
","
Lincoln Brewster
",-,-,-
"
Nothing But The Beat
","
David Guetta
",86,5,57
"
Gossamer
","
Passion Pit
",106,4,13
"
Lungs
","
Florence + The Machine
",161,14,125
"
Take Care
","
Drake
",126,1,49
"
51 Songs Kids Really Love To Sing
","
Kids Choir
",154,137,3
"
Outlaws Like Me
","
Justin Moore
",163,5,56
"
Red River Blue
","
Blake Shelton
",-,1,66
"
Bangarang (EP)
","
Skrillex
",144,14,43
"
Glad All Over
","
The Wallflowers
",48,48,2
"
Monster Mash And Other Terrifying Tunes
","
Countdown Singers & Orchestra
",145,99,8
"
In Fear And Faith
","
In Fear And Faith
",-,-,-
"
Blue Mountain
","
Brandon Heath
",97,97,2
"
Stronger
","
Kelly Clarkson
",153,2,52
"
Perfectly Imperfect
","
Elle Varner
",140,4,11
"
What Christmas Means
","
Kem
",-,-,-
"
Bad
","
Michael Jackson
",119,1,100
"
It's Christmas Time
","
Elvis Presley
",-,60,20
"
Scary Monsters And Nice Sprites (EP)
","
Skrillex
",151,49,72
"
NOW That's What I Call Country: Volume 5
","
Various Artists
",197,13,19
"
Fanatic
","
Heart
",82,24,3
"
Pink Friday: Roman Reloaded
","
Nicki Minaj
",143,1,29
"
The Piano Guys
","
The Piano Guys
",100,44,3
"
Pines
","
A Fine Frenzy
 ",62,62,2
"
The Dark Side Of The Moon
","
Pink Floyd
",-,1,817
"
Blunderbuss
","
Jack White
",148,1,26
"
Songs
","
Placido Domingo
",-,-,-
"
The Legend Of Johnny Cash
 ","
Johnny Cash
",-,5,88
"
10,000 Reasons
","
Matt Redman
",160,66,17
"
Life Is Good
","
Nas
",131,1,14
"
Until The Quiet Comes
","
Flying Lotus
",105,34,3
"
Clockwork Angels
","
Rush
",167,2,19
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",159,18,245
"
Talk That Talk
","
 Rihanna
",158,3,48
"
The Foundation
","
Zac Brown Band
",177,9,204
"
Radio Exitos: El Disco del Ano 2012
","
Various Artists
",-,-,-
"
Hillbilly Jedi
","
Big & Rich
",139,25,5
"
The Strange Case Of...
","
Halestorm
",172,15,23
"
Brothers
","
The Black Keys
",165,3,126
"
The Georgia Bootleg Box
","
Gov't Mule
",-,-,-
"
Lights
","
Ellie Goulding
",142,21,37
"
R&B Divas (Soundtrack)
","
Faith Evans
",121,46,3
"
Home For Christmas
","
Celtic Woman
",112,112,2
"
The Best Of Simon & Garfunkel
","
Simon & Garfunkel
",-,129,5
"
Bethel Live: For The Sake Of The World
","
Bethel Music
",117,51,3
"
Four The Record
","
Miranda Lambert
",-,3,49
"
Thriller
","
Michael Jackson
 ",175,1,170
"
American Capitalist
","
Five Finger Death Punch
",184,3,54
"
Recovery
","
Eminem
",196,1,122
"
Write Me Back
","
R. Kelly
",187,5,17
"
Barefoot Blue Jean Night
","
Jake Owen
",-,6,56
"
Fifty Shades Of Grey: The Classical Album
","
Various Artists
",166,22,6
"
Lindsey Stirling
","
Lindsey Stirling
",111,81,5
"
Own The Night
","
Lady Antebellum
",178,1,58
"
Making Mirrors
","
Gotye
",171,6,42
"
You Get What You Give
 ","
Zac Brown Band
",-,1,107
"
NOW 42
","
Various Artists
",123,3,25
"
Free The Music
","
Jerrod Niemann
",128,62,3
"
66 Must-Have Sensual Classics
","
Various Artists
",-,-,-
"
God's Not Dead
","
newsboys
",-,45,31
"
Greatest Hits
","
Neil Young
",-,27,23
"
Hundred More Years
","
Francesca Battistelli
",141,16,17
"
Experience Hendrix: The Best Of Jimi Hendrix
","
Jimi Hendrix
",-,133,41
"
Tuskegee
","
Lionel Richie
",-,1,29
"
La Musica No Se Toca
","
Alejandro Sanz
",134,26,4
"
Mothership
","
Led Zeppelin
",-,7,139
"
16 Biggest Hits
","
Johnny Cash
",-,133,3
"
Greatest Hits
","
Bruce Springsteen
",-,1,36
"
Lightning
","
Matt And Kim
",149,50,3
