Song, Artist, Last Week, Peak Position, Weeks on Chart
"Concrete And Gold","Foo Fighters",-,1,1
"
Luv Is Rage 2
","
Lil Uzi Vert
",4,1,4
"
Life Changes
","
Thomas Rhett
",1,1,2
"
DAMN.
","
Kendrick Lamar
",8,1,23
"
17
","
XXXTENTACION
",6,2,4
"
American Teen
","
Khalid
",9,4,29
"
Love Yourself: Her
","
BTS
",-,-,-
"
 Evolve
","
Imagine Dragons
",13,2,13
"
Did It For The Party
","
Big & Rich
",-,-,-
"
Stoney
","
Post Malone
",17,6,41
"
÷ (Divide)
","
Ed Sheeran
",16,1,29
"
Everybody
 ","
Logic
",12,1,20
"
Project Baby Two
","
Kodak Black
",14,2,5
"
Ctrl
","
SZA
",15,3,15
"
The Stories We Tell Ourselves
","
Nothing More
",-,-,-
"
Prophets Of Rage
","
Prophets Of Rage
",-,-,-
"
More Life
","
Drake
",19,1,27
"
Issa Album
 ","
21 Savage
",18,2,11
"
Moana
","
Soundtrack
",22,2,44
"
Culture
","
Migos
",24,1,34
"
Starboy
","
The Weeknd
",25,1,43
"
24K Magic
","
Bruno Mars
",23,2,44
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",27,3,104
"
Grateful
","
DJ Khaled
",21,1,13
"
Pretty Girls Like Trap Music
","
2 Chainz
",28,2,14
"
Hardwired...To Self-Destruct
","
Metallica
",109,1,41
"
Rainbow
","
Kesha
",26,1,6
"
Funk Wav Bounces Vol. 1
","
Calvin Harris
",31,2,12
"
Future Friends
","
Superfruit
",-,-,-
"
Birds In The Trap Sing McKnight
","
Travis Scott
",34,1,55
"
Southern Blood
","
Gregg Allman
",11,11,2
"
Current Mood
","
Dustin Lynch
",7,7,2
"
This One's For You
","
Luke Combs
",35,5,16
"
Views
","
Drake
",37,1,73
"
Wins And Losses
 ","
Meek Mill
",32,3,9
"
hopeless fountain kingdom
","
Halsey
",42,1,16
"
Jungle Rules
","
French Montana
",36,3,10
"
Illuminate
","
Shawn Mendes
",33,1,52
"
Cozy Tapes, Vol. 2: Too Cozy
","
A$AP Mob
",29,6,4
"
Woodstock
","
Portugal. The Man
",41,32,14
"
Traveller
","
Chris Stapleton
",44,1,106
"
There's Really A Wolf
","
Russ
",47,7,20
"
Kane Brown
","
Kane Brown
",30,10,42
"
Sleep Well Beast
","
The National
",2,2,2
"
Playboi Carti
","
Playboi Carti
",45,12,23
"
Trolls
","
Soundtrack
",43,3,52
"
Melodrama
","
Lorde
",107,1,14
"
Curtain Call: The Hits
","
Eminem
",46,1,359
"
Perfect Timing
","
NAV And Metro Boomin
",49,13,9
"
FUTURE
","
Future
",53,1,31
"
A Moment Apart
","
ODESZA
",3,3,2
"
4:44
","
JAY-Z
",50,1,11
"
Memories...Do Not Open
","
The Chainsmokers
",51,1,24
"
Odisea
","
Ozuna
",55,22,4
"
digital druglord
 ","
blackbear
",52,14,22
"
AI YoungBoy
","
YoungBoy Never Broke Again
",54,24,7
"
Witness
","
Katy Perry
",158,1,15
"
Coloring Book
","
Chance The Rapper
",60,8,71
"
Brett Young
","
Brett Young
",67,18,32
"
In The Lonely Hour
","
Sam Smith
",40,2,171
"
Painting Pictures
","
Kodak Black
",62,3,25
"
Still Striving
","
A$AP Ferg
",59,12,5
"
1989
","
Taylor Swift
",57,1,145
"
Montevallo
","
Sam Hunt
",70,3,152
"
Guardians Of The Galaxy, Vol. 2: Awesome Mix Vol. 2
","
Soundtrack
",48,4,22
"
x
","
Ed Sheeran
",66,1,170
"
Dua Lipa
","
Dua Lipa
",68,67,12
"
ANTI
","
Rihanna
",64,1,87
"
Flower Boy
","
Tyler, The Creator
",58,2,9
"
California Sunrise
","
Jon Pardi
",73,11,64
"
Lemonade
","
Beyonce
",-,1,69
"
Take Care
","
Drake
",72,1,238
"
Blurryface
","
twenty one pilots
",69,1,123
"
From A Room: Volume 1
","
Chris Stapleton
",88,2,20
"
Night Visions
 ","
Imagine Dragons
",106,2,260
"
Dig Your Roots
","
Florida Georgia Line
",74,2,56
"
Greatest Hits
","
2Pac
",61,3,209
"
 Beauty Behind The Madness
","
The Weeknd
",77,1,108
"
Harry Styles
","
Harry Styles
",96,1,19
"
True To Self
","
Bryson Tiller
",75,1,17
"
Descendants 2
","
Soundtrack
",65,6,9
"
BEAUTIFUL THUGGER GIRLS
","
Young Thug
",78,8,14
"
Back From The Edge
","
James Arthur
",110,39,46
"
I Decided.
 ","
Big Sean
",84,1,33
"
good kid, m.A.A.d city
","
Kendrick Lamar
",86,2,256
"
Greatest Hits I II & III: The Platinum Collection
","
Queen
",79,48,92
"
2014 Forest Hills Drive
","
J. Cole
",89,1,146
"
T R A P S O U L
","
Bryson Tiller
",91,8,104
"
HNDRXX
","
Future
",92,1,30
"
Happy Endings
","
Old Dominion
",63,7,4
"
The Fate Of The Furious: The Album
","
Soundtrack
",101,10,23
"
FREE 6LACK
","
6LACK
",94,34,40
"
Tangled Up
","
Thomas Rhett
",83,6,104
"
Freudian
","
Daniel Caesar
",71,25,4
"
"Awaken, My Love!"
","
Childish Gambino
",81,5,42
"
Ripcord
","
Keith Urban
",97,4,72
"
 Greatest Hits
","
Red Hot Chili Peppers
",199,18,147
"
NOW 63
","
Various Artists
",87,5,7
"
Villains
","
Queens Of The Stone Age
",76,3,4
"
By Any Means 2
","
Kevin Gates
",-,-,-
"
4 Your Eyez Only
","
J. Cole
",98,1,41
"
The Aviary
","
Galantis
",-,-,-
"
25
","
Adele
",105,1,96
"
The Life Of Pablo
","
Kanye West
",103,1,76
"
A Deeper Understanding
","
The War On Drugs
",93,10,4
"
All The Light Above It Too
","
Jack Johnson
",5,5,2
"
A Love Letter To You
","
Trippie Redd
",123,107,5
"
Slowheart
","
Kip Moore
",10,10,2
"
Sing
","
Soundtrack
",102,8,40
"
One More Light
","
Linkin Park
",132,1,17
"
American Dream
","
LCD Soundsystem
",56,1,3
"
Nevermind
","
Nirvana
",-,1,378
"
Federal 3X
","
Moneybagg Yo
",99,5,6
"
The Laughing Apple
","
Yusuf
",-,-,-
"
Nothing Was The Same
","
Drake
",119,1,205
"
Cleopatra
","
The Lumineers
",148,1,76
"
Revenge
","
XXXTENTACION
",114,44,19
"
Death Of A Bachelor
","
Panic! At The Disco
",121,1,88
"
Lil Uzi Vert Vs. The World
","
Lil Uzi Vert
",116,37,69
"
If You're Reading This It's Too Late
","
Drake
",124,1,137
"
Lust For Life
","
Lana Del Rey
",95,1,9
"
Greatest Hits
","
The Notorious B.I.G.
",117,1,99
"
My Moment
","
Tee Grizzley
 ",115,44,24
"
Their Greatest Hits: Volumes 1 & 2
","
Eagles
",126,86,6
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",113,5,488
"
Feel The Real
","
Musiq Soulchild
",-,-,-
"
Hitchhiker
","
Neil Young
",20,20,2
"
Give More Love
","
Ringo Starr
",-,-,-
"
At What Cost
","
GoldLink
",127,127,10
"
Purpose
","
Justin Bieber
",131,1,97
"
Blonde
","
Frank Ocean
",122,1,57
"
NAV
","
NAV
",128,24,30
"
Dangerous Woman
","
Ariana Grande
",129,2,70
"
The Essential Michael Jackson
","
Michael Jackson
",130,46,210
"
Clairvoyant
","
The Contortionist
",-,-,-
"
Journey's Greatest Hits
","
Journey
",138,10,479
"
Guardians Of The Galaxy: Awesome Mix Vol. 1
","
Soundtrack
",120,1,113
"
DS2
","
Future
",139,1,114
"
Greatest Hits So Far...
","
 Zac Brown Band
",149,20,137
"
Badlands
","
Halsey
",137,2,108
"
Doo-Wops & Hooligans
","
Bruno Mars
",144,3,342
"
Suicide Squad: The Album
","
Soundtrack
",133,1,59
"
10
","
Ricky Dillard & New G
",-,-,-
"
Greatest Hits
","
Guns N' Roses
",136,3,415
"
Hero
","
Maren Morris
",163,5,68
"
Collage (EP)
","
The Chainsmokers
",141,6,46
"
The Singles
","
The Doors
",-,-,-
"
Islah
","
Kevin Gates
",140,2,86
"
[Hybrid Theory]
","
Linkin Park
",155,2,179
"
Sremmlife 2
","
Rae Sremmurd
",134,4,58
"
Metallica
","
Metallica
",145,1,449
"
Savage Mode
","
21 Savage & Metro Boomin
",150,23,62
"
Under Pressure
","
Logic
",135,4,67
"
Savage: Songs From A Broken World
","
Gary Numan
",-,-,-
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",147,22,333
"
Born To Die
","
Lana Del Rey
",191,2,294
"
Kaleidoscope EP
","
Coldplay
",146,15,10
"
8
","
Incubus
",-,4,5
"
I Could Not Plan This
","
Witt Lowry
",-,-,-
"
Kill The Lights
","
Luke Bryan
",151,1,111
"
GTTM: Goin Thru The Motions
","
PnB Rock
",152,28,36
"
Fifth Harmony
","
Fifth Harmony
",100,4,4
"
Smoke + Mirrors
","
Imagine Dragons
",200,1,85
"
Greatest Hits 1970-2002
","
Elton John
