Song, Artist, Last Week, Peak Position, Weeks on Chart
"Beyonce","Beyonce",-,1,2
"
Blame It All On My Roots: Five Decades Of Influences
","
Garth Brooks
",2,1,4
"
Midnight Memories
","
One Direction
",5,1,4
"
Duck The Halls: A Robertson Family Christmas
","
The Robertsons
",6,3,8
"
Wrapped In Red
","
Kelly Clarkson
",3,3,8
"
The Marshall Mathers LP 2
 ","
Eminem
",8,1,7
"
PRISM
","
Katy Perry
",9,1,9
"
Frozen
","
Soundtrack
",10,8,4
"
Christmas
","
Michael Buble
",13,1,28
"
Crash My Party
","
Luke Bryan
",14,1,19
"
Pure Heroine
","
Lorde
",16,3,12
"
NOW 48
","
Various Artists
",12,3,6
"
A Mary Christmas
","
Mary J. Blige
",11,10,10
"
Here's To The Good Times
","
Florida Georgia Line
",15,4,55
"
Black Panties
","
R. Kelly
",4,4,2
"
Night Visions
","
Imagine Dragons
",19,2,68
"
Bangerz
","
Miley Cyrus
",20,1,11
"
ARTPOP
","
Lady Gaga
",18,1,6
"
The 20/20 Experience (2 Of 2)
","
Justin Timberlake
",27,1,12
"
Nothing Was The Same
","
Drake
",24,1,13
"
Home For Christmas
","
Susan Boyle
",17,17,8
"
 Underground Luxury
","
B.o.B
",-,-,-
"
Native
","
OneRepublic
",50,4,39
"
PTXmas (EP)
","
Pentatonix
",26,7,6
"
Because The Internet
","
Childish Gambino
",7,7,2
"
Loved Me Back To Life
","
Celine Dion
",38,2,7
"
Britney Jean
","
Britney Spears
",22,4,3
"
The Sound Of Music: Music From The NBC Television Event
","
Soundtrack
",23,17,3
"
WOW Hits 2014
","
Various Artists
",31,25,13
"
Based On A True Story ...
","
Blake Shelton
",32,3,39
"
Unorthodox Jukebox
","
Bruno Mars
",52,1,54
"
A Family Christmas
","
The Piano Guys
",21,20,9
"
Christmas Symphony II
","
Mannheim Steamroller With Members Of The Czech Philharmonic Orchestra
",29,26,10
"
 A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",30,23,35
"
Noel
","
Josh Groban
",33,1,51
"
Red
","
Taylor Swift
",37,1,61
"
The Hunger Games: Catching Fire
 ","
Soundtrack
",36,5,5
"
Golden
","
Lady Antebellum
",55,1,33
"
Buon Natale: The Christmas Album
","
Il Volo
",44,39,9
"
 Lightning Bolt
","
Pearl Jam
",60,1,10
"
It's Christmas Time
","
Elvis Presley
",41,41,36
"
Cheers, It's Christmas
","
Blake Shelton
",35,8,20
"
Baptized
","
Daughtry
",54,6,5
"
Somewhere Somehow
","
WE the Kings
",-,-,-
"
Danielle Bradbery
","
Danielle Bradbery
",42,19,4
"
To Be Loved
","
Michael Buble
",79,1,35
"
See You Tonight
","
Scotty McCreery
",67,6,10
"
Yours Truly
","
Ariana Grande
",62,1,16
"
The 20/20 Experience
","
Justin Timberlake
",94,1,40
"
The Heist
","
Macklemore & Ryan Lewis
",66,2,63
"
Nashville: Season 2: Volume 1
","
Soundtrack
",34,34,2
"
Reflektor
","
Arcade Fire
",59,1,8
"
The Wrong Side Of Heaven...Volume 2
","
Five Finger Death Punch
",57,2,5
"
How Great Is Our God: The Essential Collection
","
Chris Tomlin
",61,40,39
"
On Air: Live At The BBC Volume 2
","
The Beatles
",64,7,6
