Song, Artist, Last Week, Peak Position, Weeks on Chart
"Frozen","Soundtrack",-,1,21
"
Testimony
","
August Alsina
",-,-,-
"
Rivers In The Wasteland
","
NEEDTOBREATHE
",-,-,-
"
Talk Dirty
 ","
Jason Derulo
",-,-,-
"
Lights Out
","
Ingrid Michaelson
",-,-,-
"
Crash My Party
","
Luke Bryan
",8,1,36
"
G I R L
","
Pharrell Williams
",2,2,7
"
Pure Heroine
","
Lorde
",12,3,29
"
She Looks So Perfect (EP)
","
5 Seconds Of Summer
",3,2,3
"
NOW 49
","
Various Artists
",13,1,11
"
Shakira.
","
Shakira
",9,2,4
"
Love In The Future
","
John Legend
",16,4,33
"
 PRISM
","
Katy Perry
",24,1,26
"
Here's To The Good Times
","
Florida Georgia Line
",10,4,72
"
The Outsiders
","
Eric Church
",14,1,10
"
The Marshall Mathers LP 2
","
Eminem
",20,1,24
"
Disney Karaoke Series: Frozen (EP)
","
Various Artists
",-,-,-
"
Illmatic
","
Nas
",-,12,20
"
Time Travelers & Bonfires
","
Sevendust
",-,-,-
"
Kidz Bop 25
","
Kidz Bop Kids
",42,3,14
"
Welcome To The New
","
MercyMe
",4,4,2
"
Savages
","
Breathe Carolina
",-,-,-
"
Out Among The Stars
","
Johnny Cash
",11,3,4
"
Night Visions
","
Imagine Dragons
",17,2,85
"
Disney Junior: DJ Shuffle
","
Various Artists
",49,25,5
"
Native
","
OneRepublic
",69,4,56
"
My Krazy Life
","
YG
",18,2,5
"
Comin Home (EP)
","
Jessie James Decker
",-,-,-
"
Beyonce
","
Beyonce
",21,1,19
"
Morning Phase
","
Beck
",26,3,8
"
Mastermind
","
Rick Ross
",19,1,7
"
Do To The Beast
","
The Afghan Whigs
",-,-,-
"
AM
","
Arctic Monkeys
",29,6,32
"
Divergent
","
Soundtrack
",45,16,6
"
Bangerz
","
Miley Cyrus
",37,1,28
"
Bad Blood
","
Bastille
",27,11,33
"
Help
","
Erica Campbell
",22,6,4
"
Midnight Memories
","
One Direction
",55,1,21
"
Thrive
","
Casting Crowns
",30,6,12
"
Unorthodox Jukebox
","
Bruno Mars
",31,1,71
"
Head Or Heart
","
Christina Perri
",23,4,3
"
La Gargola
","
Chevelle
",15,3,3
"
2014 Grammy Nominees
","
Various Artists
",61,2,13
"
Born To Die
","
Lana Del Rey
",70,2,116
"
The 20/20 Experience (2 Of 2)
","
Justin Timberlake
",52,1,29
"
Catacombs Of The Black Vatican
","
Black Label Society
",5,5,2
"
Everlasting
","
Martina McBride
",7,7,2
"
Recess
","
Skrillex
",41,4,5
"
Where It All Began
","
Dan + Shay
",25,6,3
"
Oxymoron
","
ScHoolboy Q
",38,1,8
"
God's Not Dead
","
newsboys
",51,45,58
"
Arrivederci Italy
","
Various Artists
",-,-,-
"
Sail Out (EP)
","
Jhene Aiko
",46,8,22
"
State Of Mind (EP)
","
Dizzy Wright
",-,-,-
"
Because The Internet
","
Childish Gambino
",135,7,19
"
Based On A True Story ...
","
Blake Shelton
",35,3,56
"
Eternal Enemies
","
Emmure
",-,-,-
"
The Legend Of Johnny Cash
","
Johnny Cash
",66,5,162
"
The Both
","
The Both
",-,-,-
"
Lift Your Spirit
","
Aloe Blacc
",40,4,6
"
NOW 48
","
Various Artists
",65,3,23
"
Journey's Greatest Hits
","
Journey
",44,10,301
"
Vessel
","
twenty one pilots
",187,58,7
"
Cole Swindell
","
Cole Swindell
",56,3,9
"
Nothing Was The Same
","
Drake
",47,1,30
"
Supermodel
","
Foster The People
",59,3,5
"
SoMo
","
SoMo
",6,6,2
"
Formula: Vol. 2
","
Romeo Santos
",53,5,8
"
Official 2014 ACM Awards ZinePak
","
Various Artists
",36,28,5
"
Homemade Tamales: Live At Floore's
","
Randy Rogers Band
",-,-,-
"
Same Trailer Different Park
","
Kacey Musgraves
",34,2,50
"
 Duets
","
Linda Ronstadt
",32,32,2
"
NOW That's What I Call Disney 2
","
Various Artists
",197,27,9
"
Majestic
","
Kari Jobe
",62,12,4
"
Hymns
","
Michael W. Smith
",33,25,4
"
Riser
","
Dierks Bentley
",63,6,8
"
A Dotted Line
","
Nickel Creek
",28,7,3
"
Slow Me Down
","
Sara Evans
",74,9,6
"
High Noon
","
Jerrod Niemann
",68,18,4
"
WOW Hits 2014
","
Various Artists
",81,25,30
"
True
","
Avicii
",73,5,31
"
ARTPOP
","
Lady Gaga
",183,1,23
"
+
","
Ed Sheeran
",105,5,89
"
Heartbeat
","
Da' T.R.U.T.H.
",-,-,-
"
Night Train
","
Jason Aldean
",64,1,79
"
Pitch Perfect
","
Soundtrack
",101,3,78
"
Doo-Wops & Hooligans
","
Bruno Mars
",85,3,182
"
Hail To The King
","
Avenged Sevenfold
",88,1,34
"
WOW Gospel 2014
","
Various Artists
",75,26,11
"
Halcyon
","
Ellie Goulding
",102,9,69
"
21
","
Adele
",84,1,165
"
Disney Channel: Play It Loud
","
Various Artists
",-,92,5
"
good kid, m.A.A.d city
","
Kendrick Lamar
",91,2,78
"
Love, Marriage & Divorce
","
Toni Braxton & Babyface
",71,4,11
"
Going To Hell
","
The Pretty Reckless
",72,5,5
"
Paramore
","
Paramore
",124,1,49
"
All The People Said Amen
","
Matt Maher
",90,88,7
"
[Hybrid Theory]
","
Linkin Park
",78,2,133
"
Rise Of An Empire
","
Young Money
",80,7,6
"
Lindsey Stirling
","
Lindsey Stirling
",92,23,73
"
All The Little Lights
","
Passenger
",110,26,38
"
 PTSD: Post Traumatic Stress Disorder
","
Pharoahe Monch
",-,-,-
"
The Eminem Show
","
Eminem
",93,1,161
"
Spring Break 6 ...Like We Ain't Ever (EP)
","
Luke Bryan
",86,2,6
"
Sex And Love
","
Enrique Iglesias
",77,8,5
"
The Wrong Side Of Heaven...Volume 2
","
Five Finger Death Punch
",100,2,22
"
The Truth About Love
","
P!nk
",112,1,83
"
The Truth
","
Ledisi
",96,14,6
"
WOW Worship (Lime)
","
Various Artists
",109,76,6
"
Put Your Needle Down
","
The Secret Sisters
",-,-,-
"
Homo Erraticus
","
Ian Anderson
",-,-,-
"
Demolicious
","
Green Day
",-,-,-
"
The Heist
","
Macklemore & Ryan Lewis
",106,2,80
"
Greatest Hits: The Ultimate Collection
","
Bon Jovi
",-,5,60
"
Restart
","
newsboys
",189,38,19
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",117,18,309
"
Days Are Gone
","
HAIM
",163,6,27
"
Love Is Everything
","
George Strait
",58,2,39
"
All The Right Reasons
","
Nickelback
",121,1,188
"
 Ronnie James Dio: This Is Your Life
","
Various Artists
",50,20,3
"
High Hopes
","
Bruce Springsteen
",98,1,13
"
Chief
","
Eric Church
",157,1,131
"
Live At Monterey
","
The Jimi Hendrix Experience
",-,123,2
