Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Play
 ","
Moby
",54,45,80
"
Parachutes
","
Coldplay
",57,57,10
"
J.E. Heartbreak
","
Jagged Edge
",58,8,57
"
Crush
","
Bon Jovi
",70,9,36
"
Brand New Day
","
Sting
",78,9,73
"
The Marshall Mathers LP
","
Eminem
",59,1,39
"
Awake
","
Godsmack
",62,5,16
"
Street Money
","
Iconz
",-,-,-
"
One More Day
","
Diamond Rio
",36,36,2
"
The Writing's On The Wall
","
Destiny's Child
",63,5,82
"
What Women Want
","
Soundtrack
",83,30,10
"
Pure Moods III
","
Various Artists
",66,66,2
"
In Blue
","
The Corrs
",71,21,23
"
Greatest Hits
","
Kenny Chesney
",72,13,21
"
Whoa, Nelly!
","
Nelly Furtado
",74,65,8
"
Chicago '85... The Movie
","
Dave Hollister
",61,49,13
"
Cha-Cha Slide
","
Mr. C The Slide Man
",68,64,8
"
The Understanding
","
Memphis Bleek
",65,16,11
"
A Nu Day
","
Tamia
",69,46,17
"
Firestarr
","
Fredro Starr
",-,-,-
"
Nas & Ill Will Records Presents Queensbridge The Album
","
QB Finest
",91,68,9
"
How Do You Like Me Now?!
","
Toby Keith
",82,78,59
"
Make Yourself
","
Incubus
",76,47,64
"
WOW Gospel 2001
","
Various Artists
",75,75,2
"
Down To Earth
","
Soundtrack
",-,-,-
"
The Sickness
","
Disturbed
",86,29,43
"
Lights Out
","
Lil Wayne
",67,16,9
"
The Source -- Hip-Hop Hits Vol. 4
","
Various Artists
",77,43,10
"
Conspiracy Of One
","
The Offspring
",84,9,14
"
Funkmaster Flex: 60 Minutes Of Funk, Volume IV: The Mixtape
","
Funkmaster Flex
",80,26,11
"
Ghetto Postage
","
Master P
",79,26,12
"
Planet Pop
","
ATC
",73,73,2
"
Christina Aguilera
","
Christina Aguilera
",90,1,78
"
Charlie's Angels
","
 Soundtrack
",87,7,17
"
Oz
","
Soundtrack
",81,42,6
"
Sweet November
","
Soundtrack
",185,92,2
"
Renegades
","
Rage Against The Machine
",88,14,11
"
WOW-2001: The Year's 30 Top Christian Artists And Hits
","
Various Artists
",95,36,16
"
Burn
","
Jo Dee Messina
",108,19,29
"
Crouching Tiger, Hidden Dragon
","
Soundtrack
",106,96,6
"
One Voice
","
Billy Gilman
",94,22,35
"
Fear Of Flying
","
Mya
",96,15,43
"
Dr. Dre -- 2001
","
Dr. Dre
",99,2,66
"
Totally Hits 3
","
Various Artists
",98,25,14
"
Revelation
","
98 Degrees
",109,2,21
"
My Name Is Joe
","
Joe
",101,2,44
"
Double Wide
","
Uncle Kracker
",127,103,7
"
The W
","
Wu-Tang Clan
",93,5,13
"
Infest
","
Papa Roach
",103,5,43
"
When It All Goes South
","
Alabama
",100,37,5
"
Didn't See Me Coming
","
Keith Sweat
",97,16,14
"
Don't_Hold_Back
","
Public Announcement
",89,89,2
"
Radio Disney Jams Vol. 3
","
Various Artists
",-,-,-
"
Little Sparrow
","
Dolly Parton
",107,97,4
"
Shyne
","
Shyne
",105,5,18
"
Live In London And More...
","
Donnie McClurkin
",117,108,20
"
Emotional
","
Carl Thomas
",104,9,44
"
The Whole Shebang
","
SHeDAISY
",115,70,93
"
Significant Other
","
Limp Bizkit
",111,1,87
"
One Night Only -- The Greatest Hits
","
Elton John
",123,65,13
"
Greatest Hits Vol. II
","
Gloria Estefan
",92,92,2
"
This Is The Moment
","
Donny Osmond
",64,64,2
"
Mountain High...Valley Low
","
Yolanda Adams
",102,24,50
"
Californication
","
Red Hot Chili Peppers
",122,3,89
"
I Do Believe
","
Gaither Vocal Band
",-,-,-
"
Now 4
","
Various Artists
",113,1,31
"
The Best Of Ken Burns Jazz
","
Various Artists
",120,99,6
"
Stephen Malkmus
","
Stephen Malkmus
",-,-,-
"
Shiver
","
Jamie O'Neal
",131,125,8
"
Riding With The King
","
B.B. King & Eric Clapton
",128,3,36
"
Down The Road I Go
","
Travis Tritt
",140,51,19
"
N.Y.C. Underground Party Volume 3
","
Louie DeVito
",112,93,13
"
Hannibal
","
Soundtrack
",-,-,-
"
Timeless: Live In Concert
","
Barbra Streisand
",-,21,16
"
Mer De Noms
","
A Perfect Circle
",124,4,39
"
Marc Anthony
","
Marc Anthony
",141,8,73
"
Supernatural
","
Santana
",133,1,88
"
Everything You Want
","
Vertical Horizon
",137,40,59
"
All The Way...A Decade Of Song
","
Celine Dion
",132,1,66
"
When Somebody Loves You
","
Alan Jackson
",130,15,15
"
Maroon
","
Barenaked Ladies
",153,5,23
"
Relationship Of Command
","
At The Drive-In
",125,116,9
"
Warning:
","
Green Day
",135,4,20
"
Kid A
","
Radiohead
",146,1,20
"
My Thoughts
","
Avant
",116,45,41
"
If I Could Tell You
","
Yanni
",150,20,20
"
Lonely Grill
","
Lonestar
",159,28,90
"
7
","
S Club 7
",160,94,14
"
Lyricist Lounge Vol. 2
","
Various Artists
",114,33,12
"
Space Age 4 Eva
","
8Ball & MJG
",118,39,13
"
...And Then There Was X
","
DMX
",138,1,61
"
Checkmate
","
B.G.
",119,21,13
"
What A Time!
","
Bill & Gloria Gaither And Their Homecoming Friends
",-,-,-
"
Born To Fly
","
Sara Evans
",151,62,19
"
Pure Jazz
","
Various Artists
",129,68,6
"
Reflection Eternal
","
Talib Kweli & Hi-Tek
",134,17,15
"
The Heat
","
Toni Braxton
",145,2,43
"
Verdi
","
Andrea Bocelli
",183,23,23
"
Songs From An American Movie Vol. One: Learning How To Smile
","
Everclear
",149,9,32
"
Paulina
","
Paulina Rubio
",163,156,3
"
Keith Urban
","
Keith Urban
",167,157,13
"
The Mark, Tom, And Travis Show (The Enema Strikes Back!)
","
Blink-182
",147,8,15
"
La Luna
","
Sarah Brightman
",176,17,25
"
WoW Worship: Today's 30 Most Powerful Worship Songs
","
Various Artists
",154,70,79
"
Thankful
","
Mary Mary
",143,59,38
"
The Reunion
","
Capone -N- Noreaga
",136,31,13
"
Despreciado
","
Lupillo Rivera
",-,-,-
"
Young World: The Future
","
Lil' Zane
",156,25,15
"
On How Life Is
","
Macy Gray
",174,4,82
"
Baller Blockin
 ","
Cash Money Millionaires
",139,13,23
"
L.D. 50
","
Mudvayne
",181,113,5
"
Gladiator
","
Soundtrack
",178,66,19
"
Malcom In The Middle
","
Soundtrack
",148,148,2
"
The History Of Rock
","
Kid Rock
",158,2,38
"
H-N-I-C
","
Prodigy
",155,18,14
"
New Millennium Love Songs
","
Various Artists
",200,170,3
"
Valentine
","
Soundtrack
",121,101,3
"
Return Of Saturn
","
No Doubt
",161,2,45
"
Ken Burns Jazz - The Story of America's Music
","
Various Artists
",142,113,6
"
Rascal Flatts
","
Rascal Flatts
",175,122,20
"
The Ecleftic: 2 Sides II A Book
","
Wyclef Jean
",152,9,26
"
Bridging The Gap
","
Charlie Wilson
",165,165,4
"
Millennium
","
Backstreet Boys
",171,1,92
"
The Notorious KIM
","
Lil' Kim
",157,4,34
"
Salival
","
Tool
",164,38,10
"
Rugrats In Paris: The Movie
","
Soundtrack
",169,48,15
"
Sooner Or Later
","
BBMak
",172,38,40
"
No One Does It Better
","
SoulDecision
",168,103,25
"
White Pony
","
Deftones
",180,3,35
"
Intermission: The Greatest Hits
","
dc Talk
",182,81,13
"
The Collector's Series Volume One
","
Celine Dion
",187,28,17
"
Smoke Rings In The Dark
","
Gary Allan
",194,84,24
"
Mirror Mirror
","
Kelly Price
",170,5,30
"
You Had It Comming
","
Jeff Beck
",110,110,2
"
The Last Of A Dying Breed
","
Scarface
",166,7,18
"
Steady Pull
","
Jonatha Brooke
",-,-,-
"
Tantric
","
Tantric
",-,-,-
"
The Essential Bob Dylan
","
Bob Dylan
",179,67,16
"
Snatch
","
Soundtrack
",173,143,4
"
What A Wonderful World
","
Anne Murray
",162,38,34
"
You're The One
","
Paul Simon
",-,19,18
"
Been A Long Time
","
Double Trouble
",126,126,2
"
Chocolat
","
Soundtrack
",-,-,-
"
The Abba Generation
","
A*Teens
",193,71,40
