Song, Artist, Last Week, Peak Position, Weeks on Chart
"Black Panther: The Album, Music From And Inspired By","Soundtrack",-,1,2
"
Culture II
","
Migos
",4,1,4
"
The Greatest Showman
","
Soundtrack
",3,1,11
"
Victory Lap
","
Nipsey Hussle
",-,-,-
"
By The Way, I Forgive You
","
Brandi Carlile
",-,-,-
"
Man Of The Woods
","
Justin Timberlake
",2,1,3
"
÷ (Divide)
","
Ed Sheeran
",6,1,51
"
DAMN.
","
Kendrick Lamar
",9,1,45
"
Stoney
","
Post Malone
",8,4,63
"
Fifty Shades Freed
","
Soundtrack
",5,5,2
"
24K Magic
","
Bruno Mars
",7,2,66
"
Camila
","
Camila Cabello
",10,1,6
"
 Evolve
","
Imagine Dragons
",13,2,35
"
American Teen
","
Khalid
",12,4,51
"
Luv Is Rage 2
","
Lil Uzi Vert
",11,1,26
"
2 Heartless
","
Moneybagg Yo
",31,16,2
"
The Beautiful & Damned
","
G-Eazy
",15,3,10
"
Life Of A Dark Rose
","
Lil Skies
",16,10,7
"
Revival
","
Eminem
",19,1,10
"
The Thrill Of It All
","
Sam Smith
",25,1,16
"
Ctrl
","
SZA
",17,3,37
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",20,3,126
"
reputation
","
Taylor Swift
",14,1,15
"
More Life
","
Drake
",23,1,49
"
Heart Break Kodak
","
Kodak Black
",48,25,2
"
Perception
","
NF
",18,1,20
"
Kane Brown
","
Kane Brown
",26,5,64
"
Heartbreak On A Full Moon
","
Chris Brown
",22,3,17
"
Tell Me You Love Me
","
Demi Lovato
",30,3,21
"
Dua Lipa
","
Dua Lipa
",32,27,34
"
Views
","
Drake
",39,1,95
"
Without Warning
","
21 Savage, Offset & Metro Boomin
",34,4,17
"
Traveller
","
Chris Stapleton
",28,1,128
"
Red Pill Blues
","
Maroon 5
",36,2,16
"
17
","
XXXTENTACION
",29,2,26
"
Life Changes
","
Thomas Rhett
",38,1,24
"
 Starboy
","
The Weeknd
",40,1,65
"
From A Room: Volume 1
","
Chris Stapleton
",33,2,42
"
NOW 65
","
Various Artists
",27,10,3
"
Project Baby Two
","
Kodak Black
",21,2,27
"
Moana
","
Soundtrack
",46,2,66
"
Odisea
","
Ozuna
",47,22,26
"
From A Room: Volume 2
","
Chris Stapleton
",24,2,12
"
hopeless fountain kingdom
","
Halsey
",43,1,38
"
All Your Fault, Pt. 2 (EP)
","
Bebe Rexha
",50,45,23
"
Huncho Jack, Jack Huncho
","
Huncho Jack
",41,3,9
"
Beautiful Trauma
","
P!nk
",37,1,19
"
Culture
","
Migos
",49,1,56
"
What Makes You Country
","
Luke Bryan
",45,1,11
"
x
","
Ed Sheeran
",44,1,192
"
Take Care
","
Drake
",52,1,260
"
Quality Control: Control The Streets, Vol. 1
","
Various Artists
",51,5,11
"
This One's For You
","
Luke Combs
",54,5,38
"
Curtain Call: The Hits
","
Eminem
",92,1,381
"
ZOMBIES
","
Soundtrack
",-,-,-
"
The Bigger Artist
","
A Boogie Wit da Hoodie
",55,4,21
"
If There Is Light, It Will Find You
","
Senses Fail
",-,-,-
"
 A Decade Of Destruction
","
Five Finger Death Punch
",63,29,12
"
N****s Get Shot Everyday (EP)
","
Young Dolph
",-,-,-
"
War & Leisure
","
Miguel
",62,9,12
"
Trolls
","
Soundtrack
",57,3,74
"
Birds In The Trap Sing McKnight
","
Travis Scott
",61,1,77
"
Pop Evil
","
Pop Evil
",-,-,-
"
Black Panther: Original Motion Picture Score
","
Soundtrack
",-,-,-
"
Diamonds
","
Elton John
",60,23,15
"
good kid, m.A.A.d city
","
Kendrick Lamar
",65,2,278
"
Still Striving
","
A$AP Ferg
",66,12,27
"
Lil Pump
","
Lil Pump
",64,3,20
"
The Very Best Of Prince
","
Prince
",-,1,65
"
There's Really A Wolf
","
Russ
",67,7,42
"
Beauty Behind The Madness
","
The Weeknd
",83,1,130
"
Night Visions
","
Imagine Dragons
",91,2,282
"
H.E.R.
","
H.E.R.
",75,73,18
"
Issa Album
","
21 Savage
",73,2,33
"
ANTI
","
Rihanna
",87,1,109
"
A Love Letter To You
","
Trippie Redd
",69,64,27
"
Brett Young
","
Brett Young
",68,18,54
"
See You Around
","
I'm With Her
",-,-,-
"
Mr. Davis
","
Gucci Mane
",70,2,19
"
Love Yourself: Her
","
BTS
",114,7,20
"
AI YoungBoy
","
YoungBoy Never Broke Again
",77,24,29
"
Blurryface
","
twenty one pilots
",84,1,145
"
2014 Forest Hills Drive
","
J. Cole
",90,1,168
"
The Fate Of The Furious: The Album
","
Soundtrack
",79,10,45
"
In The Lonely Hour
","
 Sam Smith
",74,2,193
"
Greatest Hits
","
Queen
",-,11,279
"
GEMINI
","
Macklemore
",85,2,22
"
Everybody
","
Logic
",80,1,42
"
Memories...Do Not Open
","
The Chainsmokers
",110,1,46
"
Nothing Was The Same
","
Drake
",99,1,225
"
Kidz Bop 37
","
Kidz Bop Kids
",56,16,5
"
Twin Fantasy
","
Car Seat Headrest
",-,-,-
"
Woodstock
","
Portugal. The Man
",97,32,36
"
Coloring Book
","
Chance The Rapper
",104,8,93
"
If You're Reading This It's Too Late
","
Drake
",88,1,157
"
Freudian
","
Daniel Caesar
",100,25,24
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",93,2,255
"
California Sunrise
","
Jon Pardi
",98,11,86
"
Live In No Shoes Nation
","
Kenny Chesney
",-,1,15
"
The Life Of Pablo
","
Kanye West
",113,1,96
"
Journey's Greatest Hits
","
Journey
",108,10,500
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",112,5,510
"
Flower Boy
","
Tyler, The Creator
",89,2,31
"
1989
","
Taylor Swift
",105,1,167
"
Beautiful Death
","
Slaves
",-,-,-
"
Humble Beast
","
G Herbo
",-,21,5
"
Rainbow
","
 Kesha
",86,1,28
"
M A N I A
","
Fall Out Boy
",71,1,5
"
Metallica
","
Metallica
",120,1,471
"
T R A P S O U L
","
Bryson Tiller
",102,8,126
"
Doo-Wops & Hooligans
","
Bruno Mars
",107,3,363
"
Trip
","
Jhene Aiko
",106,5,22
"
All Eyez On Me
","
2Pac
",122,1,112
"
Pretty Girls Like Trap Music
","
2 Chainz
",111,2,36
"
Dig Your Roots
","
Florida Georgia Line
",124,2,77
"
Montevallo
","
Sam Hunt
",119,3,174
"
Rumours
","
Fleetwood Mac
",109,1,258
"
Blonde
","
Frank Ocean
",141,1,73
"
 Mothership
","
Led Zeppelin
",197,7,240
"
Illuminate
","
Shawn Mendes
",126,1,73
"
FREE 6LACK
","
6LACK
",130,34,60
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",125,22,355
"
Grateful
","
DJ Khaled
",121,1,35
"
FUTURE
","
Future
",128,1,53
"
Double Or Nothing
","
Big Sean & Metro Boomin
",116,6,11
"
25
","
Adele
",118,1,118
"
Greatest Hits
","
Guns N' Roses
",-,3,432
"
Drip Season 3
","
Gunna
",94,55,3
"
Happy Endings
","
Old Dominion
",139,7,22
"
Flicker
","
Niall Horan
",133,1,18
"
Thriller
","
Michael Jackson
",127,1,322
"
Playboi Carti
","
Playboi Carti
",131,12,45
"
Dispose
","
The Plot In You
 ",-,-,-
"
"Awaken, My Love!"
","
Childish Gambino
",103,5,62
"
Death Of A Bachelor
","
Panic! At The Disco
",134,1,110
"
Fifty Shades Darker
","
Soundtrack
",115,1,28
"
I Decided.
","
Big Sean
",136,1,53
"
Purpose
","
Justin Bieber
",148,1,118
"
digital druglord
","
blackbear
",149,14,44
"
[Hybrid Theory]
","
Linkin Park
",155,2,197
"
No_One Ever Really Dies
","
N*E*R*D
",169,31,10
"
Painting Pictures
","
Kodak Black
",150,3,46
"
Come Over When You're Sober (EP)
","
Lil Peep
",146,38,15
"
Hallelujah Nights
","
LANCO
",123,20,5
"
Abbey Road
","
The Beatles
",140,1,254
"
Greatest Hits
","
The Notorious B.I.G.
",72,1,116
"
Badlands
","
Halsey
",154,2,130
"
Jungle Rules
","
French Montana
",137,3,30
"
1
","
The Beatles
",153,1,305
"
Cleopatra
","
The Lumineers
 ",156,1,98
"
Funk Wav Bounces Vol. 1
","
Calvin Harris
",159,2,34
"
+
","
Ed Sheeran
",145,5,238
"
21
","
Adele
",144,1,365
"
Hell's Kitchen Angel
","
MAX
",-,-,-
"
Too Hard
","
Lil Baby
",147,80,10
"
Born To Die
","
Lana Del Rey
",151,2,306
"
Little Dark Age
","
MGMT
",35,35,2
"
Unorthodox Jukebox
","
Bruno Mars
",158,1,200
"
Catch These Vibes
","
PnB Rock
",143,17,14
"
SYRE
","
Jaden Smith
",135,24,14
"
Bad
","
Michael Jackson
",184,1,171
"
Nevermind
","
Nirvana
",181,1,388
"
Ripcord
","
Keith Urban
",160,4,94
"
Amen
","
Rich Brian
",95,18,3
"
From The Fires
","
Greta Van Fleet
",129,36,13
"
Lil Uzi Vert Vs. The World
","
Lil Uzi Vert
",165,37,86
"
Freda's Son (EP)
","
YFN Lucci
",-,-,-
"
Greatest Hits
","
Earth, Wind & Fire
",-,40,17
"
Greatest Hits So Far...
","
Zac Brown Band
",188,20,152
"
Wins And Losses
","
Meek Mill
",152,3,30
"
The Click
","
AJR
",182,61,11
"
Greatest Hits
","
2Pac
",185,3,230
"
Chromance (EP)
","
David Cook
",-,-,-
"
Tangled Up
","
Thomas Rhett
",183,6,120
"
Greatest Hits
","
Red Hot Chili Peppers
",170,18,158
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",195,8,214
"
Perfect Timing
","
NAV And Metro Boomin
",176,13,29
"
4 Your Eyez Only
","
J. Cole
",178,1,61
"
