Song, Artist, Last Week, Peak Position, Weeks on Chart
"Music","Madonna",-,1,1
"
Country Grammar
","
Nelly
",2,1,13
"
The Marshall Mathers LP
","
Eminem
",3,1,18
"
Human Clay
","
Creed
",6,1,52
"
G.O.A.T. Featuring James T. Smith: The Greatest Of All Time
","
LL Cool J
",1,1,2
"
Oops!...I Did It Again
","
Britney Spears
",7,1,19
"
George Strait
","
George Strait
",-,-,-
"
No Strings Attached
","
'N Sync
",8,1,27
"
The Better Life
","
3 Doors Down
",9,7,33
"
Who Let The Dogs Out
","
Baha Men
",14,10,7
"
Now 4
","
Various Artists
",10,1,10
"
Infest
","
Papa Roach
",11,5,22
"
Nathan Michael Shawn Wanya
","
Boyz II Men
",4,4,2
"
S.D.E.
","
Cam'ron
",-,-,-
"
Maroon
","
Barenaked Ladies
",5,5,2
"
Baller Blockin
","
Cash Money Millionaires
",13,13,2
"
Something Like Human
","
Fuel
",-,-,-
"
You Nasty
","
Too $hort
",12,12,2
"
The Writing's On The Wall
","
Destiny's Child
",16,5,61
"
Brand New Day
","
Sting
",15,9,52
"
Timeless: Live In Concert
","
Barbra Streisand
",-,-,-
"
Coyote Ugly
","
Soundtrack
",17,10,8
"
Breathe
","
Faith Hill
",24,1,46
"
Californication
","
Red Hot Chili Peppers
",19,3,68
"
Christina Aguilera
","
Christina Aguilera
",22,1,57
"
The Ecleftic: 2 Sides II A Book
","
Wyclef Jean
",26,9,5
"
Verdi
","
Andrea Bocelli
",23,23,2
"
Riding With The King
","
B.B. King & Eric Clapton
",25,3,15
"
Can't Take Me Home
","
P!nk
",32,26,25
"
DJ Clue Presents: Backstage -- Mixtape (Music Inspired By The Film)
","
DJ Clue
",18,6,4
"
Crush
","
Bon Jovi
",33,9,15
"
The Heat
","
Toni Braxton
",28,2,22
"
La Luna
","
Sarah Brightman
",31,17,4
"
Mountain High...Valley Low
","
Yolanda Adams
",29,24,29
"
Trapped In Crime
","
C-Murder
",20,9,3
"
The Sickness
","
Disturbed
",35,35,22
"
Mad Season
","
matchbox twenty
 ",37,3,18
"
The Source Hip-Hop Music Awards 2000--The Album
","
Various Artists
",30,17,6
"
In Blue
","
The Corrs
",21,21,2
"
Dr. Dre -- 2001
","
Dr. Dre
",34,2,45
"
Selmasongs (Soundtrack)
","
Bjork
",-,-,-
"
Mi Reflejo
","
Christina Aguilera
",27,27,2
"
...And Then There Was X
","
DMX
",36,1,40
"
Fly
","
Dixie Chicks
",42,1,56
"
A.M.I.L. (All Money Is Legal)
","
Amil
",-,-,-
"
My Name Is Joe
","
Joe
",41,2,23
"
The World Ain't Enuff
","
Tela
",-,-,-
"
Who Is Jill Scott? Words And Sounds Vol. 1
","
Jill Scott
",44,44,10
"
I Got That Work
","
Big Tymers
",43,3,19
"
For All Seasons
","
Nature
",-,-,-
"
One Voice
","
Billy Gilman
",40,22,14
"
Nutty Professor II: The Klumps
","
Soundtrack
",39,4,11
"
Songs From An American Movie Vol. One: Learning How To Smile
","
Everclear
",47,9,11
"
Supernatural
","
Santana
",45,1,67
"
Play
","
Moby
",52,45,59
"
Mirror Mirror
","
Kelly Price
",46,5,13
"
No Angel
","
Dido
",57,57,19
"
Significant Other
","
Limp Bizkit
",49,1,66
"
The Paper Route
","
Mack 10
",38,19,3
"
The History Of Rock
","
Kid Rock
",48,2,17
"
Make Yourself
","
Incubus
",56,47,43
"
People Like Us
","
Aaron Tippin
",63,53,9
"
Sweet Kisses
","
Jessica Simpson
",58,25,44
"
Victory
","
Do Or Die
",53,13,4
"
Red Dirt Girl
","
Emmylou Harris
",54,54,2
"
Devil Without A Cause
","
Kid Rock
",62,4,91
"
On How Life Is
","
Macy Gray
",50,4,61
