Song, Artist, Last Week, Peak Position, Weeks on Chart
"
The Essential Michael Jackson
","
Michael Jackson
",75,54,20
"
So Far Gone (EP)
","
Drake
",87,6,23
"
Glee: Season One: The Music Volume 1
","
 Soundtrack
",78,4,16
"
Transference
","
Spoon
",68,4,5
"
WOW Hits 2010
","
Various Artists
",79,33,20
"
Save Me, San Francisco
","
Train
",82,17,15
"
Still
","
BeBe & CeCe Winans
",81,12,20
"
Untitled
","
R. Kelly
",90,4,12
"
Taylor Swift
","
Taylor Swift
",70,5,174
"
The Resistance
","
Muse
",110,3,23
"
Timbaland Presents Shock Value II
","
Timbaland
",97,36,11
"
Screamworks: Love In Theory And Practice, Chapters 1-13
","
HIM
",25,25,2
"
 Before I Self-Destruct
","
50 Cent
",99,5,14
"
Twilight
","
Soundtrack
",101,1,68
"
The Man I Want To Be
","
Chris Young
",86,19,25
"
The Best Of Sade
","
Sade
",91,9,86
"
Thriller
","
Michael Jackson
",93,1,136
"
The Script
","
The Script
",130,91,20
"
Defying Gravity
","
Keith Urban
",85,1,47
"
The Last
","
Aventura
",131,5,35
"
Life Starts Now
","
Three Days Grace
",120,3,22
"
Believe
","
Orianthi
",150,96,10
"
Doin' My Thing
","
Luke Bryan
",106,6,20
"
Man On The Moon: The End Of Day
","
Kid Cudi
",124,4,19
"
Greatest Hits
","
The Who
",56,56,9
"
Black Gives Way To Blue
","
Alice In Chains
",113,5,21
"
The Twilight Saga: New Moon
","
Soundtrack
",100,1,19
"
Heligoland
","
Massive Attack
",46,46,2
"
Hope For Haiti Now
","
Various Artists
",61,1,5
"
 Journey's Greatest Hits
","
Journey
",108,10,106
"
Hannah Montana: The Movie
","
Soundtrack
",109,1,48
"
Greatest Hits
","
Guns N' Roses
",112,3,148
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
 ",114,107,9
"
Brand New Eyes
","
Paramore
",132,2,21
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",116,54,123
"
Keep On Loving You
","
Reba
",115,1,27
"
American Ride
","
Toby Keith
",107,3,20
"
Big Whiskey And The GrooGrux King
","
Dave Matthews Band
",92,1,38
"
All Or Nothing
","
Jay Sean
",134,37,13
"
War Is The Answer
","
Five Finger Death Punch
",173,7,17
"
The Circle
","
Bon Jovi
",105,1,15
"
It's Entertainment!
","
Celtic Thunder
",67,67,2
"
Preservation
","
Preservation Hall Jazz Band
",-,-,-
"
Memento Mori
","
Flyleaf
",122,8,15
"
Call Me Irresponsible
","
Michael Buble
",94,1,95
"
Greatest Hits
","
Foo Fighters
",125,11,16
"
The Greatest Love Songs Of All Time
","
Barry Manilow
",83,5,4
"
ODD BLOOD
","
Yeasayer
",63,63,2
"
Breakthrough
","
Colbie Caillat
",121,1,26
"
Memoirs Of An Imperfect Angel
","
Mariah Carey
",138,3,21
"
Backspacer
","
Pearl Jam
",128,1,22
"
Tha Carter III
","
Lil Wayne
",143,1,85
"
Sigh No More
","
Mumford & Sons
",-,-,-
"
Graffiti
","
Chris Brown
",126,7,11
"
Total Club Hits 4
","
DJ Poet Name Life
",129,25,6
"
Songs 4 Worship 50: 50 Greatest Praise And Worship Songs
","
Various Artists
",-,58,6
"
Love On The Inside
","
Sugarland
",117,1,83
"
It's Time
","
Michael Buble
",102,7,118
"
 This Is War
","
Thirty Seconds To Mars
",171,19,11
"
xx
","
The xx
",-,98,10
"
NOW 31
","
Various Artists
",144,1,34
"
For Those Who Wait
","
Fireflight
",96,96,2
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",158,3,87
"
Encore
","
James Fortune & FIYA
",151,51,4
"
Pricele$$
","
Birdman
",165,33,13
"
Ollusion
","
Omarion
",141,19,6
"
Mudvayne
","
Mudvayne
",147,53,9
"
Mechanize
","
Fear Factory
",72,72,2
"
Ando Bien Pedo!
","
Banda Los Recoditos
",157,87,5
"
Avatar
","
Soundtrack
",148,31,10
"
Gold -- Greatest Hits
","
ABBA
",119,63,114
"
Cage The Elephant
","
Cage The Elephant
",163,67,41
"
That Lonesome Song
","
Jamey Johnson
",137,28,81
"
Epiphany
","
Chrisette Michele
",166,1,38
"
Greatest Hits Volume 1
","
Rascal Flatts
",136,6,64
"
Unstoppable
","
Rascal Flatts
",160,1,46
"
Keeps Gettin' Better: A Decade Of Hits
","
Christina Aguilera
",180,9,20
"
Teen Dream
","
Beach House
",185,43,4
"
She Wolf
","
Shakira
",153,15,13
"
Kris Allen
","
Kris Allen
",127,11,14
"
77
","
Kutless
",176,42,15
"
All Hope Is Gone
","
Slipknot
",182,1,61
"
ThriveMix Presents: DanceNation: The Ultimate Party Mix!
","
DJ Skribble
",152,152,2
"
Greatest Hits
","
Bob Seger & The Silver Bullet Band
",172,8,119
"
Some Hearts
","
Carrie Underwood
",142,2,147
"
Gorilla Manor
","
Local Natives
",-,-,-
"
NOW That's What I Call Country Vol. 2
","
Various Artists
",145,10,26
"
Scars & Souvenirs
","
Theory Of A Deadman
",178,26,95
"
Ultra Dance 11
","
DJ Enferno
",164,37,4
"
I Look To You
","
Whitney Houston
",168,1,25
"
The Dark Side Of The Moon
","
Pink Floyd
",196,1,751
"
Tri-Polar
","
Sick Puppies
",-,31,24
"
Swan Songs
","
Hollywood Undead
",-,22,72
"
Michael Buble
","
Michael Buble
",123,47,56
"
The Hangover
","
Soundtrack
",189,72,11
"
Twang
","
George Strait
",139,1,28
"
La Gran Senora
","
Jenni Rivera
",-,171,2
"
Full Circle
","
Creed
",159,2,17
"
American Saturday Night
","
Brad Paisley
",156,2,34
"
Justin Moore
","
Justin Moore
",188,10,22
"
Mi Sueno
","
Ana Isabelle
",149,149,2
"
Waking Up
","
OneRepublic
",190,21,13
"
Cross Road
","
Bon Jovi
",170,8,55
"
 Oracular Spectacular
","
MGMT
",193,38,90
"
Daughtry
","
Daughtry
",162,1,159
"
Greatest Hits
","
Creed
",-,15,82
"
One - X
","
Three Days Grace
",-,5,123
"
Confessions
","
Usher
",-,1,91
"
The Master Plan
","
Tamela Mann
",-,97,7
"
21st Century Breakdown
","
Green Day
",155,1,38
"
Rocket Man: Number Ones
","
Elton John
",194,9,35
"
Downtown Church
","
Patty Griffin
",169,38,4
"
Wicked
","
Original Broadway Cast Recording
",-,128,45
"
Abbey Road
","
 The Beatles
",191,1,143
"
#1s ... And Then Some
","
Brooks & Dunn
",183,5,24
"
Manners
","
Passion Pit
",-,51,17
"
Disney: Phineas And Ferb
","
Soundtrack
",-,59,19
"
Return Of The Wu And Friends
","
Wu-Tang/Mathematics
",-,-,-
"
What Is Love?
","
Never Shout Never
",179,24,4
"
Continuum
","
John Mayer
",-,2,116
"
Little Bit Of Everything
","
Billy Currington
",181,13,53
"
Number Ones
","
Janet
",-,22,9
"
(500) Days Of Summer
","
Soundtrack
",167,42,20
"
Supernatural
","
Santana
",-,1,103
"
Love Unstoppable
","
Fred Hammond
",-,26,11
"
The Ultimate Hits
","
Garth Brooks
",195,3,82
