Song, Artist, Last Week, Peak Position, Weeks on Chart
"Unpredictable","Jamie Foxx",-,1,5
"
The Breakthrough
","
Mary J. Blige
",1,1,5
"
Curtain Call: The Hits
","
Eminem
 ",4,1,7
"
Some Hearts
","
Carrie Underwood
",3,2,10
"
The Legend Of Johnny Cash
","
Johnny Cash
",10,5,13
"
All The Right Reasons
","
Nickelback
",7,1,16
"
Chris Brown
","
Chris Brown
",8,2,8
"
Duets: The Final Chapter
","
The Notorious B.I.G.
",5,3,5
"
Back To Bedlam
","
James Blunt
",13,9,16
"
The Emancipation Of Mimi
","
Mariah Carey
",6,1,41
"
Monkey Business
","
The Black Eyed Peas
",9,2,33
"
Breakaway
","
Kelly Clarkson
",12,3,60
"
NOW 20
","
Various Artists
",11,1,12
"
From Under The Cork Tree
","
Fall Out Boy
",14,9,38
"
PCD
","
The Pussycat Dolls
",15,5,19
"
Songs About Me
","
Trace Adkins
",16,11,44
"
The Road And The Radio
","
Kenny Chesney
",19,1,11
"
Feels Like Today
","
Rascal Flatts
",21,1,69
"
#1's
","
Destiny's Child
",25,1,13
"
Tha Carter II
","
Lil Wayne
",17,2,7
"
Amarantine
","
Enya
",23,6,9
"
12 Songs
","
Neil Diamond
",119,4,11
"
The Way It Is
","
Keyshia Cole
",39,6,31
"
Confessions On A Dance Floor
","
Madonna
",20,1,10
"
 Barrio Fino: En Directo
","
Daddy Yankee
",27,24,6
"
See You On The Other Side
","
Korn
",24,3,7
"
Be Here
","
Keith Urban
",26,3,70
"
Hypnotize
","
System Of A Down
",22,1,9
"
Walk The Line
","
Soundtrack
",38,29,10
"
Get Rich Or Die Tryin'
","
Soundtrack
",34,2,11
"
Twice The Speed Of Life
","
Sugarland
",31,16,53
"
First Impressions Of Earth
","
The Strokes
",18,4,3
"
Live At Stubb's
","
Matisyahu
",44,33,11
"
American Idiot
","
Green Day
",36,1,70
"
Sweatsuit
","
Nelly
",32,26,9
"
Late Registration
","
Kanye West
",29,1,21
"
What The Game's Been Missing!
","
Juelz Santana
",28,9,9
"
Ludacris Presents...Disturbing Tha Peace
","
Ludacris And DTP
",30,11,6
"
Plans
","
Death Cab For Cutie
",59,4,21
"
Fireflies
","
Faith Hill
",35,1,25
"
The Trinity
","
Sean Paul
",52,7,17
"
Let's Get It: Thug Motivation 101
","
Young Jeezy
",33,2,26
"
Move Along
","
The All-American Rejects
",45,6,28
"
The Real Thing
","
Bo Bice
",46,4,6
"
Demon Days
","
Gorillaz
",37,6,35
"
Rappa Ternt Sanga
","
T-Pain
",58,40,7
"
Down For Life
","
D4L
",51,22,11
"
Ten Thousand Fists
","
Disturbed
",40,1,18
"
Hero
","
Kirk Franklin
",57,13,16
"
The Sound Of Revenge
","
Chamillionaire
",42,10,9
"
Open The Eyes Of My Heart
","
Various Artists
",92,51,4
"
A Fever You Can't Sweat Out
","
 Panic! At The Disco
",74,52,7
"
Doin' Somethin' Right
","
Billy Currington
",50,11,14
"
Brokeback Mountain
","
Soundtrack
",127,54,3
"
A Piece Of My Passion
","
Juanita Bynum
",-,-,-
"
Have A Nice Day
","
Bon Jovi
",60,2,18
"
Ain't Nobody Worryin'
","
Anthony Hamilton
",41,19,6
"
High School Musical
","
Soundtrack
",143,58,2
"
Kerosene
","
Miranda Lambert
",53,18,41
"
Hillbilly Deluxe
","
Brooks & Dunn
",56,3,21
"
X&Y
","
Coldplay
",47,1,33
"
Reba: #1's
","
Reba McEntire
",49,12,9
"
City Of Evil
","
Avenged Sevenfold
",70,30,33
"
In Between Dreams
","
Jack Johnson
",61,2,47
"
Love. Angel. Music. Baby.
","
Gwen Stefani
",43,5,61
"
It's Time
","
Michael Buble
",63,7,50
"
Most Wanted
","
Hilary Duff
",62,1,23
"
Timeless
","
Martina McBride
",55,3,14
"
The Road To Here
","
Little Big Town
",67,67,16
"
I Am Me
","
Ashlee Simpson
",54,1,14
"
Greatest Hits
","
Guns N' Roses
",72,3,96
"
U.S.A. Still United
","
Ying Yang Twins
",65,45,4
"
Modern Day Drifter
","
Dierks Bentley
",66,6,37
"
Most Known Unknown
","
Three 6 Mafia
",68,3,17
"
Time Well Wasted
","
Brad Paisley
",71,2,23
"
Make Believe
","
Weezer
",78,2,37
"
Oral Fixation Vol. 2
","
Shakira
",64,5,8
"
Unplugged
","
Alicia Keys
",79,1,15
"
Comin' To Your City
","
Big & Rich
",69,7,10
"
Pimpin' Incorporated
","
Too $hort
",-,-,-
"
Greatest Hits
","
Ricky Nelson
",77,56,4
"
The Chronicles Of Narnia: The Lion, The Witch And The Wardrobe
","
Soundtrack
",73,43,6
"
Try! Live in Concert
","
John Mayer Trio
",76,34,9
"
WOW Hits 2006
","
Various Artists
",81,42,16
"
All That I Am
","
Santana
",75,2,12
"
Switch
","
INXS
",88,17,8
"
Something To Be Proud Of: The Best Of 1999-2005
","
Montgomery Gentry
",96,20,12
"
Dark Light
","
HIM
",91,18,17
"
Celtic Woman
","
Celtic Woman
",85,75,43
"
Welcome To Jamrock
","
Damian "Jr. Gong" Marley
",90,7,19
"
Greatest Hits
","
Blink-182
",89,6,12
"
Retaliation
","
Dane Cook
",82,4,26
"
All Jacked Up
","
Gretchen Wilson
",84,1,17
"
Da Hitman Presents Reggaeton Latino
","
Don Omar
",80,61,7
"
Unwritten
","
Natasha Bedingfield
",134,26,14
"
Hot Fuss
","
The Killers
",94,7,84
"
Jason Aldean
","
Jason Aldean
",113,37,26
"
Underworld: Evolution
","
Soundtrack
",106,98,2
"
The Peoples Champ
","
Paul Wall
",103,1,19
"
Trill
","
Bun-B
",95,6,14
"
Extraordinary Machine
","
Fiona Apple
",97,7,16
"
Three Cheers For Sweet Revenge
","
My Chemical Romance
",86,28,72
"
Real Fine Place
","
Sara Evans
",99,3,16
"
Chapter V
","
Staind
",101,1,24
"
Get Behind Me Satan
","
The White Stripes
",116,3,29
"
Greatest Hits 2
","
Toby Keith
",118,3,63
"
Kidz Bop 8
","
Kidz Bop Kids
",100,6,25
"
The Long Road Home: The Ultimate John Fogerty-Creedence Collection
","
John Fogerty
",105,13,12
"
Now 19
","
Various Artists
",114,1,27
"
Wherever You Are
","
Third Day
",107,8,12
"
Thanks For The Memory... The Great American Songbook Vol. IV
","
Rod Stewart
",83,2,14
"
Ev'rybody Know Me
","
 YoungBloodZ
",98,44,6
"
The Gospel
","
