Song, Artist, Last Week, Peak Position, Weeks on Chart
"
 Girls And Boys
","
Ingrid Michaelson
",119,63,12
"
Rock N Roll Jesus
","
Kid Rock
",59,1,19
"
Reba Duets
","
Reba McEntire
",66,1,22
"
Mothership
","
Led Zeppelin
",61,7,14
"
Frank
","
Amy Winehouse
",143,61,13
"
American Gangster
","
JAY-Z
",63,1,15
"
Across The Universe
","
Soundtrack
",95,36,15
"
The Reminder
","
Feist
",89,16,42
"
Vampire Weekend
","
Vampire Weekend
",43,17,3
"
Pocketful Of Sunshine
","
Natasha Bedingfield
",53,3,4
"
FutureSex/LoveSounds
","
Justin Timberlake
",79,1,75
"
Love Behind The Melody
","
Raheem DeVaughn
",57,5,5
"
Greatest Hits
","
Keith Urban
",72,11,13
"
The Fight Of My Life
","
Kirk Franklin
",58,33,9
"
Blackout
","
Britney Spears
",68,2,16
"
Free Somehow
","
Widespread Panic
",-,-,-
"
Magic
","
Bruce Springsteen
",102,1,20
"
Thirsty
","
Marvin Sapp
",70,55,26
"
Relentless
","
Natalie Grant
",-,-,-
"
5*Stunna
","
Birdman
",67,18,10
"
5th Gear
","
Brad Paisley
",103,3,35
"
The Altar And The Door
","
Casting Crowns
",83,2,25
"
High School Musical: Be Mine (EP)
","
Various Artists
",69,65,3
"
Exile On Mainstream
","
matchbox twenty
",77,3,20
"
The Bedlam In Goliath
","
The Mars Volta
",51,3,3
"
Go
","
Mario
",71,21,10
"
All That Is Within Me
","
MercyMe
",73,15,13
"
Finding Beauty In Negative Spaces
","
Seether
",76,9,17
"
Living Hard
","
Gary Allan
",94,3,17
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",84,22,11
"
22 More Hits
","
George Strait
",90,13,14
"
Timbaland Presents Shock Value
","
Timbaland
",81,5,46
"
I Am
","
Chrisette Michele
",117,29,35
"
Let It Go
","
Tim McGraw
",107,1,47
"
Little Bit Of Life
","
Craig Morgan
",99,57,20
"
The Real Thing: Words And Sounds Vol. 3
","
Jill Scott
",98,4,21
"
One - X
","
Three Days Grace
",91,5,88
"
Them Vs. You Vs. Me
","
Finger Eleven
",80,31,50
"
 Awake
","
Josh Groban
",157,2,64
"
Don't Look Away
","
Kate Voegele
",178,63,4
"
Rough Around The Edges: Live From Madison Square Garden
","
Dane Cook
",96,11,14
"
Love
","
The Beatles
",155,4,60
"
Everything Is Fine
","
Josh Turner
",112,5,16
"
Lost Highway
","
Bon Jovi
",115,1,35
"
Sweeney Todd: The Demon Barber Of Fleet Street
","
Soundtrack
",93,16,9
"
 Ultimate Santana
","
Santana
",104,8,18
"
Sean Kingston
","
Sean Kingston
",97,6,29
"
Jukebox
","
Cat Power
",78,12,4
"
Lost & Found
","
Ledisi
",182,78,8
"
Hairspray
","
Soundtrack
",110,2,32
"
WOW Hits 2008
","
Various Artists
",113,56,20
"
Continuum
","
John Mayer
",127,2,75
"
Good Times, Bad Times...Ten Years Of Godsmack
","
Godsmack
",105,35,11
"
If You're Going Through Hell
","
Rodney Atkins
",114,3,83
"
 Face Off
","
Bow Wow & Omarion
",86,11,10
"
Todo Cambio
","
Camila
",147,76,26
"
Que Ganas De Volver
","
Conjunto Primavera
",87,87,2
"
 B'Day
","
Beyonce
",106,1,71
"
Who We Are
","
Lifehouse
",133,14,34
"
Italia
","
 Chris Botti
",121,27,21
"
Flyleaf
","
Flyleaf
",116,57,100
"
Just A Little Lovin': Inspired By Dusty Springfield
","
Shelby Lynne
",85,41,3
"
Duets: Friends & Legends
","
Anne Murray
",101,42,5
"
Boys Like Girls
","
Boys Like Girls
",124,55,44
"
Some People Have Real Problems
","
Sia
",122,26,6
"
Starting Now
","
Chuck Wicks
",92,24,4
"
The Real Testament
","
Plies
",108,2,28
"
Avenged Sevenfold
","
Avenged Sevenfold
",120,4,16
"
How Great Thou Art: Gospel Favorites From The Grand Ole Opry: Live
","
Various Artists
",146,131,2
"
The Best Damn Thing
","
Avril Lavigne
",131,1,44
"
Famous
","
Puddle Of Mudd
",135,27,15
"
Listos, Montados Y Armados
","
Los Creadorez del Pasito Duranguense de Alfredo Ramirez
",88,88,2
"
Capaz De Todo Por Ti
","
K-Paz De La Sierra
",118,93,12
"
Te Quiero
","
Flex
",145,136,4
"
Songs 4 Worship: Country
","
Various Artists
",129,67,12
"
Gangsta Grillz: The Album
","
Drama
",125,26,11
"
All The Lost Souls
","
James Blunt
",-,7,21
"
Curtis
","
50 Cent
",123,2,23
"
Home At Last
","
Billy Ray Cyrus
",137,20,24
"
Once Again
","
John Legend
",-,3,38
"
Crazy Ex-Girlfriend
","
Miranda Lambert
",158,6,42
"
Passion: God Of This City
","
Passion Worship Band
",74,74,2
"
Made Of Bricks
","
Kate Nash
",128,36,6
"
I'm Not Dead
","
P!nk
",142,6,83
"
The Heroin Diaries Soundtrack
","
Sixx: A.M.
",141,62,18
"
La Mejor... Coleccion
","
Marco Antonio Solis
",175,92,36
"
Soulsville, U.S.A.: Stax Classics 1965-1973
","
Various Artists
",136,136,2
"
Carnival Vol. II: Memories Of An Immigrant
","
Wyclef Jean
",140,28,11
"
Relentless
","
Jason Aldean
",161,4,38
"
Revival
","
John Fogerty
",-,14,15
"
We Need Each Other
","
 Sanctus Real
",-,-,-
"
Konvicted
","
Akon
",154,2,66
"
Moment Of Forever
","
Willie Nelson
",126,56,3
"
Into The Wild (Soundtrack)
","
Eddie Vedder
",156,11,22
"
Para Siempre
","
Vicente Fernandez
",171,78,12
"
Total Dance 2008
","
DJ Skribble
",167,69,6
"
See The Morning
","
Chris Tomlin
",138,15,55
"
Sawdust
","
The Killers
",148,12,14
"
Icky Thump
","
The White Stripes
",200,2,31
"
Greatest Hits, Volume One: The Singles
","
Goo Goo Dolls
",168,33,14
"
One Chance
","
Paul Potts
",-,23,20
"
Because Of You
","
Ne-Yo
",139,1,35
"
I Stand
","
Idina Menzel
",111,58,3
"
Kings Of Bachata: Sold Out At Madison Square Garden
","
Aventura
",166,97,12
"
Ultra.Dance 09
","
Various Artists
",152,77,4
"
Made
","
Scarface
",132,17,11
"
Wisin Vs. Yandel: Los Extraterrestres
","
Wisin & Yandel
",163,14,15
"
Trey Day
","
Trey Songz
",160,11,19
"
Back To The Traphouse
","
Gucci Mane
",144,57,10
"
This Moment
","
Steven Curtis Chapman
",173,47,9
"
Complete Clapton
","
Eric Clapton
",190,14,19
"
High School Musical 2: Non-Stop Dance Party
","
Various Artists
",153,52,8
"
The Grammys: 50th Anniversary Collection
","
Various Artists
",170,37,7
"
Corinne Bailey Rae
","
Corinne Bailey Rae
",-,4,71
"
NOW Party Hits!
","
Various Artists
",150,60,14
"
Phobia
","
 Breaking Benjamin
",183,2,71
"
La Vida... Es Un Ratico
","
Juanes
",-,13,14
"
Comatose
","
Skillet
",193,55,15
"
Still On Top - The Greatest Hits
","
Van Morrison
",194,48,15
"
Motown: A Journey Through Hitsville USA
","
Boyz II Men
",169,27,14
"
Dirt Farmer
","
Levon Helm
",-,102,5
"
Lucky
","
Nada Surf
",82,82,2
"
Elect The Dead
","
Serj Tankian
",174,4,17
"
The Very Best Of Love
","
Elvis Presley
",181,181,3
"
A Hundred Miles Or More: A Collection
","
Alison Krauss
",-,10,44
"
Some People Change
","
Montgomery Gentry
",185,23,47
"
Inhuman Rampage
","
DragonForce
",184,103,17
"
Greatest Hits
","
Gary Allan
",-,5,27
"
Kidz Bop 12
","
Kidz Bop Kids
",-,7,23
"
Every Second Counts
","
Plain White T's
",-,10,50
"
One Man Band
","
James Taylor
",-,4,38
"
The Best Of 2Pac - Part 1: Thug
","
2Pac
",177,65,11
"
(portable sounds)
","
tobyMac
",-,10,35
"
What Makes The World Go Round?
","
Al Green
",198,196,2
"
Brighter Than Creation's Dark
","
Drive-By Truckers
",162,37,4
"
Kingdom Business
","
Canton Jones
",187,187,2
"
HellYeah
","
HellYeah
",-,9,33
"
Family
","
LeAnn Rimes
",-,4,18
