Song, Artist, Last Week, Peak Position, Weeks on Chart
"
The Marshall Mathers LP
","
Eminem
",41,1,35
"
No Name Face
","
Lifehouse
",43,43,12
"
3LW
","
3LW
",61,51,7
"
The Writing's On The Wall
","
Destiny's Child
",51,5,78
"
Lights Out
","
Lil Wayne
",44,16,5
"
Awake
","
Godsmack
",48,5,12
"
Something Like Human
","
Fuel
",57,17,18
"
Charlie's Angels
","
Soundtrack
",54,7,13
"
The Understanding
","
Memphis Bleek
",53,16,7
"
Conspiracy Of One
","
The Offspring
",52,9,10
"
Renegades
","
Rage Against The Machine
",50,14,7
"
The W
","
Wu-Tang Clan
",55,5,9
"
 Totally Hits 3
","
Various Artists
",56,25,10
"
Parachutes
","
Coldplay
",68,62,6
"
Chicago '85... The Movie
","
Dave Hollister
",62,49,9
"
Funkmaster Flex: 60 Minutes Of Funk, Volume IV: The Mixtape
","
Funkmaster Flex
",58,26,7
"
One Voice
","
Billy Gilman
",60,22,31
"
Greatest Hits
","
Kenny Chesney
",63,13,17
"
Christina Aguilera
","
Christina Aguilera
",65,1,74
"
Ghetto Postage
","
Master P
",75,26,8
"
Crush
","
Bon Jovi
",64,9,32
"
A Nu Day
","
Tamia
",76,46,13
"
In Blue
","
The Corrs
",71,21,19
"
The Family Values Tour 1999
","
Various Artists
",87,32,15
"
I Hope You Dance
","
Lee Ann Womack
",73,17,35
"
J.E. Heartbreak
","
Jagged Edge
",82,8,53
"
Whoa, Nelly!
","
Nelly Furtado
",103,75,4
"
The Sickness
","
Disturbed
",72,29,39
"
Fear Of Flying
","
Mya
",78,15,39
"
The Mark, Tom, And Travis Show (The Enema Strikes Back!)
 ","
Blink-182
",67,8,11
"
Revelation
","
98 Degrees
",74,2,17
"
Infest
","
Papa Roach
",69,5,39
"
WOW-2001: The Year's 30 Top Christian Artists And Hits
","
Various Artists
",79,36,12
"
Make Yourself
","
Incubus
",77,47,60
"
Nas & Ill Will Records Presents Queensbridge The Album
","
QB Finest
",70,68,5
"
 Cha-Cha Slide
","
Mr. C The Slide Man
",99,84,4
"
Dr. Dre -- 2001
","
Dr. Dre
",80,2,62
"
What A Wonderful World
","
Anne Murray
",90,38,30
"
 Didn't See Me Coming
","
Keith Sweat
",85,16,10
"
Now 4
","
Various Artists
",86,1,27
"
Lyricist Lounge Vol. 2
","
Various Artists
",81,33,8
"
Warning:
","
Green Day
",89,4,16
"
Californication
","
Red Hot Chili Peppers
",84,3,85
"
Pure Jazz
","
Various Artists
",91,91,2
"
How Do You Like Me Now?!
","
Toby Keith
",105,85,55
"
N.Y.C. Underground Party Volume 3
","
Louie DeVito
",93,93,9
"
Kid A
","
Radiohead
",83,1,16
"
Brand New Day
","
Sting
",88,9,69
"
Significant Other
","
Limp Bizkit
",94,1,83
"
The Whole Shebang
","
SHeDAISY
",102,70,89
"
Mer De Noms
","
A Perfect Circle
",97,4,35
"
Emotional
","
Carl Thomas
",98,9,40
"
Baller Blockin
","
Cash Money Millionaires
",111,13,19
"
The Best Of Ken Burns Jazz
","
Various Artists
",119,102,2
"
Checkmate
","
B.G.
",95,21,9
"
Songs From An American Movie Vol. One: Learning How To Smile
","
Everclear
",106,9,28
"
One Night Only -- The Greatest Hits
 ","
Elton John
",92,65,9
"
Burn
","
Jo Dee Messina
",116,19,25
"
Riding With The King
","
B.B. King & Eric Clapton
",100,3,32
"
Mountain High...Valley Low
","
Yolanda Adams
",113,24,46
"
Dracula 2000
","
Soundtrack
",109,81,6
"
When Somebody Loves You
","
Alan Jackson
",107,15,11
"
Space Age 4 Eva
","
8Ball & MJG
",108,39,9
"
Maroon
","
Barenaked Ladies
",101,5,19
"
Sooner Or Later
","
BBMak
",115,38,36
"
The Reunion
","
Capone -N- Noreaga
",96,31,9
"
Supernatural
","
Santana
",112,1,84
"
The Heat
","
Toni Braxton
",104,2,39
"
Rugrats In Paris: The Movie
","
Soundtrack
",117,48,11
"
Born To Fly
","
Sara Evans
",127,62,15
"
Crouching Tiger, Hidden Dragon
","
Soundtrack
",141,119,2
"
My Name Is Joe
","
Joe
",137,2,40
"
The Notorious KIM
","
Lil' Kim
",129,4,30
"
My Thoughts
","
Avant
",118,45,37
"
Ken Burns Jazz - The Story of America's Music
","
Various Artists
",139,123,2
"
Marc Anthony
","
Marc Anthony
",122,8,69
"
Relationship Of Command
","
At The Drive-In
",121,121,5
"
Shiver
","
Jamie O'Neal
",126,126,4
"
All The Way...A Decade Of Song
","
Celine Dion
",132,1,62
"
If I Could Tell You
","
Yanni
",114,20,16
"
Return Of Saturn
","
No Doubt
",128,2,41
"
...And Then There Was X
","
DMX
",134,1,57
"
The Ecleftic: 2 Sides II A Book
","
Wyclef Jean
",131,9,22
"
Songs From An American Movie Vol. Two: Good Time For A Bad Attitude
","
Everclear
",123,66,9
"
The Essential Bob Dylan
","
Bob Dylan
",133,67,12
"
Everything You Want
","
Vertical Horizon
",142,40,55
"
Reflection Eternal
","
Talib Kweli & Hi-Tek
",140,17,11
"
H-N-I-C
","
Prodigy
",138,18,10
"
The Collector's Series Volume One
","
Celine Dion
",124,28,13
"
Universal Smash Hits
","
Various Artists
",125,43,13
"
The History Of Rock
","
Kid Rock
",145,2,34
"
Shyne
","
Shyne
",144,5,14
"
On How Life Is
","
Macy Gray
",135,4,78
"
Selected Works: 1972--1999
","
Eagles
",186,109,10
"
Holy Wood (In The Shadow Of The Valley Of Death)
","
Marilyn Manson
",130,13,10
"
WoW Worship: Today's 30 Most Powerful Worship Songs
","
 Various Artists
",146,70,75
"
Live In London And More...
","
Donnie McClurkin
",174,108,16
"
The Source Hip-Hop Music Awards 2000--The Album
","
Various Artists
",157,17,18
"
La Luna
","
Sarah Brightman
",136,17,21
"
Sailing To Philadelphia
","
Mark Knopfler
",143,60,17
"
Lonely Grill
","
Lonestar
",150,28,86
"
Thankful
","
Mary Mary
",176,59,34
"
Intermission: The Greatest Hits
","
dc Talk
",156,81,9
"
Ken Burns Jazz - The Definitive Louis Armstrong
","
Louis Armstrong
",170,152,2
"
Sweet Kisses
","
Jessica Simpson
",147,25,61
"
Exposed
","
Chante Moore
",148,50,8
"
Verdi
","
 Andrea Bocelli
",151,23,19
"
Evan And Jaron
","
Evan And Jaron
",171,156,4
"
Nathan Michael Shawn Wanya
","
Boyz II Men
",152,4,19
"
White Pony
","
Deftones
",155,3,31
"
7
","
S Club 7
",159,94,10
"
The Last Of A Dying Breed
","
Scarface
",164,7,14
"
Down The Road I Go
","
Travis Tritt
",194,51,15
"
Soul Food: The Series -- The Best R&B Of 2000
","
Soundtrack
",158,147,3
"
Millennium
","
Backstreet Boys
",172,1,88
"
Brand New Me
","
John Michael Montgomery
",163,15,17
"
Gladiator
","
Soundtrack
",161,66,15
"
You're The One
","
Paul Simon
",149,19,16
"
Young World: The Future
","
Lil' Zane
",-,25,11
"
Shout To The Lord: The Platinum Collection Featuring Darlene Zschech
","
Various Artists
",168,168,2
"
Gone In 60 Seconds
","
Soundtrack
",191,69,10
"
Stories From The City, Stories From The Sea
","
PJ Harvey
",162,42,8
"
Red Dirt Girl
","
Emmylou Harris
",166,54,17
"
The Abba Generation
","
A*Teens
",190,71,36
"
Greatest Hits Volume 2
","
James Taylor
",160,97,11
"
The Slim Shady LP
","
Eminem
",173,2,98
"
WOW Worship Orange: Today's 30 Most Powerful Worship Songs
","
Various Artists
",-,65,30
"
Pru
","
Pru
",-,-,-
"
Keith Urban
","
Keith Urban
",189,161,9
"
40 #1 Hits
","
Ronnie Milsap
",178,178,2
"
Slipknot
","
Slipknot
",184,51,74
"
Enema Of The State
","
Blink-182
",180,9,86
"
Eat At Whitey's
","
Everlast
",175,20,14
"
Rascal Flatts
","
Rascal Flatts
",196,122,16
"
Stoned Immaculate -- The Music Of The Doors
","
Various Artists
",165,72,10
"
Mirror Mirror
","
Kelly Price
",181,5,26
"
When I Look In Your Eyes
","
Diana Krall
",185,56,58
"
Strait Up
","
Various Artists
",182,56,6
"
 Blender
","
Collective Soul
",183,22,15
"
Double Wide
","
Uncle Kracker
",-,161,3
"
Live At The Fillmore
","
Cypress Hill
",167,119,6
"
Salival
","
Tool
",169,38,6
"
Voice Of An Angel
","
Charlotte Church
",200,28,77
"
A Collection Of His Greatest Hits
","
Babyface
",187,75,6
"
The Promise
","
Plus One
",-,76,32
"
613: Ashy To Classy
","
Field Mob
",-,194,2
"
Freedom
","
Michael W. Smith
",198,70,7
"
Unleash The Dragon
","
Sisqo
",193,2,60
"
The Collection: Volume Two
","
Bone Thugs-N-Harmony
",188,41,10
"
The Very Best Of Cat Stevens
","
Cat Stevens
 ",-,58,38
"
(Breach)
","
The Wallflowers
",179,13,15
"
Mirrorball
","
Sarah McLachlan
",-,3,68
