Song, Artist, Last Week, Peak Position, Weeks on Chart
"As I Am","Alicia Keys",-,1,1
"
Noel
","
Josh Groban
",6,2,6
"
Taking Chances
","
Celine Dion
",-,-,-
"
NOW 26
","
Various Artists
",-,-,-
"
The Ultimate Hits
","
Garth Brooks
",3,3,2
"
Long Road Out Of Eden
","
Eagles
",2,1,3
"
Mothership
","
Led Zeppelin
",-,-,-
"
 American Gangster
","
JAY-Z
",1,1,2
"
Carnival Ride
","
Carrie Underwood
",5,1,4
"
Exclusive
","
Chris Brown
",4,4,2
"
Rough Around The Edges: Live From Madison Square Garden
","
Dane Cook
",-,-,-
"
Sawdust
","
The Killers
",-,-,-
"
 22 More Hits
","
George Strait
",-,-,-
"
 High School Musical 2
","
Soundtrack
",11,1,14
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",20,1,21
"
Taylor Swift
","
Taylor Swift
",8,8,56
"
One Man Band
","
James Taylor
",-,4,26
"
Coco
","
Colbie Caillat
",15,5,18
"
Christmas Song
","
Mannheim Steamroller
",28,19,6
"
Reba Duets
","
Reba McEntire
",12,1,9
"
Still Feels Good
","
Rascal Flatts
",17,1,8
"
Enjoy The Ride
","
Sugarland
",13,4,54
"
Blackout
","
Britney Spears
",7,2,3
"
The Best Of Andrea Bocelli: Vivere
","
Andrea Bocelli
",18,9,3
"
Raising Sand
","
Robert Plant / Alison Krauss
",16,2,4
"
Just Like You
","
Keyshia Cole
",21,2,8
"
Motown: A Journey Through Hitsville USA
","
Boyz II Men
",-,-,-
"
Rock N Roll Jesus
 ","
Kid Rock
",22,1,6
"
souljaboytellem.com
","
Soulja Boy Tell'em
",25,4,7
"
Heaven, Heartache And The Power Of Love
","
Trisha Yearwood
",-,-,-
"
Jonas Brothers
","
Jonas Brothers
 ",32,5,15
"
Everything Is Fine
","
Josh Turner
",19,5,3
"
Greatest Hits, Volume One: The Singles
","
Goo Goo Dolls
",-,-,-
"
Graduation
","
Kanye West
",26,1,10
"
System
 ","
Seal
",-,-,-
"
Duran Duran's Red Carpet Massacre
","
Duran Duran
",-,-,-
"
Magic
","
Bruce Springsteen
",27,1,7
"
The Dutchess
","
Fergie
",31,2,61
"
All The Right Reasons
","
Nickelback
",30,1,111
"
One Chance
","
Paul Potts
",23,23,9
"
Wisin Vs. Yandel: Los Extraterrestres
","
Wisin & Yandel
",14,14,2
"
Stockings By The Fire
","
Various Artists
 ",43,42,2
"
Disney Channel Holiday
","
Various Artists
",62,43,4
"
Just Who I Am: Poets & Pirates
","
Kenny Chesney
",34,3,10
"
Exile On Mainstream
","
matchbox twenty
",38,3,7
"
High School Musical
","
Soundtrack
",46,1,97
"
Hannah Montana
","
Soundtrack
",45,1,56
"
A Toby Keith Classic Christmas: Volumes One & Two
","
Toby Keith
",60,39,5
"
Daughtry
","
Daughtry
",37,1,52
"
Timbaland Presents Shock Value
 ","
Timbaland
",33,5,33
"
Back Of My Lac'
","
J. Holiday
",35,5,7
