Song, Artist, Last Week, Peak Position, Weeks on Chart
"
lovestrong.
","
Christina Perri
",151,4,43
"
Dr. Dre -- 2001
","
Dr. Dre
",127,2,99
"
The Best Of Barry White: 20th Century Masters The Millennium Collection
","
Barry White
",189,78,52
"
Evanescence
","
Evanescence
",188,1,25
"
Hidden Gems
","
Luther Vandross
",-,-,-
"
Curve
","
Our Lady Peace
",-,-,-
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",173,19,22
"
Hurry Up, We're Dreaming.
","
M83.
",-,15,15
"
Footloose (2011)
","
Soundtrack
",136,14,15
"
Kisses On The Bottom
","
Paul McCartney
",150,5,11
"
My World 2.0
","
Justin Bieber
",182,1,109
"
VH1 Storytellers
","
Johnny Cash & Willie Nelson
",-,56,47
"
I Look To You
 ","
Whitney Houston
",122,1,36
"
Lights
","
Ellie Goulding
",165,76,12
"
Camp
","
Childish Gambino
",199,11,19
"
Greatest Hits
","
Red Hot Chili Peppers
 ",-,18,45
"
190 Proof
","
The Lacs
",133,68,3
"
The Best Of Aerosmith: 20th Century Masters...
","
Aerosmith
",160,67,46
"
Outlaws Like Me
 ","
Justin Moore
",163,5,44
"
Unexpected Arrival
","
Diggy
",131,13,5
"
Licensed To Ill
","
Beastie Boys
",-,1,73
"
Love Like Crazy
","
Lee Brice
",-,44,13
