Song, Artist, Last Week, Peak Position, Weeks on Chart
"Tuskegee","Lionel Richie",-,1,4
"
Love Is A Four Letter Word
","
Jason Mraz
",-,-,-
"
21
","
Adele
",2,1,61
"
California 37
","
Train
",-,-,-
"
Up All Night
","
One Direction
",5,1,6
"
Pink Friday: Roman Reloaded
","
Nicki Minaj
",3,1,3
"
Making Mirrors
","
Gotye
",7,7,16
"
Pluto
","
Future
",-,-,-
"
Slipstream
","
Bonnie Raitt
",6,6,2
"
Tailgates & Tanlines
","
Luke Bryan
",13,2,37
"
Boys & Girls
","
Alabama Shakes
",8,8,3
"
Jack Johnson & Friends: Best Of Kokua Festival
","
Jack Johnson
",-,-,-
"
Changed
 ","
Rascal Flatts
",9,3,3
"
The End Is Where We Begin
","
Thousand Foot Krutch
",-,-,-
"
New Life
","
Monica
",4,4,2
"
El Camino
","
The Black Keys
",39,2,20
"
Picture Show
","
Neon Trees
",-,-,-
"
Chief
","
Eric Church
",24,1,39
"
The Hunger Games: Songs From District 12 And Beyond
","
Soundtrack
",14,1,5
"
 Take Care
","
Drake
",29,1,23
"
Think Like A Man
","
Soundtrack
",33,21,2
"
Amaryllis
","
Shinedown
",19,4,4
"
Some Nights
","
fun.
",20,3,9
"
My Kinda Party
","
Jason Aldean
",25,2,77
"
I Missed Us
","
SWV
",-,-,-
"
NOW 41
","
Various Artists
",22,3,11
"
My Head Is An Animal
","
Of Monsters And Men
",12,6,3
"
19
","
Adele
",26,4,131
"
Moving Up Living Down
","
Eric Hutchinson
",-,-,-
"
Talk That Talk
","
Rihanna
",40,3,22
"
Wrecking Ball
","
Bruce Springsteen
",31,1,7
"
Impressions
","
Chris Botti
",-,-,-
"
Port Of Morrow
","
The Shins
",28,3,5
"
MDNA
","
Madonna
",18,1,4
"
Whitney: The Greatest Hits
","
Whitney Houston
",30,2,40
"
Teenage Dream
","
Katy Perry
",41,1,87
"
Shake It Up: Live 2 Dance: Music From The Disney Channel Series
","
Soundtrack
",37,13,5
"
Own The Night
","
Lady Antebellum
",38,1,32
"
Stronger
","
Kelly Clarkson
",27,2,26
"
The Strange Case Of...
","
Halestorm
",15,15,2
"
I Win
","
Marvin Sapp
",23,9,3
"
Underwater Sunshine (Or What We Did On Our Summer Vacation)
","
Counting Crows
",11,11,2
"
Bangarang (EP)
","
Skrillex
",42,14,17
"
Halfway To Heaven
","
Brantley Gilbert
 ",48,4,36
"
Red River Blue
","
Blake Shelton
",47,1,41
"
Sorry For Party Rocking
","
LMFAO
",45,5,44
"
Phase II
","
Prince Royce
 ",16,16,2
"
Careless World: Rise Of The Last King
","
Tyga
",43,4,9
"
Barton Hollow
","
The Civil Wars
",61,10,63
"
Here And Now
","
Nickelback
",44,2,22
"
God's Not Dead
","
newsboys
",103,51,16
"
Sigh No More
","
Mumford & Sons
",57,2,109
"
Born To Die
","
Lana Del Rey
",46,2,12
"
Lungs
","
Florence + The Machine
",83,14,99
"
Four The Record
","
Miranda Lambert
",35,3,25
"
Brothers
","
The Black Keys
",67,3,100
"
Locked Down
","
Dr. John
",63,33,3
"
The Band Perry
","
The Band Perry
",52,4,80
"
The MF Life
","
Melanie Fiona
",49,7,5
"
Sweet Heart Sweet Light
","
Spiritualized
",-,-,-
"
TM:103: Hustlerz Ambition
","
Young Jeezy
",55,3,18
"
Ceremonials
","
Florence + The Machine
",58,6,25
"
The Best Of Lionel Richie: 20th Century Masters The Millennium Collection
","
Lionel Richie
",68,63,39
"
A Different Kind Of Truth
","
Van Halen
",54,2,11
"
Hands All Over
","
Maroon 5
",82,2,79
"
Scary Monsters And Nice Sprites (EP)
","
Skrillex
",66,49,46
"
Doo-Wops & Hooligans
","
Bruno Mars
",53,3,81
"
Radio Music Society
","
Esperanza Spalding
",59,10,5
"
 Sublime
","
Sublime
",184,13,109
"
Mylo Xyloto
","
Coldplay
",69,1,26
"
The Good Life
","
Trip Lee
",17,17,2
"
You Get What You Give
","
Zac Brown Band
",71,1,83
"
Clear As Day
","
Scotty McCreery
",65,1,29
"
The Power Within
","
DragonForce
",-,-,-
"
Blessings
","
Laura Story
",-,63,30
"
A Wasteland Companion
","
M. Ward
",21,21,2
"
Kidz Bop 21
","
Kidz Bop Kids
",73,2,14
"
Dedicated
","
Wilson Phillips
",56,29,3
"
The Definitive Collection
","
Lionel Richie
",60,19,60
"
Clancy's Tavern
","
Toby Keith
",78,5,26
"
Tha Carter IV
","
Lil Wayne
",70,1,34
"
The Lateness Of The Hour
","
Alex Clare
",86,82,4
"
Greatest Hits
","
The Band
",-,-,-
"
Best Of Bowie
","
David Bowie
",-,70,21
"
The Lumineers
","
The Lumineers
",77,45,3
"
Speak Now
","
Taylor Swift
",75,1,78
"
How Great Is Our God: The Essential Collection
","
Chris Tomlin
",-,40,19
"
Emotional Traffic
","
Tim McGraw
",80,2,13
"
Watch The Throne
","
Jay Z Kanye West
",79,1,37
"
Torches
","
 Foster The People
",64,8,48
"
American Capitalist
","
Five Finger Death Punch
",88,3,28
"
Long Gone Daddy
","
Hank Williams III
",-,-,-
"
Megalithic Symphony
","
AWOLNATION
",129,93,31
"
Break It Yourself
","
Andrew Bird
",198,10,7
"
Saturday Night Fever
","
Soundtrack
",-,1,134
"
The Muppets
","
Soundtrack
",50,38,15
"
My Life II...The Journey Continues (Act 1)
","
Mary J. Blige
",100,5,22
"
Planet Pit
","
Pitbull
",93,7,44
"
Stars And Satellites
","
Trampled By Turtles
",32,32,2
"
4
","
Beyonce
",89,1,43
"
Back In New Orleans
","
Various Artists
",92,92,2
"
The Eminem Show
","
Eminem
",-,1,110
"
Recovery
","
Eminem
",99,1,96
"
Lioness: Hidden Treasures
","
Amy Winehouse
",192,5,20
"
Come To The Well
","
Casting Crowns
",104,2,27
"
The Foundation
","
Zac Brown Band
",101,9,178
"
True Defiance
","
Demon Hunter
",36,36,2
"
Open Invitation
","
Tyrese
",174,9,25
"
Live At El Morro, Puerto Rico
","
Yanni
",-,-,-
"
Home
","
Dierks Bentley
",107,7,11
"
Cole World: The Sideline Story
","
J. Cole
",97,1,30
"
It Won't Be Soon Before Long
","
Maroon 5
",-,1,84
"
Extended Versions
","
Foreigner
",-,88,10
"
Greatest Hits
","
Shania Twain
",-,2,71
"
Top 25 Praise Songs 2012 Edition
","
Various Artists
",76,26,7
"
The Bodyguard
","
Whitney Houston
",106,1,152
"
The Fresh Beat Band: Music From The Hit TV Show
","
Soundtrack
",111,21,12
"
MTV Unplugged
","
Florence + The Machine
",51,51,2
"
All American (EP)
","
Hoodie Allen
 ",10,10,2
"
Good Girl Gone Bad
","
Rihanna
",-,2,99
"
Graveyard Of Empires
","
Evans Blue
",-,-,-
"
 Marley: The Original Soundtrack (Soundtrack)
","
Bob Marley And The Wailers
",-,-,-
"
The OF Tape Vol. 2
","
Odd Future
",85,5,5
"
Nothing But The Beat
","
David Guetta
",108,5,31
"
My Beautiful Dark Twisted Fantasy
","
Kanye West
",-,1,46
"
Weezer
","
Weezer
",-,16,77
"
Journey's Greatest Hits
","
Journey
",84,10,211
"
Life At Best
","
Eli Young Band
",112,6,24
"
Greatest Hits
","
2Pac
",-,3,77
"
Save Me, San Francisco
","
Train
",-,17,101
"
Rubber Factory
","
The Black Keys
",-,131,2
"
The Last Waltz (Soundtrack)
","
The Band
",-,16,21
"
WOW Gospel 2012
","
Various Artists
",114,30,13
"
Rolling Papers
","
Wiz Khalifa
",120,2,52
"
2012 Grammy Nominees
","
Various Artists
",113,4,13
"
WOW Hits 2012
","
Various Artists
",146,35,30
"
Precious Memories
","
Alan Jackson
",94,4,87
"
Barefoot Blue Jean Night
","
Jake Owen
",118,6,32
"
 In The Time Of Gods
","
Dar Williams
",-,-,-
"
The Best Of Lynyrd Skynyrd: 20th Century Masters The Millennium Collection
","
Lynyrd Skynyrd
",115,60,89
"
The Marshall Mathers LP
","
Eminem
",158,1,128
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",132,67,107
"
Hell On Heels
","
Pistol Annies
",134,5,35
"
Gold
","
Britt Nicole
",144,41,4
"
Ramble At The Ryman
","
Levon Helm
",-,144,2
"
The Best Of Etta James: 20th Century Masters The Millennium Collection
","
Etta James
",139,32,22
"
The Very Best Of Neil Diamond: The Studio Recordings
","
Neil Diamond
",170,45,19
"
Best Of The Temptations-The 60's: 20th Century Masters...
","
The Temptations
",145,73,35
"
Need You Now
","
Lady Antebellum
",135,1,117
"
Break The Spell
","
Daughtry
",117,8,22
"
Take A Back Road
","
Rodney Atkins
",-,8,15
"
Vava Voom
","
Bassnectar
",34,34,2
"
Way Down Low
","
Kat Edmonson
",-,-,-
"
The Twilight Saga: Breaking Dawn: Part 1
","
Soundtrack
",123,4,24
"
Born This Way
","
Lady Gaga
",166,1,48
"
Duets II
","
Tony Bennett
",148,1,31
"
Greatest Hits
","
Guns N' Roses
",172,3,234
"
Loaded: The Best Of Blake Shelton
","
Blake Shelton
",147,18,68
"
Ambition
","
Wale
",130,2,25
"
Bon Iver
","
Bon Iver
",-,2,36
"
The Best Of Three Dog Night: 20th Century Masters...
","
Three Dog Night
",171,109,44
"
Memories Of A Beautiful Disaster
","
 James Durbin
",72,36,10
"
Hunter Hayes
","
Hunter Hayes
",-,18,10
"
X&Y
","
Coldplay
",-,1,66
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",124,26,219
"
The Best Of Boyz II Men: 20th Century Masters The Millennium Collection
","
Boyz II Men
",164,70,46
"
Whitney Houston
","
Whitney Houston
",125,1,174
"
The Best Of Eric Clapton: 20th Century Masters The Millennium Collection
","
Eric Clapton
",154,66,64
"
Young The Giant
","
Young The Giant
",-,42,22
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",-,3,98
"
Beyond Magnetic (EP)
","
Metallica
",-,29,12
"
Fearless
","
Taylor Swift
",141,1,180
"
Scars & Stories
","
The Fray
",119,4,11
"
Wasting Light
","
Foo Fighters
",149,1,54
"
Greatest Hits Volume 1
","
Rascal Flatts
",128,6,131
"
NOW 40
","
Various Artists
",156,3,24
"
4X4=12
","
deadmau5
",159,47,58
"
Sweeter
","
Gavin DeGraw
",142,8,17
