Song, Artist, Last Week, Peak Position, Weeks on Chart
"Not Too Late","Norah Jones",-,1,3
"
In My Songs
","
Gerald Levert
",-,-,-
"
Grammy Nominees 2007
","
Various Artists
",7,3,4
"
Corinne Bailey Rae
","
Corinne Bailey Rae
",9,4,35
"
Infinity On High
","
Fall Out Boy
",1,1,2
"
The Evolution Of Robin Thicke
","
Robin Thicke
",6,6,20
"
FutureSex/LoveSounds
","
Justin Timberlake
",10,1,23
"
Taking The Long Way
","
Dixie Chicks
",72,1,39
"
Daughtry
","
Daughtry
",3,1,13
"
Continuum
 ","
John Mayer
",29,2,23
"
Konvicted
","
Akon
",4,2,14
"
 Stadium Arcadium
","
Red Hot Chili Peppers
",39,1,41
"
Some Hearts
","
Carrie Underwood
",19,2,66
"
West
","
Lucinda Williams
",-,-,-
"
All The Right Reasons
","
Nickelback
",15,1,72
"
Loose
","
Nelly Furtado
",16,1,35
"
Me And My Gang
","
Rascal Flatts
",21,1,46
"
Dreamgirls
","
Soundtrack
",14,1,11
"
Awake
","
Josh Groban
",17,2,15
"
The Dutchess
","
Fergie
",26,3,22
"
The Breakthrough
","
Mary J. Blige
",57,1,61
"
Late Night Special
","
Pretty Ricky
",13,1,4
"
Once Again
","
John Legend
",51,3,17
"
Reflections (A Retrospective)
","
Mary J. Blige
",37,9,10
"
B'Day
","
Beyonce
",25,1,24
"
 The Sweet Escape
","
Gwen Stefani
",27,3,11
"
Love, Pain & The Whole Crazy Thing
","
Keith Urban
",36,3,15
"
Jump In!
","
Soundtrack
",24,3,6
"
Katharine McPhee
","
Katharine McPhee
",11,2,3
"
Wincing The Night Away
","
The Shins
",20,2,4
"
A New Journey
","
Celtic Woman
",18,4,3
"
NOW 23
","
Various Artists
",28,1,15
"
Headstrong
","
Ashley Tisdale
",5,5,2
"
Hannah Montana
","
Soundtrack
",33,1,17
"
Van Morrison At The Movies
","
Van Morrison
",-,-,-
"
Love
","
The Beatles
",41,4,13
"
The Inspiration
","
Young Jeezy
",32,1,10
"
If You're Going Through Hell
","
 Rodney Atkins
",35,3,31
"
Alright, Still...
","
Lily Allen
",23,20,3
"
How To Save A Life
","
The Fray
",30,14,59
"
Back To Basics
","
Christina Aguilera
",58,1,27
"
Extreme Behavior
","
Hinder
",31,6,55
"
Tyler Perry's Daddy's Little Girls
","
Soundtrack
",70,43,5
"
St. Elsewhere
","
Gnarls Barkley
",111,4,41
"
Duets: An American Classic
","
Tony Bennett
",95,3,21
"
Taylor Swift
","
Taylor Swift
",46,19,17
"
Back To Bedlam
","
James Blunt
",108,2,72
"
Release Therapy
","
Ludacris
",65,1,21
"
Time Well Wasted
","
Brad Paisley
",47,2,79
"
Oh, My Nola
","
Harry Connick, Jr.
",22,11,3
"
The Black Parade
","
My Chemical Romance
",44,2,17
"
Your Man
","
Josh Turner
",52,2,56
"
The Open Door
","
Evanescence
",45,1,20
"
Ciara: The Evolution
","
Ciara
",42,1,11
"
Waitin' In The Country
","
Jason Michael Carroll
",8,8,2
"
A Beautiful Lie
","
Thirty Seconds To Mars
",49,36,44
"
Totally Country 6
","
Various Artists
",38,18,3
"
Freedom's Road
","
John Mellencamp
",43,5,4
"
WOW Gospel 2007
","
Various Artists
",40,21,3
"
Eminem Presents: The Re-Up
","
 Various Artists
",48,2,11
