Song, Artist, Last Week, Peak Position, Weeks on Chart
"The Massacre","50 Cent",-,1,3
"
Now 18
","
Various Artists
",-,-,-
"
In Between Dreams
","
Jack Johnson
",2,2,3
"
American Idiot
 ","
Green Day
",5,1,26
"
The Documentary
","
The Game
",3,1,9
"
Breakaway
","
Kelly Clarkson
",6,3,16
"
Rebirth
","
Jennifer Lopez
",4,2,3
"
Hot Fuss
","
The Killers
",8,8,40
"
Get Lifted
","
John Legend
",9,4,12
"
Genius Loves Company
","
Ray Charles
",7,1,29
"
Super Saucy
","
Baby Bash
",-,-,-
"
Encore
","
Eminem
",10,1,19
"
Goodies
","
Ciara
",20,3,25
"
Confessions
","
Usher
",11,1,52
"
Seventeen Days
","
3 Doors Down
",14,1,6
"
Chain Letter
","
Brooke Valentine
",-,-,-
"
Love. Angel. Music. Baby.
","
Gwen Stefani
",16,7,17
"
Kerosene
","
Miranda Lambert
",-,-,-
"
O
","
Omarion
",12,1,4
"
The Red Light District
","
 Ludacris
",18,1,15
"
Free Yourself
","
Fantasia
",19,8,17
"
Feels Like Today
","
Rascal Flatts
",23,1,25
"
Songs About Jane
","
Maroon 5
",22,6,97
"
Greatest Hits
","
Crosby, Stills & Nash
",-,-,-
"
Frances The Mute
","
The Mars Volta
",13,4,3
"
Totally Country Vol. 4
","
Various Artists
",29,5,6
"
Ray (Soundtrack)
","
Ray Charles
",21,9,22
"
Turning Point
","
Mario
",27,13,15
"
Kidz Bop 7
","
Kidz Bop Kids
",32,7,4
"
Beautiful Soul
","
Jesse McCartney
",30,24,25
"
Be As You Are: Songs From An Old Blue Chair
","
Kenny Chesney
",17,1,8
"
Crunk Juice
","
Lil Jon & The East Side Boyz
",24,3,19
"
Greatest Hits
","
Shania Twain
",26,2,19
"
Here For The Party
","
Gretchen Wilson
",25,2,45
"
Urban Legend
","
T.I.
",28,7,16
"
Destiny Fulfilled
","
Destiny's Child
",35,2,19
"
All The Best
","
Tina Turner
",31,2,7
"
Barrio Fino
","
Daddy Yankee
",36,36,19
"
How To Dismantle An Atomic Bomb
","
U2
",54,1,17
"
Live Like You Were Dying
","
Tim McGraw
",33,1,30
"
It's Time
","
Michael Buble
",37,7,6
"
The Diary Of Alicia Keys
","
Alicia Keys
",38,1,68
"
When The Sun Goes Down
","
Kenny Chesney
",45,1,59
"
Trouble
","
Akon
",62,38,38
"
Greatest Hits 2
","
Toby Keith
",42,3,19
"
Disneymania 3: Music Stars Sing Disney ...Their Way!
","
Various Artists
",48,43,5
"
Now 17
","
Various Artists
",34,1,20
"
Crossfade
","
Crossfade
",50,47,36
"
Three Cheers For Sweet Revenge
","
My Chemical Romance
",56,48,28
"
Everything's OK
","
The Reverend Al Green
",-,-,-
"
Greatest Hits
","
Guns N' Roses
",46,3,52
"
Heavier Things
","
John Mayer
",51,1,78
"
Red, White & Crue
","
Motley Crue
",41,6,7
"
Grammy Nominees 2005
","
Various Artists
",44,4,7
"
Garden State
","
Soundtrack
",53,20,32
"
Mafia
","
Black Label Society
",15,15,2
"
Mud On The Tires
","
Brad Paisley
",68,8,87
"
The Beekeeper
","
Tori Amos
",39,5,4
"
Thug Matrimony: Married To The Streets
","
Trick Daddy
",57,2,21
"
Suit
","
Nelly
",49,1,27
"
 50 Number Ones
","
George Strait
",58,1,24
"
R&G (Rhythm & Gangsta): The Masterpiece
","
Snoop Dogg
",52,6,18
"
Closer
","
Josh Groban
",43,1,71
"
Horse Of A Different Color
","
Big & Rich
",63,6,46
"
There's More Where That Came From
","
Lee Ann Womack
",55,12,6
"
Mind Body & Soul
","
Joss Stone
",64,11,25
"
My Kind Of Livin'
","
Craig Morgan
",40,40,2
"
Mas Flow 2
","
Luny Tunes & Baby Ranks
",-,-,-
"
Twice The Speed Of Life
","
Sugarland
",74,69,9
"
We Are Not Alone
","
Breaking Benjamin
",71,20,38
"
Hopes And Fears
","
Keane
",67,45,36
"
MTV Ultimate Mash-Ups Presents: Collision Course
","
Jay-Z/Linkin Park
",59,1,16
"
Los Lonely Boys
","
Los Lonely Boys
",60,9,56
"
Getting Away With Murder
","
Papa Roach
",72,17,29
