Song, Artist, Last Week, Peak Position, Weeks on Chart
"Most Wanted","Hilary Duff",-,1,1
"
Time Well Wasted
","
Brad Paisley
",-,-,-
"
The Emancipation Of Mimi
","
Mariah Carey
",4,1,19
"
Now 19
","
Various Artists
",2,1,5
"
Don't Tread On Me
","
311
",-,-,-
"
Monkey Business
","
The Black Eyed Peas
",5,2,11
"
Chapter V
","
Staind
",1,1,2
"
Fireflies
","
Faith Hill
",3,1,3
"
Breakaway
","
Kelly Clarkson
",9,3,38
"
Let's Get It: Thug Motivation 101
","
Young Jeezy
",6,2,4
"
Hot Fuss
","
The Killers
",29,7,62
"
X&Y
","
Coldplay
",7,1,11
"
American Idiot
","
Green Day
",14,1,48
"
Demon Days
","
Gorillaz
",8,6,13
"
Greetings From Imrie House
","
The Click Five
",-,-,-
"
Feels Like Today
","
Rascal Flatts
",12,1,47
"
From Under The Cork Tree
","
Fall Out Boy
",13,9,16
"
Wanted
","
Bow Wow
",10,3,6
"
Twice The Speed Of Life
","
Sugarland
",24,16,31
"
Love. Angel. Music. Baby.
 ","
Gwen Stefani
",15,5,39
"
Be Here
","
Keith Urban
",11,3,48
"
U.S.A.: United State Of Atlanta
","
Ying Yang Twins
",18,2,8
"
Who Is Mike Jones?
","
Mike Jones
",20,3,18
"
In Your Honor
","
Foo Fighters
",16,2,10
"
Retaliation
","
Dane Cook
",22,4,4
"
In Between Dreams
","
 Jack Johnson
",30,2,25
"
Mezmerize
","
System Of A Down
",23,1,14
"
Honkytonk University
","
Toby Keith
",27,2,14
"
TP.3 Reloaded
","
R. Kelly
",21,1,7
"
It's Time
","
Michael Buble
",53,7,28
"
Move Along
","
The All-American Rejects
",28,6,6
"
Kidz Bop 8
","
Kidz Bop Kids
",25,6,3
"
Blue-Sky Research
","
Taproot
",-,-,-
"
Discovering The Waterfront
","
Silverstein
",-,-,-
"
The Massacre
","
50 Cent
",32,1,25
"
Into The Rush
","
Aly & AJ
",-,-,-
"
The Dukes Of Hazzard
","
Soundtrack
",26,26,19
"
The Cookbook
","
Missy Elliott
",31,2,7
"
Three Cheers For Sweet Revenge
","
My Chemical Romance
",40,39,50
"
Moonlight Serenade
","
Carly Simon
",35,7,5
"
Bluestars
","
Pretty Ricky
",42,16,13
"
Why Should The Fire Die?
","
Nickel Creek
",17,17,2
"
The Ultimate Collection
","
Michael McDonald
",19,19,2
"
Hustle & Flow
","
Soundtrack
",36,30,6
"
Fijacion Oral: Vol. 1
","
Shakira
",39,4,11
"
Make Believe
","
Weezer
",41,2,15
"
 Lyfe 268-192
","
Lyfe Jennings
",45,39,36
"
Lifehouse
","
Lifehouse
",37,10,22
"
Getting Away With Murder
","
Papa Roach
",51,17,51
"
Here For The Party
","
Gretchen Wilson
 ",54,2,67
"
Greatest Hits 2
","
Toby Keith
",57,3,41
"
Already Platinum
","
Slim Thug
",33,2,6
"
Jason Aldean
","
Jason Aldean
",55,37,4
"
Roc-A-Fella Presents Teairra Mari
","
Teairra Mari
",34,5,3
"
Stand Up
","
Dave Matthews Band
",59,1,15
"
Mr. A-Z
","
Jason Mraz
",38,5,4
"
Somewhere Down In Texas
","
George Strait
",46,1,8
"
Mary Mary
","
Mary Mary
",48,8,5
"
...Something To Be
","
Rob Thomas
",68,1,18
"
Wreck Of The Day
","
Anna Nalick
",64,20,18
"
Grown & Sexy
","
Babyface
",43,10,4
"
Unwritten
","
Natasha Bedingfield
",50,26,3
"
Get Behind Me Satan
","
The White Stripes
",67,3,11
"
Never Gone
","
Backstreet Boys
",52,3,10
"
The Living Room Tour
","
Carole King
",44,17,6
"
Out Of Exile
","
Audioslave
",49,1,13
"
Greatest Hits
","
Guns N' Roses
",73,3,74
"
Karma And Effect
","
Seether
",56,8,13
"
The Silence In Black And White
","
Hawthorne Heights
",61,56,35
"
Goodies
","
Ciara
",69,3,47
"
Destiny Fulfilled
 ","
Destiny's Child
",60,2,41
"
The Autumn Effect
","
10 Years
",-,-,-
"
The Way It Is
","
Keyshia Cole
",66,6,9
"
Be
","
Common
",58,2,13
"
Celtic Woman
","
Celtic Woman
",83,75,21
"
Crossfade
","
Crossfade
",75,41,58
"
Album II
","
Kem
",71,5,14
"
Tommyland: The Ride
","
Tommy Lee
",62,62,2
"
Playlist: The Offspring Greatest Hits
","
The Offspring
",63,8,9
"
Still Not Getting Any...
","
Simple Plan
",87,3,43
"
Il Divo
","
Il Divo
",70,4,18
"
MMHMM
","
Relient K
",88,15,31
"
Seventeen Days
","
3 Doors Down
",77,1,28
"
Jagged Little Pill: Acoustic
","
Alanis Morissette
",72,50,4
"
The One
","
Frankie J
",85,3,22
"
Reflection Of Something
","
Todd Agnew
",-,-,-
"
With Teeth
","
Nine Inch Nails
",84,1,16
"
Disturbing Tha Peace Presents Bobby Valentino
","
Bobby Valentino
",79,3,17
"
I Gotta Make It
","
Trey Songz
",80,20,4
"
Savage Life
","
Webbie
",76,8,7
"
Vans Warped Tour '05: 2005 Tour Compilation
","
Various Artists
",94,13,11
"
Furious
","
Soopa Villainz
",-,-,-
"
You Do Your Thing
","
Montgomery Gentry
",102,10,60
"
Get Right With The Man
","
Van Zant
",100,21,15
"
Boyz N Da Hood
","
Boyz N Da Hood
",81,5,9
"
Por Muchas Razones Te Quiero
","
Grupo Bryndis
",91,79,3
"
Guero
","
Beck
",96,2,21
"
Horse Of A Different Color
","
Big & Rich
",86,6,68
"
When The Sun Goes Down
","
Kenny Chesney
",92,1,81
"
B5
","
B5
",82,19,5
"
Encore
","
Eminem
",95,1,41
"
Naked
","
Marques Houston
",103,13,13
"
Twelve Eighteen: Part I
","
Lil Rob
",89,31,4
"
Get Lifted
","
John Legend
",99,4,34
"
Trouble
","
Akon
",90,18,60
"
Modern Day Drifter
","
Dierks Bentley
",111,6,15
"
Looking For Lucky
","
Hootie & The Blowfish
",47,47,2
"
Barrio Fino
","
Daddy Yankee
",97,26,41
"
City Of Evil
 ","
Avenged Sevenfold
",110,30,11
"
Chariot - Stripped
","
Gavin DeGraw
",98,56,56
"
Reborn
","
Stryper
",-,-,-
"
The Phantom Of The Opera
","
Soundtrack
",106,16,39
"
The Very Best Of The Eagles
","
Eagles
",108,3,54
"
The Source Presents: Hip Hip Hits 10
","
Various Artists
",101,60,4
"
Rock Angelz
","
Bratz
",93,79,4
"
Live Like You Were Dying
","
Tim McGraw
",107,1,52
"
Greatest Hits
","
Shania Twain
",114,2,41
