Song, Artist, Last Week, Peak Position, Weeks on Chart
"Keep On Loving You","Reba",-,1,1
"
Twang
","
George Strait
",1,1,2
"
Ursa Major
 ","
Third Eye Blind
",-,-,-
"
Only By The Night
","
Kings Of Leon
",5,4,48
"
The E.N.D.
","
The Black Eyed Peas
",3,1,11
"
Hot August Night/NYC: Live From Madison Square Garden
","
Neil Diamond
",2,2,2
"
Hannah Montana: The Movie
","
Soundtrack
",14,1,22
"
Fearless
","
Taylor Swift
",9,1,41
"
Leave This Town
","
Daughtry
",8,1,6
"
NOW 31
","
Various Artists
",6,1,8
"
BLACKsummers'night
","
Maxwell
",7,1,7
"
Imperial Blaze
","
Sean Paul
",-,-,-
"
The Foundation
","
Zac Brown Band
",13,11,40
"
Turn Me Loose
","
Ledisi
",-,-,-
"
Hannah Montana 3
","
Soundtrack
",12,2,7
"
Wide Open
","
Jason Aldean
",17,4,20
"
The Fame
","
Lady Gaga
",16,4,43
"
Armistice
","
MuteMath
",-,-,-
"
Loso's Way (Soundtrack)
","
Fabolous
",15,1,4
"
Justin Moore
","
Justin Moore
",10,10,2
"
LIVE On The Inside
","
Sugarland
",11,1,3
"
Relapse
","
Eminem
",19,1,14
"
Learn To Live
","
Darius Rucker
",22,5,49
"
Dark Horse
","
Nickelback
",24,2,40
"
Here We Go Again
 ","
Demi Lovato
",18,1,5
"
Gloriana
","
Gloriana
",20,3,3
"
The Sound Of Madness
","
Shinedown
",29,8,61
"
Wizards Of Waverly Place
","
Soundtrack
",27,24,3
"
Kidz Bop 16
","
Kidz Bop Kids
",21,8,3
"
Hot Mess
","
Cobra Starship
",4,4,2
"
Love On The Inside
","
Sugarland
",30,1,57
"
Lady Antebellum
","
Lady Antebellum
",34,4,71
"
Lines, Vines And Trying Times
","
Jonas Brothers
",26,1,10
"
Defying Gravity
","
Keith Urban
",43,1,21
"
American Saturday Night
","
Brad Paisley
",31,2,8
"
21st Century Breakdown
","
Green Day
",28,1,15
"
Release
","
Sister Hazel
",-,-,-
"
Greatest Hits II
","
Kenny Chesney
",36,3,14
"
Unstoppable
","
Rascal Flatts
",35,1,20
"
I Am...Sasha Fierce
","
Beyonce
",44,1,40
"
Opus Collection
","
Creedence Clearwater Revival
",33,25,3
"
Big Whiskey And The GrooGrux King
","
Dave Matthews Band
",41,1,12
"
Hello Fascination
","
Breathe Carolina
",-,-,-
"
Little Bit Of Everything
","
Billy Currington
",49,13,28
"
Taylor Swift
","
Taylor Swift
",46,5,148
"
(500) Days Of Summer
","
Soundtrack
",42,42,6
"
Smash The Control Machine
","
Otep
",-,-,-
"
Twilight
","
Soundtrack
",45,1,42
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",39,3,67
"
I Get Around
","
K'Jon
",32,12,3
"
Scars & Souvenirs
","
Theory Of A Deadman
",50,26,73
"
Jeremih
","
Jeremih
",40,6,8
"
Viva La Vida or Death And All His Friends
","
Coldplay
",88,1,62
"
Funhouse
","
P!nk
 ",51,2,43
"
No One's First, And You're Next (EP)
","
Modest Mouse
",38,15,3
"
Want
","
3OH!3
",59,44,40
"
The Fray
","
The Fray
",37,1,29
"
Chickenfoot
","
Chickenfoot
",56,4,12
"
Cradlesong
","
Rob Thomas
",52,3,8
"
Felony
","
Emmure
",-,-,-
"
Category F5
","
Twista
",53,8,6
"
Nothing Personal
","
All Time Low
",57,4,7
"
Battlefield
","
Jordin Sparks
",54,7,5
"
Wilco (The Album)
","
Wilco
",75,4,8
"
Swan Songs
","
Hollywood Undead
",61,22,51
"
Epiphany
","
Chrisette Michele
",60,1,16
"
My Weakness Is Strong
","
Patton Oswalt
",-,-,-
"
In A Perfect World...
","
Keri Hilson
",69,4,22
"
Kate Earl
","
Kate Earl
",-,-,-
"
Slaughterhouse
","
Slaughterhouse
",25,25,2
"
I'm About To Come Alive
","
David Nail
",-,-,-
"
Ocean Eyes
","
Owl City
",76,27,6
"
Live At The Meadowlands
","
Frank Sinatra
",58,52,6
"
Wolfgang Amadeus Phoenix
","
Phoenix
",65,37,15
"
Tri-Polar
","
Sick Puppies
",78,31,6
"
One Of The Boys
","
Katy Perry
",66,9,62
"
Mamma Mia!
","
Soundtrack
",68,1,59
"
Transformers: Revenge Of The Fallen: The Album
","
Soundtrack
",63,7,9
"
Horehound
","
The Dead Weather
",71,6,6
"
All I Ever Wanted
","
Kelly Clarkson
",67,1,24
"
NOW 30
","
Various Artists
",70,1,22
"
Jessie James
","
Jessie James
",23,23,2
"
No Line On The Horizon
 ","
U2
",79,1,25
"
Cage The Elephant
","
Cage The Elephant
",82,67,19
"
Dorrough Music
","
Dorrough
",64,36,3
"
Vans Warped Tour: 2009 Tour Compilation
","
Various Artists
",86,45,11
"
Bright Nights Dark Days
","
Cavo
",47,47,2
