Song, Artist, Last Week, Peak Position, Weeks on Chart
"
We Started Nothing
","
The Ting Tings
",131,78,41
"
Innocence & Instinct
","
Red
",162,15,15
"
The Hazards Of Love
","
The Decemberists
",142,14,10
"
Fantasies
","
Metric
",149,76,6
"
The Rebirth
","
Bobby V
",-,7,9
"
Outer South
","
Conor Oberst And The Mystic Valley Band
",94,40,3
"
Carolina
","
Eric Church
",138,17,9
"
Don't Forget
","
Demi Lovato
",134,2,33
"
Middle Cyclone
","
Neko Case
",141,3,12
"
Live In London
","
Leonard Cohen
",154,76,8
"
Troubadour
","
George Strait
",158,1,60
"
The Recession
","
Young Jeezy
",171,1,38
"
Nothing But The Best
","
Frank Sinatra
",156,2,54
"
Boss Of All Bosses
","
Slim Thug
",133,15,9
"
 Wolfgang Amadeus Phoenix
","
Phoenix
",76,76,2
"
Live At The Meadowlands
","
Frank Sinatra
",169,88,3
"
Take It To The Limit
","
Hinder
",155,4,29
"
I Told You So: The Ultimate Hits Of Randy Travis
","
Randy Travis
",148,21,10
"
Passione
","
Paul Potts
",86,33,3
"
Appeal To Reason
","
Rise Against
",174,3,33
"
3 Doors Down
","
3 Doors Down
",184,1,52
"
WOW Gospel 2009: 30 Of The Year's Top Gospel Artists And Songs
","
Various Artists
",140,27,17
"
Coaster
","
NOFX
",120,36,4
"
Divided By Night
","
The Crystal Method
",38,38,2
"
Dance Or Die With A Vengeance
","
Family Force 5
",-,-,-
"
Crash
","
Decyfer Down
",128,66,3
"
Working On A Dream
","
Bruce Springsteen
",129,1,17
"
Approaching Normal
","
Blue October
",160,13,9
"
It's Frightening
","
White Rabbits
",-,-,-
"
Folie A Deux
","
Fall Out Boy
",193,8,22
"
Actor
","
St. Vincent
",135,90,3
"
Angels & Demons
","
Soundtrack
",150,150,2
"
A New Hallelujah
","
Michael W. Smith
",152,19,30
"
Easy Star's Lonely Hearts Dub Band
","
Easy Star All-Stars
",-,117,2
"
El Patron
","
Tito "El Bambino" El Patron
",166,138,9
"
Spirit
","
Leona Lewis
",136,1,59
"
35 Biggest Hits
","
Toby Keith
",177,2,55
"
Revelation
","
Third Day
",143,6,43
"
David Archuleta
","
David Archuleta
",161,2,28
"
Overcome
","
All That Remains
",186,16,17
"
High School Musical 3: Senior Year
","
Soundtrack
",163,2,31
"
We All Are One (Live In Detroit)
","
Donnie McClurkin
",126,26,8
"
Son Of A Preacher Man
","
John Rich
",151,16,9
"
Black Ice
","
AC/DC
",181,1,31
"
That Don't Make Me A Bad Guy
","
Toby Keith
",175,5,30
