Song, Artist, Last Week, Peak Position, Weeks on Chart
"Feels Like Home","Norah Jones",-,1,2
"
The College Dropout
","
Kanye West
",2,2,2
"
Fallen
","
Evanescence
",7,3,51
"
Speakerboxxx/The Love Below
","
OutKast
",4,1,22
"
When The Sun Goes Down
","
Kenny Chesney
",3,1,3
"
Closer
","
Josh Groban
",5,1,15
"
I Don't Want You Back
","
Eamon
",-,-,-
"
Kamikaze
","
Twista
",8,1,4
"
The Very Best Of Sheryl Crow
","
Sheryl Crow
",11,2,16
"
A Crow Left Of The Murder...
","
Incubus
",9,2,3
"
Jackpot
","
Chingy
",20,2,32
"
Only You
","
Harry Connick, Jr.
",6,5,3
"
In The Zone
","
Britney Spears
",21,1,14
"
Songs About Jane
","
Maroon 5
",32,14,41
"
In This Skin
","
Jessica Simpson
",19,10,27
"
The Long Road
","
Nickelback
",22,6,22
"
Soulful
","
Ruben Studdard
",16,1,11
"
Dangerously In Love
","
Beyonce
",12,1,35
"
2004 Grammy Nominees
","
Various Artists
",10,4,5
"
The Diary Of Alicia Keys
","
Alicia Keys
",17,1,12
"
Shock'n Y'All
 ","
Toby Keith
",13,1,16
"
Now 14
","
Various Artists
",24,3,16
"
Come Away With Me
","
Norah Jones
",18,1,104
"
Chicken*N*Beer
","
Ludacris
",30,1,20
"
Beg For Mercy
","
G Unit
",33,2,15
"
The Singles 1992-2003
","
No Doubt
 ",25,2,13
"
The Black Album
","
JAY-Z
",27,1,15
"
Motown
","
Michael McDonald
",14,14,31
"
Greatest Hits Volume II
","
Alan Jackson
",23,19,10
"
50 First Dates
","
Soundtrack
",80,30,2
"
Metamorphosis
","
Hilary Duff
",31,1,26
"
Meteora
","
Linkin Park
",34,1,48
"
Lucky
","
Melissa Etheridge
",15,15,2
"
Long Black Train
","
Josh Turner
",35,29,19
"
All That We Let In
","
Indigo Girls
",-,-,-
"
Permission To Land
","
The Darkness
",48,36,10
"
Afterglow
","
Sarah McLachlan
",26,2,16
"
Blink-182
","
Blink-182
",49,3,14
"
Private Room
","
Avant
",46,18,11
"
Life For Rent
","
Dido
",37,4,21
"
Start Something
","
Lostprophets
",73,33,3
"
Get Born
","
Jet
",60,40,20
"
Barbershop 2: Back In Business
","
Soundtrack
",36,18,3
"
Away From The Sun
","
3 Doors Down
 ",45,8,67
"
Terrorist Threats
","
Westside Connection
",50,16,11
"
Me & My Brother
","
Ying Yang Twins
",62,11,23
"
Dance With My Father
","
Luther Vandross
",28,1,37
"
The Battle For Everything
","
Five For Fighting
",43,20,3
"
As Time Goes By ... The Great American Songbook Vol. II
","
Rod Stewart
",29,2,18
"
The Cheetah Girls (EP)
","
Soundtrack
",64,33,28
"
The Best Of Keith Sweat: Make You Sweat
","
Keith Sweat
",61,31,6
"
 Fired Up!
","
Various Artists
",51,14,4
"
Elephunk
","
The Black Eyed Peas
",52,26,35
"
Juve The Great
","
Juvenile
",63,28,9
"
A Rush Of Blood To The Head
","
Coldplay
",40,5,78
"
Confessions Of A Teenage Drama Queen
","
Soundtrack
",-,-,-
"
Measure Of A Man
","
Clay Aiken
",41,1,19
"
This Is Not A Test!
","
Missy Elliott
",69,13,13
"
Elephant
","
The White Stripes
 ",44,6,47
"
Kings Of Crunk
","
Lil Jon & The East Side Boyz
",79,14,69
"
Page Avenue
","
Story Of The Year
",116,61,11
"
Hell And Back
","
Drag-On
",47,47,2
"
Get Rich Or Die Tryin'
","
50 Cent
",65,1,55
"
Da Derrty Versions - The Reinvention
","
 Nelly
",76,12,13
"
The Reason
","
Hoobastank
",95,45,11
"
The Very Best Of The Eagles
","
Eagles
",59,3,18
"
The Beautiful Letdown
","
Switchfoot
",94,57,48
"
Queer Eye For The Straight Guy
","
Soundtrack
",39,39,2
"
Stripped
","
Christina Aguilera
",66,2,69
"
Audioslave
","
Audioslave
",71,7,66
"
The Soul Sessions (EP)
","
Joss Stone
",126,71,15
"
Golden Road
 ","
Keith Urban
",78,11,72
"
Trap Muzik
","
T.I.
",110,4,25
"
The Young And The Hopeless
","
Good Charlotte
",83,7,73
"
 WOW Gospel 2004
","
Various Artists
",81,27,4
"
You Got Served
","
Soundtrack
",86,34,9
"
Tupac: Resurrection
","
Soundtrack
",101,2,15
