Song, Artist, Last Week, Peak Position, Weeks on Chart
"Mandatory Fun",""Weird Al" Yankovic",-,1,1
"
YES!
","
Jason Mraz
",-,-,-
"
The Black Market
","
Rise Against
",-,-,-
"
Kidz Bop 26
","
Kidz Bop Kids
",-,-,-
"
Frozen
","
Soundtrack
",2,1,34
"
In The Lonely Hour
","
Sam Smith
",3,2,5
"
x
","
Ed Sheeran
",5,1,4
"
NOW 50
","
Various Artists
",7,1,11
"
 Trigga
","
Trey Songz
",4,1,3
"
Based On A True Story ...
","
Blake Shelton
",63,3,69
"
Strange Desire
","
Bleachers
",-,-,-
"
Friends & Lovers
","
Marsha Ambrosius
",-,-,-
"
Platinum
","
Miranda Lambert
",9,1,7
"
World Peace Is None Of Your Business
","
Morrissey
",-,-,-
"
Just As I Am
","
Brantley Gilbert
",11,2,9
"
You Can't Stop Me
","
Suicide Silence
",-,-,-
"
Talk Dirty
","
Jason Derulo
",54,4,14
"
Ultraviolence
","
Lana Del Rey
",10,1,5
"
1000 Forms Of Fear
","
Sia
",1,1,2
"
Pure Heroine
","
Lorde
",29,3,42
"
Redeemer Of Souls
","
Judas Priest
",6,6,2
"
The New Classic
","
Iggy Azalea
",16,3,13
"
Begin Again: Music From And Inspired By The Original Motion Picture
","
Soundtrack
",30,23,3
"
Ghost Stories
","
Coldplay
",14,1,9
"
Crash My Party
","
Luke Bryan
",20,1,49
"
Native
","
OneRepublic
",22,4,69
"
All-Time Greatest Hits
","
Neil Diamond
",15,15,2
"
Jersey Boys
","
Soundtrack
",21,15,4
"
Wild Animals
","
Trampled By Turtles
",-,-,-
"
Don't Kill The Magic
","
MAGIC!
 ",12,6,3
"
The Hunting Party
","
Linkin Park
",23,3,5
"
Here's To The Good Times
","
Florida Georgia Line
",25,4,85
"
Xscape
","
Michael Jackson
",18,2,10
"
Lazaretto
","
Jack White
",24,1,6
"
The Blessed Unrest
","
Sara Bareilles
",130,2,49
"
Night Visions
","
Imagine Dragons
",33,2,98
"
Love In The Future
","
John Legend
",31,4,46
"
NOW That's What I Call Country: Volume 7
","
Various Artists
",32,10,7
"
Lunatic
","
KONGOS
",88,39,14
"
No Sleep
","
Volumes
",-,-,-
"
Turn Blue
","
The Black Keys
",38,1,10
"
Isolate And Medicate
","
Seether
",19,4,3
"
Wish I Was Here
","
Soundtrack
",-,-,-
"
CSNY 1974
","
Crosby, Stills, Nash & Young
",36,36,2
"
Thanks For Listening
","
Colt Ford
",28,10,3
"
AM
","
Arctic Monkeys
",37,6,45
"
Terms Of My Surrender
","
John Hiatt
",-,-,-
"
G I R L
","
Pharrell Williams
",35,2,20
"
The Outsiders
","
Eric Church
",42,1,23
"
PRISM
","
Katy Perry
",45,1,39
