Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Quiet Nights
","
Diana Krall
",101,3,16
"
Veckatimest
","
Grizzly Bear
",119,8,8
"
NOW That's What I Call The 80s Vol. 2
","
Various Artists
",65,37,3
"
 Incredibad
","
The Lonely Island
",108,13,23
"
Over And Underneath
","
Tenth Avenue North
",126,122,20
"
Kidz Bop 15
","
Kidz Bop Kids
",116,7,23
"
Carolina
","
Eric Church
",122,17,17
"
City Of Black & White
","
Mat Kearney
",129,13,9
"
Uncle Charlie
","
Charlie Wilson
",111,2,22
"
Mamma Mia!
 ","
Soundtrack
",138,1,54
"
Wait For Me
","
Moby
",70,22,3
"
Appeal To Reason
","
Rise Against
",139,3,41
"
Blackout! 2
","
Method Man & Redman
",113,7,9
"
The Airborne Toxic Event
","
The Airborne Toxic Event
",124,108,22
"
WOW Hits 2009
","
Various Artists
",130,31,41
"
Let The Truth Be Told
","
Laura Izibor
",82,27,5
"
Sleep Through The Static
","
Jack Johnson
",141,1,60
"
Blood Oath
","
Suffocation
",-,-,-
"
Indestructible
","
Disturbed
",135,1,59
"
Picket Fence Cartel
","
Project 86
",-,-,-
"
Kerry Douglas Presents: Gospel Truth Magazine: Gospel Mix Volume III
","
Various Artists
",140,76,3
"
Gold
","
Michael Jackson
",-,139,2
"
808s & Heartbreak
","
Kanye West
",125,1,34
"
No Time To Bleed
","
Suicide Silence
",83,32,3
"
We Started Nothing
","
The Ting Tings
",143,78,49
"
Back On My B.S.
","
Busta Rhymes
",117,5,9
"
Anything Goes
","
Randy Houser
",149,101,9
"
When The World Comes Down
","
The All-American Rejects
",146,15,31
"
Saving Abel
","
 Saving Abel
",154,49,65
"
127 Rose Avenue
","
Hank Williams Jr.
",110,19,5
"
Together Through Life
","
Bob Dylan
",131,1,12
"
World Is Africa
","
Various Artists
",123,96,3
"
The Last Kiss
","
Jadakiss
",148,3,15
"
Feel That Fire
","
Dierks Bentley
",145,3,24
"
Classique
","
Will Downing
",92,22,5
"
Hello Love
","
Chris Tomlin
",178,9,46
"
Octahedron
","
The Mars Volta
",99,12,4
"
Metamorphosis
","
Papa Roach
",161,8,17
"
Freedom
","
Akon
",132,7,33
"
Fireproof
","
Soundtrack
",-,-,-
"
Nothing But The Best
","
Frank Sinatra
",134,2,62
"
Circus
","
Britney Spears
",153,1,33
"
A New Hallelujah
","
Michael W. Smith
",181,19,35
"
Farm
","
Dinosaur Jr.
",112,29,4
"
Death Magnetic
","
Metallica
",147,1,45
"
Glory Revealed II: The Word Of God In Worship
","
Various Artists
",-,-,-
"
Live From Madison Square Garden
","
Eric Clapton And Steve Winwood
",120,14,9
"
Mitchel Musso
","
Mitchel Musso
",127,19,7
"
A Higher Place
","
 Born Of Osiris
",73,73,2
"
[a_CROSS//the_EARTH] : : Tear Down The Walls
","
Hillsong UNITED
",160,21,8
"
With Roots Above And Branches Below
","
The Devil Wears Prada
",176,11,10
"
The High End Of Low
","
Marilyn Manson
",144,4,8
"
Grand
","
Matt And Kim
",-,170,2
"
El Patron
","
Tito "El Bambino" El Patron
",-,138,16
"
3 Doors Down
","
3 Doors Down
",174,1,60
"
Some Mad Hope
","
Matt Nathanson
",159,60,29
"
Congo Square
","
Teena Marie
",115,20,6
"
Ride Through The Country
","
Colt Ford
",170,170,4
"
My Paper Heart
","
Francesca Battistelli
",196,91,19
"
Let The Dominoes Fall
 ","
Rancid
",155,11,7
"
35 Biggest Hits
","
Toby Keith
",167,2,63
"
Year Of The Gentleman
","
Ne-Yo
",151,2,44
"
Chemical Warfare
","
The Alchemist
",63,63,2
"
Losing Sleep
","
Parachute
",193,40,9
"
All Hope Is Gone
","
Slipknot
",163,1,47
"
New Again
","
Taking Back Sunday
",152,7,7
"
B Is For Bob
","
Bob Marley And The Wailers
",150,77,4
"
Back & Fourth
","
Pete Yorn
",156,32,5
"
 The Eternal
","
Sonic Youth
",137,18,6
"
Day & Age
","
The Killers
",164,6,34
"
Uplifter
","
311
",142,3,7
"
R.O.O.T.S. (Route Of Overcoming The Struggle)
","
 Flo Rida
",177,8,16
"
Mandala
","
RX Bandits
",-,-,-
"
Soul
","
Seal
",166,13,36
"
Chess: In Concert
","
Cast Recording
",-,100,3
"
Not Without Love
","
Jimmy Needham
",-,-,-
"
It's Blitz!
","
Yeah Yeah Yeahs
",179,22,19
"
Revelation
","
Third Day
",198,6,48
"
Take It To The Limit
","
Hinder
",-,4,31
"
For Our Heroes
","
Montgomery Gentry
",183,11,8
"
True Blood: Music From The HBO Original Series
","
Soundtrack
",195,105,9
"
Alternative Press: Summer Of Rock: Your Ultimate Guide
","
Various Artists
",165,165,2
"
David Garrett
","
David Garrett
",-,116,6
