Song, Artist, Last Week, Peak Position, Weeks on Chart
"Leave This Town","Daughtry",-,1,1
"
BLACKsummers'night
","
Maxwell
",1,1,2
"
Hannah Montana 3
 ","
Soundtrack
",2,2,2
"
NOW 31
","
Various Artists
",3,1,3
"
The E.N.D.
","
The Black Eyed Peas
",5,1,6
"
Horehound
","
The Dead Weather
",-,-,-
"
Signature
","
Joe
",-,-,-
"
Category F5
","
Twista
",-,-,-
"
Fearless
","
Taylor Swift
",8,1,36
"
Only By The Night
","
Kings Of Leon
",14,5,43
"
The Fame
","
Lady Gaga
",13,4,38
"
American Saturday Night
","
Brad Paisley
",6,2,3
"
Relapse
","
Eminem
",9,1,9
"
Lines, Vines And Trying Times
","
Jonas Brothers
",10,1,5
"
Hannah Montana: The Movie
","
Soundtrack
",12,1,17
"
The Foundation
","
Zac Brown Band
",17,12,35
"
Cradlesong
","
Rob Thomas
",7,3,3
"
Dark Horse
","
Nickelback
",18,2,35
"
 Wide Open
","
Jason Aldean
",20,4,15
"
The Real Thing
","
pureNRG
",-,-,-
"
21st Century Breakdown
","
Green Day
",16,1,10
"
Jeremih
","
Jeremih
",15,6,3
"
Wilco (The Album)
","
Wilco
",11,4,3
"
Constellations
","
August Burns Red
",-,-,-
"
Big Whiskey And The GrooGrux King
","
Dave Matthews Band
",19,1,7
"
Nothing Personal
","
All Time Low
",4,4,2
"
Ocean Eyes
","
Owl City
",-,-,-
"
Learn To Live
","
Darius Rucker
",22,5,44
"
Harry Potter And The Half-Blood Prince
","
Soundtrack
",-,-,-
"
Greatest Hits II
","
Kenny Chesney
",24,3,9
"
Tri-Polar
","
Sick Puppies
 ",-,-,-
"
The Sound Of Madness
","
Shinedown
",26,8,56
"
Lady Antebellum
","
Lady Antebellum
",27,4,66
"
I Am...Sasha Fierce
","
Beyonce
",30,1,35
"
Pray For Villains
","
DevilDriver
",-,-,-
"
Transformers: Revenge Of The Fallen: The Album
 ","
Soundtrack
",23,7,4
"
Twilight
","
Soundtrack
",29,1,37
"
Strange Cousins From The West
","
Clutch
",-,-,-
"
Killswitch Engage
","
Killswitch Engage
",21,7,3
"
Unstoppable
","
Rascal Flatts
",25,1,15
"
Funhouse
","
P!nk
",31,2,38
"
Chickenfoot
","
Chickenfoot
",28,4,7
"
Little Bit Of Everything
","
Billy Currington
",37,13,23
"
Taylor Swift
","
Taylor Swift
",38,5,143
"
The Last
","
Aventura
",41,5,6
"
Scars & Souvenirs
","
 Theory Of A Deadman
",39,26,68
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",48,3,62
"
Love On The Inside
","
Sugarland
",43,1,52
"
American Idol: Season 8
","
Soundtrack
",36,34,3
"
High Hopes & Heartbreak
","
Brooke White
",-,-,-
"
Defying Gravity
","
Keith Urban
",45,1,16
"
NOW 30
","
Various Artists
",40,1,17
"
The Fray
","
The Fray
",47,1,24
"
Far
","
Regina Spektor
",32,3,4
"
Take Me Home
","
Celtic Thunder
",-,-,-
"
Swan Songs
","
Hollywood Undead
",52,22,46
"
If Tomorrow Comes...
","
 Maino
",57,25,3
"
Epiphany
","
Chrisette Michele
",35,1,11
"
A Man's Thoughts
","
Ginuwine
",34,9,4
"
Want
","
3OH!3
",49,44,35
"
In A Perfect World...
","
Keri Hilson
",46,4,17
"
Spongebob Squarepants: Spongebob's Greatest Hits
","
Soundtrack
",-,62,4
"
Vans Warped Tour: 2009 Tour Compilation
","
Various Artists
",50,50,6
"
Monuments And Melodies
","
Incubus
",51,5,5
"
Daughtry
","
Daughtry
",100,1,139
"
One Of The Boys
","
Katy Perry
",61,9,57
"
That Lonesome Song
","
Jamey Johnson
",62,28,50
"
Necesito De Ti
","
Vicente Fernandez
",58,58,2
"
Good Time
","
Alan Jackson
",59,1,72
"
Intuition
","
Jamie Foxx
",53,3,31
"
Wolfgang Amadeus Phoenix
","
Phoenix
",75,37,10
"
 Rock N Roll Jesus
","
Kid Rock
",68,1,93
"
La Revolucion
","
Wisin & Yandel
",78,7,8
"
Viva La Vida or Death And All His Friends
","
Coldplay
",86,1,57
"
All I Ever Wanted
","
Kelly Clarkson
",54,1,19
"
No Line On The Horizon
","
U2
",93,1,20
"
Above And Beyonce: Video Collection & Dance Mixes (EP)
","
Beyonce
",56,35,5
"
Tha Carter III
","
Lil Wayne
",72,1,58
"
This Better Be Good
","
Paul Simon
",64,60,3
"
The Sound
","
Mary Mary
",67,7,39
"
Kellie Pickler
","
Kellie Pickler
",80,9,31
"
Carnival Ride
","
Carrie Underwood
",69,1,91
"
Cage The Elephant
","
Cage The Elephant
",87,83,14
"
 Brand You Can Trust
","
La Coka Nostra
",-,-,-
"
Genius
","
Krizz Kaliko
",-,-,-
"
David Cook
","
David Cook
",98,3,35
"
A Touch Of Evil: Live
","
Judas Priest
",-,-,-
"
Electric Dirt
","
Levon Helm
",55,36,3
"
The Point Of It All
","
Anthony Hamilton
",84,12,31
"
Halestorm
","
Halestorm
",114,40,8
"
Party Rock
","
LMFAO
",33,33,2
"
Deeper Than Rap
","
Rick Ross
",85,1,13
"
Addiction
","
Chico DeBarge
",-,-,-
"
The Ecstatic
","
Mos Def
",74,9,6
"
Ruination
","
Job For A Cowboy
",42,42,2
"
Finding Beauty In Negative Spaces
","
Seether
",90,9,90
"
Disney Channel Playlist
","
Various Artists
",79,72,6
"
19
","
Adele
",76,10,58
"
(500) Days Of Summer
","
Soundtrack
 ",-,-,-
"
Swoon
","
Silversun Pickups
",102,7,14
"
Michael Buble Meets Madison Square Garden
","
Michael Buble
",81,14,5
"
Black Clouds & Silver Linings
","
Dream Theater
",77,6,4
"
Ruthless
","
Ace Hood
",60,23,3
"
Troubadour
","
George Strait
",97,1,68
"
Don't Forget
","
Demi Lovato
",136,2,41
"
Oracular Spectacular
","
MGMT
",104,38,72
"
Greatest Hits Volume 1
","
Rascal Flatts
",106,6,38
"
A Different Me
","
Keyshia Cole
",105,2,31
"
ISolated INcident
","
Dane Cook
",96,4,9
"
Abnormally Attracted To Sin
","
Tori Amos
",192,9,9
"
Love V/S Money
","
The-Dream
",103,2,19
"
The Introduction Of Marcus Cooper
","
Pleasure P
",94,10,6
"
American Central Dust
","
Son Volt
",44,44,2
"
Paper Trail
","
T.I.
",109,1,42
"
Kidz Bop Greatest Hits
","
Kidz Bop Kids
",107,107,3
"
iSouljaBoyTellem
","
Soulja Boy Tell'em
",91,43,31
"
Let It Roll: Songs By George Harrison
","
 George Harrison
",88,24,5
