Song, Artist, Last Week, Peak Position, Weeks on Chart
"A Star Is Born (Soundtrack)","Lady Gaga & Bradley Cooper",-,1,3
"
Future & Juice WRLD Present... WRLD ON DRUGS
","
Future & Juice WRLD
",-,-,-
"
Anthem Of The Peaceful Army
","
Greta Van Fleet
",-,-,-
"
Evolution
","
Disturbed
",-,-,-
"
Tha Carter V
","
Lil Wayne
",3,1,4
"
Drip Harder
","
Lil Baby & Gunna
",4,4,3
"
Scorpion
","
Drake
",6,1,17
"
Suncity
","
Khalid
",-,-,-
"
ASTROWORLD
","
Travis Scott
",8,1,12
"
beerbongs & bentleys
","
Post Malone
",9,1,26
"
Quavo Huncho
","
Quavo
",2,2,3
"
Nuthin' 2 Prove
","
Lil Yachty
",-,-,-
"
Ella Mai
","
Ella Mai
",5,5,2
"
Trench
 ","
twenty one pilots
",7,2,3
"
Kamikaze
","
Eminem
",10,1,8
"
Goodbye & Good Riddance
","
Juice WRLD
",12,4,23
"
?
","
XXXTENTACION
",13,1,32
"
Invasion Of Privacy
","
Cardi B
",15,1,29
"
Luca Brasi 3
","
Kevin Gates
",11,4,4
"
Sweetener
","
Ariana Grande
",14,1,10
"
NAMANANA: 03
","
LAY
",-,-,-
"
Bohemian Rhapsody (Soundtrack)
","
Queen
",-,-,-
"
Look Up Child
","
Lauren Daigle
",19,3,7
"
This One's For You
","
Luke Combs
",21,4,73
"
The Greatest Showman
","
Soundtrack
",20,1,46
"
mono.
","
RM
",-,-,-
"
Rearview Town
","
Jason Aldean
",42,1,28
"
Queen
","
Nicki Minaj
",17,2,11
"
Northsbest
 ","
Lil Mosey
",-,-,-
"
 Stoney
","
Post Malone
",23,4,98
"
÷ (Divide)
","
Ed Sheeran
",22,1,86
"
Mudboy
","
Sheck Wes
",24,17,3
"
17
","
XXXTENTACION
",26,2,61
"
Harder Than Ever
","
Lil Baby
",25,3,23
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",29,3,161
"
American Teen
","
Khalid
",39,4,86
"
East Atlanta Love Letter
","
6LACK
",28,3,6
"
Live From The Ryman
","
Jason Isbell And The 400 Unit
",-,-,-
"
Pray For The Wicked
","
Panic! At The Disco
",40,1,18
"
Evolve
","
Imagine Dragons
",36,2,70
"
Desperate Man
","
Eric Church
",16,5,3
"
Dua Lipa
","
Dua Lipa
",129,27,69
"
4Respect 4Freedom 4Loyalty 4WhatImportant
","
YoungBoy Never Broke Again
",38,14,6
"
Last Day Of Summer
","
Summer Walker
",-,-,-
"
Cosmic
","
Bazzi
",43,14,29
"
Swimming
","
Mac Miller
",33,3,12
"
Red Pill Blues
","
Maroon 5
",37,2,51
"
Culture II
","
Migos
",44,1,39
"
Spaceman
","
Ace Frehley
",-,-,-
"
Love Yourself: Answer
","
BTS
",27,1,9
"
Dan + Shay
","
Dan + Shay
",53,6,18
"
Life's A Trip
","
Trippie Redd
",49,4,11
"
Dont Smile At Me
","
Billie Eilish
",58,38,44
"
DAMN.
","
Kendrick Lamar
",51,1,80
"
Aura
","
Ozuna
",47,7,9
"
Traveller
","
Chris Stapleton
",55,1,163
"
reputation
","
Taylor Swift
",45,1,50
"
Kane Brown
","
Kane Brown
",57,5,99
"
Cry Pretty
","
Carrie Underwood
",34,1,6
"
Halloween (2018)
","
Soundtrack
",-,-,-
"
Camila
","
Camila Cabello
",50,1,41
"
Luv Is Rage 2
","
Lil Uzi Vert
",59,1,61
"
Youngblood
","
5 Seconds Of Summer
",56,1,19
"
Shawn Mendes
","
Shawn Mendes
",54,1,22
"
Curtain Call: The Hits
 ","
Eminem
",70,1,416
"
Perception
","
NF
",62,1,55
"
Expectations
","
Bebe Rexha
",63,13,18
"
Shake The Spirit
","
Elle King
",-,-,-
"
Until Death Call My Name
 ","
YoungBoy Never Broke Again
",65,7,26
"
Views
","
Drake
",66,1,130
"
Take Care
","
Drake
",68,1,295
"
Diamonds
","
Elton John
",73,23,50
"
KOD
","
J. Cole
",48,1,27
"
Warmer In The Winter
","
Lindsey Stirling
",-,22,11
"
Decided
","
 YoungBoy Never Broke Again
",67,41,5
"
Ctrl
","
SZA
",71,3,72
"
More Life
","
Drake
",76,1,84
"
H.E.R.
","
H.E.R.
",75,47,53
"
Life Changes
","
 Thomas Rhett
",80,1,59
"
Traces
","
Steve Perry
",30,6,3
"
x
","
Ed Sheeran
",82,1,227
"
 Stay Dangerous
","
YG
",78,5,12
"
The Essential Michael Jackson
","
Michael Jackson
",97,31,248
