Song, Artist, Last Week, Peak Position, Weeks on Chart
"Ghetto Classics","Jaheim",-,1,1
"
Curious George (Soundtrack)
","
Jack Johnson
",1,1,2
"
The Greatest Songs Of The Fifties
","
Barry Manilow
",3,1,3
"
The Breakthrough
","
Mary J. Blige
",2,1,9
"
Amore
","
Andrea Bocelli
",4,3,3
"
High School Musical
","
Soundtrack
",13,6,6
"
Some Hearts
","
Carrie Underwood
",11,2,14
"
Back To Bedlam
","
James Blunt
",12,8,20
"
Unpredictable
","
Jamie Foxx
",10,1,9
"
Curtain Call: The Hits
","
Eminem
",9,1,11
"
Breakaway
","
Kelly Clarkson
",8,3,64
"
On Top Of Our Game
","
Dem Franchize Boyz
",5,5,2
"
It's Time
","
Michael Buble
",29,7,54
"
Monkey Business
","
The Black Eyed Peas
",20,2,37
"
The Emancipation Of Mimi
","
Mariah Carey
",7,1,45
"
All The Right Reasons
","
Nickelback
",19,1,20
"
Your Man
","
Josh Turner
",16,2,4
"
Ancora
","
Il Divo
",6,1,4
"
The Way It Is
","
Keyshia Cole
",27,6,35
"
Chris Brown
","
Chris Brown
",23,2,12
"
Feels Like Today
","
Rascal Flatts
",21,1,73
"
The Legend Of Johnny Cash
","
Johnny Cash
",24,5,17
"
In My Mind
","
Heather Headley
",22,5,3
"
You Can't Fix Stupid
","
Ron White
",14,14,2
"
Songs About Me
","
Trace Adkins
",26,11,48
"
Be Here
","
Keith Urban
",32,3,74
"
PCD
","
The Pussycat Dolls
",35,5,23
"
NOW #1's
","
Various Artists
",25,6,4
"
Totally Country 5
","
Various Artists
",17,17,2
"
From Under The Cork Tree
","
Fall Out Boy
",28,9,42
"
2006 Grammy Nominees
","
Various Artists
",15,14,4
"
Get Lifted
","
John Legend
",18,4,48
"
The Trinity
","
Sean Paul
",46,7,21
"
Amarantine
","
Enya
",51,6,13
"
Rappa Ternt Sanga
","
T-Pain
",44,35,11
"
The Road And The Radio
","
Kenny Chesney
",48,1,15
"
Twice The Speed Of Life
","
Sugarland
",42,16,57
"
Demon Days
","
Gorillaz
",34,6,39
"
NOW 20
","
Various Artists
",40,1,16
"
Live At Stubb's
","
Matisyahu
",43,32,15
"
Fireflies
","
Faith Hill
",31,1,29
"
Late Registration
","
Kanye West
",30,1,25
"
Voices
","
Matchbook Romance
",-,-,-
"
Timeless
","
Sergio Mendes
",-,-,-
"
Monster Ballads: Platinum Edition
","
Various Artists
",37,18,3
"
Duets: The Final Chapter
","
The Notorious B.I.G.
",39,3,9
"
Lights And Sounds
","
Yellowcard
",41,5,4
"
Sweatsuit
","
Nelly
",53,26,13
"
In Between Dreams
","
Jack Johnson
",60,2,51
"
Confessions On A Dance Floor
","
Madonna
",59,1,14
"
Move Along
","
The All-American Rejects
",66,6,32
"
#1's
","
Destiny's Child
",38,1,17
"
Walk The Line
","
Soundtrack
",57,29,14
"
For Me, It's You
","
Train
",36,10,3
"
American Idiot
","
Green Day
",50,1,74
"
How To Dismantle An Atomic Bomb
","
U2
",49,1,50
"
Eye To The Telescope
","
KT Tunstall
",47,47,2
"
Kerosene
","
Miranda Lambert
",61,18,45
"
Tha Carter II
","
Lil Wayne
",56,2,11
"
One Tree Hill Volume 2: Friends With Benefit
","
Soundtrack
",54,54,2
"
Unwritten
","
Natasha Bedingfield
",82,26,18
"
WOW Gospel 2006
","
Various Artists
",55,20,3
"
X&Y
","
Coldplay
",52,1,37
"
Love. Angel. Music. Baby.
","
Gwen Stefani
",45,5,65
"
See You On The Other Side
","
Korn
",69,3,11
"
Hillbilly Deluxe
","
Brooks & Dunn
",70,3,25
"
Barrio Fino: En Directo
","
Daddy Yankee
",62,24,10
"
A Fever You Can't Sweat Out
","
Panic! At The Disco
",71,39,11
"
Time Well Wasted
","
Brad Paisley
",63,2,27
"
Have A Nice Day
","
Bon Jovi
",67,2,22
"
Let's Get It: Thug Motivation 101
","
Young Jeezy
",64,2,30
"
Doin' Somethin' Right
","
Billy Currington
",68,11,18
"
Ain't Nobody Worryin'
","
Anthony Hamilton
",88,19,10
"
The Sound Of Revenge
","
Chamillionaire
",73,10,13
"
Down For Life
","
D4L
",72,22,15
"
Ten Thousand Fists
","
Disturbed
",74,1,22
"
What The Game's Been Missing!
","
Juelz Santana
",75,9,13
"
The Road To Here
","
Little Big Town
",79,63,20
"
There's Something About Remy: Based On A True Story
","
Remy Ma
",33,33,2
"
Hypnotize
","
System Of A Down
",77,1,13
"
Ludacris Presents...Disturbing Tha Peace
","
Ludacris And DTP
",78,11,10
"
 Most Known Unknown
","
Three 6 Mafia
",84,3,21
"
Hero
","
Kirk Franklin
",83,13,20
"
City Of Evil
","
Avenged Sevenfold
",90,30,37
"
Modern Day Drifter
","
Dierks Bentley
",86,6,41
"
Greatest Hits
","
Guns N' Roses
",81,3,100
"
Caught In The Act
","
Michael Buble
",115,82,10
"
21 Number Ones
","
Kenny Rogers
",89,24,4
"
Radio Disney Jams 8
","
Various Artists
",124,89,2
"
Testify
","
P.O.D.
",76,9,4
"
Get Rich Or Die Tryin'
 ","
Soundtrack
",87,2,15
"
Comfort Of Strangers
","
Beth Orton
",93,92,2
"
Il Divo
","
Il Divo
",85,4,44
"
Plans
","
Death Cab For Cutie
",95,4,25
"
Reba: #1's
","
Reba McEntire
",91,12,13
"
Jasper County
","
Trisha Yearwood
",134,4,17
"
Open The Eyes Of My Heart
","
Various Artists
",166,51,8
"
Dark Light
","
HIM
",108,18,21
"
WOW Hits 2006
","
Various Artists
",96,42,20
"
She Wants Revenge
","
She Wants Revenge
",94,38,3
"
Masterpiece: Nuestra Obra Maestra
","
RKM & Ken-Y
",-,-,-
"
Into The Rush
","
Aly & AJ
",147,36,27
"
Make Believe
","
Weezer
",123,2,41
"
Wildflower
","
Sheryl Crow
",126,2,21
"
Jason Aldean
","
Jason Aldean
",98,37,30
"
Chapter V
","
Staind
",102,1,28
"
The Life Pursuit
","
Belle And Sebastian
",65,65,2
"
Real Fine Place
","
Sara Evans
",101,3,20
"
Timeless
","
Martina McBride
",105,3,18
"
Prairie Wind
","
Neil Young
",107,11,21
"
The Real Thing
","
Bo Bice
",106,4,10
"
Come Clarity
","
In Flames
",58,58,2
"
I Am Me
","
Ashlee Simpson
",103,1,18
"
Switch
","
INXS
",125,17,12
"
Retaliation
","
Dane Cook
",127,4,30
"
Most Wanted
","
Hilary Duff
",97,1,27
