Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Med Sud I Eyrum Vid Spilum Endalaust
","
Sigur Ros
",60,15,4
"
Hard Candy
","
Madonna
",63,1,12
"
Seeing Things
","
Jakob Dylan
",122,24,6
"
Perfectly Clear
","
Jewel
",65,8,7
"
19
","
Adele
",53,53,6
"
The Declaration
","
Ashanti
",69,6,7
"
Killer
","
Tech N9ne
",34,12,3
"
Total Club Hits
","
DJ Skribble
",90,30,6
"
Sex And The City
","
Soundtrack
",61,2,8
"
Just Like You
","
Keyshia Cole
",66,2,43
"
Finding Beauty In Negative Spaces
","
Seether
",77,9,39
"
NOW 27
","
Various Artists
",62,2,19
"
Wisin Vs. Yandel: Los Extraterrestres
","
Wisin & Yandel
",85,14,36
"
Lady Antebellum
","
Lady Antebellum
",78,4,14
"
iCarly
","
Soundtrack
",71,28,6
"
Una Noche En Madrid: Marco Antonio Solis En Vivo
","
Marco Antonio Solis
",76,41,6
"
Sunset Man
","
James Otto
",95,3,15
"
Para Siempre
","
Vicente Fernandez
",87,38,34
"
Pure BS
","
Blake Shelton
",107,8,33
"
Daughtry
","
Daughtry
",80,1,87
"
All The Right Reasons
","
Nickelback
",83,1,146
"
Juno
","
Soundtrack
",81,1,29
"
Back To Black
","
Amy Winehouse
",67,2,71
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",98,1,56
"
Still Feels Good
","
Rascal Flatts
",88,1,43
"
Julianne Hough
","
Julianne Hough
",93,3,9
"
Step Up 2: The Streets
","
Soundtrack
",-,5,13
"
Raising Sand
","
Robert Plant / Alison Krauss
",74,2,39
"
Flyleaf
","
Flyleaf
",84,57,122
"
Call Me Irresponsible
","
Michael Buble
",99,1,64
"
Saving Abel
","
Saving Abel
",108,98,13
"
Love/Hate
","
The-Dream
",100,30,32
"
Encanto
","
Sergio Mendes
",103,60,6
"
Jordin Sparks
","
Jordin Sparks
",86,10,35
"
Continuum
","
John Mayer
",75,2,97
"
Te Quiero
","
Flex
",153,70,26
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",92,22,33
"
Long Road Out Of Eden
","
Eagles
",113,1,38
"
Little Voice
","
Sara Bareilles
",79,7,42
"
Evil Urges
","
My Morning Jacket
",73,9,6
"
Lay It Down
","
Al Green
",106,9,8
"
As I Am
","
Alicia Keys
",101,1,36
"
Forgiven
","
Los Lonely Boys
",57,26,3
"
Seeing Sounds
","
N*E*R*D
",72,7,6
"
95/08
","
Enrique Iglesias
",120,18,17
"
The Bird And The Bee Sides
","
Relient K
",59,25,3
"
RIOT!
","
Paramore
",102,15,58
"
Scars & Souvenirs
","
Theory Of A Deadman
",125,26,16
"
Delta
","
Delta Goodrem
",-,-,-
"
Agony & Irony
","
Alkaline Trio
",51,13,3
"
Greatest Hits // Every Mile A Memory 2003-2008
","
Dierks Bentley
",114,9,11
"
Disneymania 6: Music Stars Sing Disney... Their Way!
","
Various Artists
",115,22,9
"
All I Intended To Be
","
Emmylou Harris
",96,22,6
"
One - X
","
Three Days Grace
",116,5,110
"
Fleet Foxes
","
Fleet Foxes
",111,83,7
"
Beyond Measure
","
Jeremy Camp
",94,29,16
"
NOW That's What I Call Classic Rock
","
Various Artists
",112,20,7
"
Can't Stop Won't Stop
","
 The Maine
",40,40,2
"
Mothership
","
Led Zeppelin
",129,7,36
"
In Rainbows
","
Radiohead
",131,1,30
"
II Trill
","
Bun-B
",109,2,9
"
Flight Of The Conchords (Soundtrack)
","
Flight Of The Conchords
",121,3,13
"
15
","
Buckcherry
",127,39,118
"
Country Sings Disney
","
Various Artists
",91,91,2
"
Graffiti The World
","
Rehab
",-,-,-
"
The Way Of The Fist
","
Five Finger Death Punch
",139,129,17
"
Vampire Weekend
","
Vampire Weekend
",124,17,25
"
Accelerate
","
R.E.M.
",197,2,16
"
Mail On Sunday
","
Flo Rida
",132,4,18
"
Kidz Bop 13
","
Kidz Bop Kids
",138,4,16
"
High School Musical 2
","
Soundtrack
",150,1,49
"
Echoes, Silence, Patience & Grace
","
Foo Fighters
",159,3,43
"
Home Before Dark
","
Neil Diamond
",105,1,11
"
Lyfe Change
","
Lyfe Jennings
",136,4,12
"
Reba Duets
","
Reba McEntire
",144,1,44
"
Nostradamus
","
Judas Priest
",123,11,5
"
Departure
","
Jesse McCartney
",134,14,9
"
Opus Collection: A Man Called Trane
","
John Coltrane
",157,107,6
"
Back When I Knew It All
","
Montgomery Gentry
",133,20,6
"
Radio Disney Jams 10
","
Various Artists
",151,18,26
"
Gavin DeGraw
","
Gavin DeGraw
",135,7,11
"
Avenged Sevenfold
","
Avenged Sevenfold
",141,4,38
"
The Second Wave
","
Various Artists
",-,42,5
"
 We Started Nothing
","
The Ting Tings
",130,78,8
"
...Sketches Of A Man
","
Dwele
",140,35,4
"
To Know That You're Alive
","
Kutless
",154,64,4
"
Detours
","
 Sheryl Crow
",-,2,20
"
Shine
","
Estelle
",161,38,12
"
Growing Pains
","
Mary J. Blige
",137,1,31
"
Oracular Spectacular
","
MGMT
 ",155,129,20
"
Want
","
3OH!3
",89,89,2
"
The Black Parade Is Dead!
","
My Chemical Romance
",104,22,3
"
Ace Young
","
Ace Young
",-,-,-
"
LP3
","
Ratatat
",82,82,2
"
Rotation
","
Cute Is What We Aim For
",119,21,4
"
Pretty.Odd.
","
Panic! At The Disco
",146,2,17
"
M.O.B.: The Album
","
 Jim Jones & Byrd Gang
",110,29,3
"
A Twist In My Story
","
Secondhand Serenade
",186,44,4
"
No End In Sight: The Very Best Of Foreigner
","
Foreigner
",-,-,-
"
Stand Out
","
Tye Tribbett & G.A.
",169,16,11
"
Last Days At The Lodge
","
Amos Lee
",166,29,4
"
Living Hard
","
Gary Allan
",167,3,38
"
La Mejor... Coleccion
","
Marco Antonio Solis
",143,92,58
"
Rhythm & Romance
","
Kenny G
",-,14,10
"
If You're Going Through Hell
","
Rodney Atkins
",160,3,105
"
The Future Starts Here: The Essential Doors Hits
","
The Doors
",-,-,-
"
This Is Exile
","
Whitechapel
",118,118,2
"
This Kind Of Love
","
Carly Simon
",-,15,8
"
Relentless
","
Natalie Grant
",-,81,11
"
Boys Like Girls
","
Boys Like Girls
",170,55,57
"
Arde El Cielo
","
Mana
",172,30,12
"
Who We Are
","
Lifehouse
",152,14,56
"
The Altar And The Door
","
Casting Crowns
",173,2,47
"
Once
","
Soundtrack
",168,7,51
"
Kala
","
M.I.A.
",-,18,17
"
The 100 Most Essential Pieces Of Classical Music
","
Various Artists
",-,128,2
"
Division
","
10 Years
",162,12,10
"
Consolers Of The Lonely
","
The Raconteurs
",142,7,17
"
Across The Universe: Deluxe Edition
","
Soundtrack
",164,20,45
"
WE the Kings
","
 WE the Kings
",187,151,8
"
Everything Is Fine
","
Josh Turner
",165,5,38
"
Love Behind The Melody
","
Raheem DeVaughn
",195,5,27
"
Skip School Start Fights
","
Hit The Lights
",97,97,2
"
The Best Of
","
Radiohead
",158,26,7
"
Into The Wild (Soundtrack)
","
Eddie Vedder
",180,11,44
"
Famous
","
Puddle Of Mudd
",176,27,37
"
Greatest Hits
","
Keith Urban
",171,11,35
"
The Heroin Diaries Soundtrack
","
Sixx: A.M.
",199,62,37
"
Graduation
","
Kanye West
",182,1,45
"
Love Is Dead
","
Kerli
",126,126,2
"
Light It Up
","
Rev Theory
",-,74,4
"
Voices: The Ultimate Gospel Collection
","
Various Artists
",128,127,4
"
DJ Clay Presents: Let 'Em Bleed: The Mixxtape Vol. 2
","
DJ Clay
",156,156,2
