Song, Artist, Last Week, Peak Position, Weeks on Chart
"Supernatural","Santana",-,1,32
"
All The Way...A Decade Of Song
","
Celine Dion
",2,1,10
"
Dr. Dre -- 2001
","
Dr. Dre
",7,2,10
"
Christina Aguilera
","
Christina Aguilera
",5,1,22
"
...And Then There Was X
 ","
DMX
",3,1,5
"
Europop
","
Eiffel 65
",8,6,8
"
Now 3
","
Various Artists
",4,4,7
"
J.E. Heartbreak
","
 Jagged Edge
",-,-,-
"
Millennium
","
Backstreet Boys
",9,1,36
"
Vol. 3... Life And Times Of S. Carter
","
JAY-Z
",6,1,4
"
Devil Without A Cause
","
Kid Rock
",10,5,56
"
Fly
","
Dixie Chicks
",12,1,21
"
...Baby One More Time
","
Britney Spears
",13,1,54
"
Unleash The Dragon
","
Sisqo
",14,14,8
"
Affirmation
","
Savage Garden
",19,6,11
"
Come On Over
","
Shania Twain
",15,2,116
"
Still I Rise
","
2Pac + Outlawz
",11,6,5
"
The Writing's On The Wall
","
Destiny's Child
",20,6,26
"
Next Friday
","
Soundtrack
",22,19,6
"
Human Clay
","
Creed
",31,1,17
"
Enema Of The State
","
Blink-182
",16,9,34
"
Significant Other
","
Limp Bizkit
",17,1,31
"
Rainbow
","
Mariah Carey
",21,2,12
"
A Little Bit Of Mambo
","
Lou Bega
",27,3,22
"
S & M
","
Metallica With Michael Kamen Conducting The San Francisco Symphony Orchestra
",18,2,9
"
Breathe
","
Faith Hill
",26,1,11
"
Totally Hits
","
Various Artists
",29,14,11
"
Tha G-Code
","
Juvenile
",24,10,6
"
Issues
","
Korn
",25,1,10
"
Back At One
","
Brian McKnight
",33,7,18
"
400 Degreez
","
Juvenile
",30,9,64
"
On How Life Is
","
Macy Gray
",54,32,26
"
The Screen Behind The Mirror
","
Enigma
",-,-,-
"
Enrique
","
Enrique Iglesias
",37,33,9
"
Ricky Martin
","
Ricky Martin
",34,1,37
"
Born Again
","
The Notorious B.I.G.
",28,1,7
"
Let There Be... EVE--Ruff Ryders' First Lady
","
Eve
",38,1,19
"
A Place In The Sun
","
Tim McGraw
",36,1,38
"
Any Given Sunday
","
Soundtrack
",32,28,3
"
Lonely Grill
","
Lonestar
",41,28,34
"
Permanently
","
Mark Wills
",23,23,2
"
Willennium
","
Will Smith
",35,5,10
"
Astro Lounge
","
Smash Mouth
",39,6,33
"
So Real
","
Mandy Moore
",45,44,7
"
The Source Presents Hip-Hop Hits -- Volume 3
","
Various Artists
",49,45,8
"
Californication
","
Red Hot Chili Peppers
",52,3,33
"
Marc Anthony
","
Marc Anthony
",47,8,17
"
Tha Block Is Hot
","
Lil Wayne
",42,3,12
"
LFO
","
LFO
",43,21,22
"
The Battle Of Los Angeles
","
Rage Against The Machine
",40,1,12
"
Black Diamond
","
Angie Stone
",53,51,17
"
Blue
","
Third Eye Blind
",65,40,9
"
Blaque
","
Blaque
",63,53,34
"
The Slim Shady LP
","
Eminem
",73,2,48
"
This Desert Life
","
Counting Crows
",44,8,12
"
Title Of Record
","
Filter
",48,30,22
"
On The 6
","
Jennifer Lopez
",55,8,34
"
Wide Open Spaces
","
Dixie Chicks
",57,4,104
"
Godsmack
","
Godsmack
",59,22,55
"
Beastie Boys Anthology: The Sounds Of Science
","
Beastie Boys
",46,19,9
"
Brand New Day
","
Sting
",62,15,17
"
Sweet Kisses
","
Jessica Simpson
",58,52,9
"
Charlotte Church
","
Charlotte Church
",51,40,10
"
The Sopranos
","
Soundtrack
",87,64,3
"
LeAnn Rimes
","
LeAnn Rimes
",61,8,13
"
Chant Down Babylon
","
Bob Marley
",60,60,10
"
Voice Of An Angel
","
Charlotte Church
",50,28,45
"
Magnolia
","
Soundtrack
 ",81,68,3
"
Amplified
","
Q-Tip
",56,28,8
"
The Best Man
","
Soundtrack
",70,16,15
"
Mary
","
Mary J. Blige
",67,2,23
"
98 Degrees And Rising
","
98 Degrees
",66,14,65
"
There Is Nothing Left To Lose
","
Foo Fighters
",68,10,12
"
'N Sync
","
'N Sync
",85,2,96
"
Pokemon: The First Movie
","
Soundtrack
",79,8,11
"
Tell Em Why U Madd
","
The Madd Rapper
",-,-,-
