Song, Artist, Last Week, Peak Position, Weeks on Chart
"Supernatural","Santana",-,1,36
"
Dr. Dre -- 2001
","
Dr. Dre
",2,2,14
"
All The Way...A Decade Of Song
","
Celine Dion
",3,1,14
"
Europop
 ","
Eiffel 65
",6,4,12
"
Christina Aguilera
","
Christina Aguilera
",5,1,26
"
Voodoo
","
D'Angelo
",4,1,4
"
Devil Without A Cause
","
Kid Rock
",8,5,60
"
 ...And Then There Was X
","
DMX
",9,1,9
"
Unleash The Dragon
","
Sisqo
",10,9,12
"
Millennium
","
Backstreet Boys
",12,1,40
"
On How Life Is
","
Macy Gray
",18,11,30
"
Now 3
","
Various Artists
",11,4,11
"
Fly
","
Dixie Chicks
",13,1,25
"
The Writing's On The Wall
","
Destiny's Child
",16,6,30
"
Grammy Nominees 2000
","
Various Artists
",19,15,2
"
Bloodflowers
","
The Cure
",-,-,-
"
Human Clay
","
Creed
",20,1,21
"
Supreme Clientele
","
Ghostface Killah
",7,7,2
"
Breathe
","
Faith Hill
",15,1,15
"
...Baby One More Time
","
Britney Spears
",17,1,58
"
Snoop Dogg Presents Tha Eastsidaz
","
Snoop Dogg & Tha Eastsidaz
",14,8,3
"
Come On Over
","
Shania Twain
",22,2,120
"
Vol. 3... Life And Times Of S. Carter
","
JAY-Z
",21,1,8
"
Affirmation
","
Savage Garden
",23,6,15
"
J.E. Heartbreak
","
Jagged Edge
",24,8,5
"
Book Of Thugs: Chapter A.K., Verse 47
","
Trick Daddy
",-,-,-
"
Significant Other
","
Limp Bizkit
",29,1,35
"
Marc Anthony
","
Marc Anthony
",41,8,21
"
A Little Bit Of Mambo
 ","
Lou Bega
",27,3,26
"
Back At One
","
Brian McKnight
",26,7,22
"
Californication
","
Red Hot Chili Peppers
",39,3,37
"
Lonely Grill
","
Lonestar
",31,28,38
"
Telling Stories
","
Tracy Chapman
",-,-,-
"
Next Friday
","
Soundtrack
",30,19,10
"
We Are The Streets
","
The Lox
",25,5,4
"
Enema Of The State
","
Blink-182
",33,9,38
"
Issues
","
Korn
",38,1,14
"
So Real
","
Mandy Moore
",34,34,11
"
Still I Rise
","
2Pac + Outlawz
",32,6,9
"
Scream 3 The Album
","
Soundtrack
",35,32,4
"
A Place In The Sun
","
Tim McGraw
",36,1,42
"
400 Degreez
","
Juvenile
",45,9,68
