Song, Artist, Last Week, Peak Position, Weeks on Chart
"Never Say Never: The Remixes (EP)","Justin Bieber",-,1,1
"
Sigh No More
","
Mumford & Sons
",2,2,48
"
NOW 37
","
Various Artists
",1,1,2
"
Need You Now
","
Lady Antebellum
",17,1,56
"
Doo-Wops & Hooligans
","
Bruno Mars
",6,3,20
"
Recovery
","
Eminem
",7,1,35
"
2011 Grammy Nominees
","
Various Artists
",11,4,4
"
My World 2.0
","
Justin Bieber
",3,1,48
"
Pink Friday
","
Nicki Minaj
",4,1,13
"
Loud
","
Rihanna
",8,3,14
"
Teenage Dream
","
Katy Perry
",13,1,26
"
The Suburbs
","
Arcade Fire
",52,1,29
"
The People's Key
","
Bright Eyes
",-,-,-
"
Greatest Hits... So Far!!!
","
P!nk
",5,5,14
"
Speak Now
","
Taylor Swift
",12,1,17
"
My Kinda Party
","
Jason Aldean
",9,2,16
"
Aftermath
","
Hillsong UNITED
",-,-,-
"
My Worlds Acoustic
","
Justin Bieber
",10,7,13
"
Lungs
","
Florence + The Machine
",28,14,38
"
Love Letter
","
R. Kelly
",18,6,10
"
You Get What You Give
","
Zac Brown Band
",22,1,22
"
The Lady Killer
","
Cee Lo Green
",53,9,15
"
The Fame
","
Lady Gaga
",35,2,121
"
Brothers
","
The Black Keys
",23,3,40
"
I Am Not A Human Being
","
Lil Wayne
",34,1,21
"
Revolution
","
Miranda Lambert
",40,8,73
"
 The Beginning
","
The Black Eyed Peas
",14,6,12
"
Kidz Bop 19
","
Kidz Bop Kids
",16,2,5
"
Thompson Square
","
Thompson Square
",15,15,2
"
Elgin
","
Ginuwine
",-,-,-
"
My World (EP)
","
Justin Bieber
",39,5,66
"
Let England Shake
","
PJ Harvey
",-,-,-
"
Born Free
","
Kid Rock
",19,5,14
"
Chamber Music Society
","
Esperanza Spalding
",-,34,2
"
Go-Go Boots
","
Drive-By Truckers
",-,-,-
"
My Beautiful Dark Twisted Fantasy
","
Kanye West
",26,1,13
"
Best Night Of My Life
","
Jamie Foxx
",21,6,9
"
Save Me, San Francisco
","
Train
",32,17,67
"
Glee: The Music, Season Two: Volume 4
","
Soundtrack
",24,5,12
"
Nothing Like This
","
Rascal Flatts
",27,6,14
"
The Band Perry
","
The Band Perry
",41,4,19
"
I and Love and You
","
The Avett Brothers
",62,16,25
"
No Mercy
","
T.I.
",36,4,11
"
NOW 36
","
Various Artists
",48,4,15
"
Hemingway's Whiskey
","
Kenny Chesney
",30,1,21
"
Passion, Pain & Pleasure
","
Trey Songz
",43,2,23
"
The King Is Dead
","
The Decemberists
",25,1,5
"
The Incredible Machine
","
Sugarland
",42,1,18
"
Greatest Hits: The Ultimate Collection
","
Bon Jovi
",45,5,15
"
19
","
Adele
",68,10,70
"
Number One Hits
","
Tim McGraw
",38,27,12
"
In Session
","
Albert King With Stevie Ray Vaughan
",-,-,-
"
WOW Gospel 2011: The Year's 30 Top Gospel Artists And Songs
","
Various Artists
",33,29,3
