Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Flockaveli
","
Waka Flocka Flame
",68,6,7
"
Christmas Eve And Other Stories
","
Trans-Siberian Orchestra
",145,53,11
"
Intimacy: Album III
","
Kem
",69,2,14
"
Don Omar Presents: Meet The Orphans: The King Is Back.
","
Don Omar
",-,-,-
"
Christmas
","
Celtic Thunder
",124,74,6
"
Revolver
","
The Beatles
",-,1,81
"
Glee: The Music, Volume 3: Showstoppers:
","
Soundtrack
",103,1,27
"
Guitar Heaven: The Greatest Guitar Classics Of All Time
","
Santana
",74,5,9
"
Taylor Swift
","
Taylor Swift
",83,5,213
"
The Guitar Song
","
Jamey Johnson
",72,4,10
"
Asylum
","
Disturbed
",77,1,12
"
AB III
","
Alter Bridge
",17,17,2
"
Magical Mystery Tour (Soundtrack)
","
The Beatles
",-,1,92
"
My World (EP)
","
Justin Bieber
",88,5,53
"
The Suburbs
","
Arcade Fire
",109,1,16
"
The E.N.D.
","
The Black Eyed Peas
",89,1,76
"
Save Me, San Francisco
","
Train
",85,17,54
"
White Christmas
 ","
Martina McBride
",129,68,13
"
The Essential NOW That's What I Call Christmas
","
Various Artists
",130,30,17
"
O (Disambiguation)
","
Underoath
",23,23,2
"
Carolina
","
Eric Church
",108,17,47
"
The Christmas Collection
","
Amy Grant
",141,41,18
"
Let It Be (Soundtrack)
","
The Beatles
",-,1,61
"
The Christmas Collection
","
Il Divo
 ",155,14,17
"
Kaleidoscope Heart
","
Sara Bareilles
",93,1,11
"
Disney Winter Wonderland
","
Various Artists
",-,-,-
"
Merry Christmas
","
Mariah Carey
",172,3,18
"
Glee: Season One: The Music Volume 1
","
Soundtrack
",117,4,55
"
WAKE UP!
","
John Legend & The Roots
",78,8,9
"
Clapton
","
Eric Clapton
",105,6,19
"
Versus (EP)
","
Usher
",90,4,13
"
Q: Soul Bossa Nostra
","
Quincy Jones
",86,86,2
"
A Hard Day's Night (Soundtrack)
","
The Beatles
",-,1,53
"
Wonder
","
Michael W. Smith
",-,26,7
"
Nightmare
","
Avenged Sevenfold
",106,1,17
"
Viva Elvis: The Album
","
Elvis Presley
",48,48,2
"
Live At The Troubadour
","
Carole King & James Taylor
",84,4,29
"
Peace On Earth
","
Casting Crowns
",-,15,20
"
Free Wired
","
Far*East Movement
",100,24,6
"
Glee: The Rocky Horror Glee Show (EP)
","
Soundtrack
",82,6,5
"
The Generous Mr. Lovewell
","
MercyMe
 ",192,3,24
"
These Are Special Times
","
Celine Dion
",187,2,21
"
Holiday Collection
","
Kenny G
",-,85,12
"
The Wind That Shakes The Barley
","
Loreena McKennitt
",-,-,-
"
Number Ones
","
Michael Jackson
",112,13,84
"
Awake
","
Skillet
",134,2,65
"
The Perfect Storm
","
Twista
",42,42,2
"
C.A.S.H.
","
Cassidy
",-,-,-
"
Rock N Roll Jesus
","
Kid Rock
",137,1,115
"
 Band On The Run
","
Paul McCartney And Wings
",81,1,119
"
Euphoria
","
Enrique Iglesias
",146,10,20
"
Age Of Adz
","
Sufjan Stevens
",96,7,6
"
Christmas Cheers
","
Straight No Chaser
",-,38,10
"
My Darkest Days
","
My Darkest Days
",118,38,9
"
All Or Nothing
","
Lil Boosie, Webbie, Lil Trill & Trill Fam
",49,49,2
"
West Coast Seattle Boy: The Jimi Hendrix Anthology
","
Jimi Hendrix
",-,-,-
"
Racing Father Time (EP)
","
Kid Rock
",-,-,-
"
Please Please Me
","
The Beatles
",-,-,-
"
Raymond V Raymond
","
Usher
",119,1,34
"
Judge Jerrod & The Hung Jury
","
Jerrod Niemann
",111,7,19
"
War Is The Answer
","
Five Finger Death Punch
",123,7,56
"
A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",177,79,8
"
Help! (Soundtrack)
","
The Beatles
",-,1,45
"
The Greatest Holiday Classics
","
Kenny G
",-,39,9
"
Christmas Holidays
","
The Starlight Orchestra And Singers
",184,97,11
"
All About Tonight (EP)
","
Blake Shelton
",113,6,15
"
Do You Hear What I Hear?: Women Of Christmas
","
 Various Artists
",-,-,-
"
NOW That's What I Call Country: Volume 3
","
Various Artists
",126,22,10
"
Journey's Greatest Hits
","
Journey
",128,10,145
"
Tis The Season: Kids Christmas Sing-Along
","
Various Artists
",179,105,9
"
Prince Royce
","
Prince Royce
",160,151,7
"
Glee: Season One: The Music Volume 2
","
Soundtrack
",170,3,50
"
The 99 Most Essential Christmas Masterpieces
","
Various Artists
",76,76,3
"
I Can Do This
","
Marie Osmond
",71,71,2
"
West Coast Seattle Boy: The Jimi Hendrix Anthology
","
Jimi Hendrix
",-,-,-
"
Greatest Hits Volume 1
","
Rascal Flatts
",169,6,85
"
Once Upon A Christmas
","
Kenny Rogers & Dolly Parton
",-,31,9
"
Scott Pilgrim Vs. The World
","
Soundtrack
",139,24,8
"
American Saturday Night
","
Brad Paisley
 ",131,2,73
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",136,54,162
"
El Arbol
","
Los Tucanes de Tijuana
",-,-,-
"
With The Beatles
","
The Beatles
",-,-,-
"
Man On The Moon: The End Of Day
","
Kid Cudi
",97,4,58
"
 Christmas With The Rat Pack
","
Frank Sinatra, Dean Martin & Sammy Davis Jr
",-,-,-
"
NOW That's What I Call A Country Christmas
","
Various Artists
",-,57,10
"
Nothing But The Best
","
Frank Sinatra
",168,2,112
"
Lady Antebellum
","
Lady Antebellum
",133,4,136
"
Dark Horse
","
Nickelback
",135,2,105
"
Christmas Live
","
Mannheim Steamroller
",-,24,10
"
The Bootleg Series Vol. 9: The Witmark Demos: 1962-1964
","
Bob Dylan
",142,12,5
"
Gold And Green
","
Sugarland
",-,24,12
"
For We Are Many
","
All That Remains
",122,10,6
"
Leave This Town
","
Daughtry
",140,1,71
"
Lotus Flow3r/MPLSoUND/Elix3r
","
Prince/Bria Valente
",-,2,25
"
The Fame Monster (EP)
","
Lady Gaga
",143,5,52
"
Honky Tonk Christmas
","
Alan Jackson
",-,42,13
"
Up On The Ridge
","
Dierks Bentley
",110,9,22
"
Waking Up
","
OneRepublic
",185,21,44
"
Habits
","
Neon Trees
",159,113,12
"
Twang
","
 George Strait
",152,1,36
"
The Floacist Presents: Floetic Soul
","
The Floacist
",95,95,2
"
To The Sea
","
Jack Johnson
",156,1,25
"
Rehab
","
Lecrae
",153,17,8
