Song, Artist, Last Week, Peak Position, Weeks on Chart
"The Twilight Saga: New Moon","Soundtrack",-,1,2
"
Southern Voice
","
Tim McGraw
",-,-,-
"
Crazy Love
","
Michael Buble
",1,1,3
"
The Blueprint 3
","
JAY-Z
",3,1,7
"
The Time Of Our Lives (EP)
","
Miley Cyrus
",5,2,9
"
The E.N.D.
","
The Black Eyed Peas
",6,1,20
"
Fearless
","
Taylor Swift
",7,1,50
"
Ocean Eyes
","
Owl City
",20,8,15
"
Love Is The Answer
","
Barbra Streisand
",4,1,4
"
Colour Me Free!
","
Joss Stone
",-,-,-
"
The Foundation
","
Zac Brown Band
",14,11,49
"
Still
","
BeBe & CeCe Winans
",25,12,3
"
Liebe Ist Fur Alle Da
","
Rammstein
",-,-,-
"
Memoirs Of An Imperfect Angel
","
Mariah Carey
",10,3,4
"
Dear Agony
","
Breaking Benjamin
",13,4,4
"
The Fame
","
Lady Gaga
",19,4,52
"
Sonic Boom
","
KISS
",11,2,3
"
American Ride
","
Toby Keith
",12,3,3
"
I Told You I Was Freaky (Soundtrack)
","
Flight Of The Conchords
",-,-,-
"
 I Look To You
","
Whitney Houston
",15,1,8
"
Only By The Night
","
Kings Of Leon
",18,4,57
"
Revolution
","
Miranda Lambert
",22,8,4
"
So Far Gone (EP)
","
 Drake
",27,6,6
"
Black Gives Way To Blue
","
Alice In Chains
",17,5,4
"
Brand New Eyes
","
Paramore
",16,2,4
"
Lady Antebellum
","
Lady Antebellum
",36,4,80
"
Kiss And Tell
","
Selena Gomez & The Scene
",26,9,4
"
Doin' My Thing
","
Luke Bryan
",31,6,3
"
Natural Forces
","
Lyle Lovett
",-,-,-
"
Hannah Montana: The Movie
","
Soundtrack
",37,1,31
"
Backspacer
","
Pearl Jam
",21,1,5
"
Wide Open
","
Jason Aldean
",40,4,29
"
WOW Hits 2010
","
Various Artists
",41,33,3
"
Your Songs
","
Harry Connick, Jr.
",24,8,5
"
Life Starts Now
","
Three Days Grace
",32,3,5
"
The Resistance
","
Muse
",33,3,6
"
Ready
","
Trey Songz
",39,3,8
"
The List
","
Rosanne Cash
",28,22,3
"
NOW 31
","
Various Artists
",46,1,17
