Song, Artist, Last Week, Peak Position, Weeks on Chart
"
 All My Demons Greeting Me As A Friend
","
AURORA
",-,-,-
"
A Fever You Can't Sweat Out
","
Panic! At The Disco
",-,13,77
"
The Marshall Mathers LP 2
","
Eminem
",155,1,120
"
Dream Your Life Away
","
Vance Joy
",145,17,60
"
Professional Rapper
","
Lil Dicky
",174,7,27
"
I Am...Sasha Fierce
","
Beyonce
",168,1,104
"
Everything Is 4
","
Jason Derulo
",139,4,35
"
The Glory Album
","
Christon Gray
",-,-,-
"
Born Sinner
","
J. Cole
",154,1,56
"
Confessions
","
Usher
",-,1,110
"
The Intro (EP)
","
Ruth B
",-,128,2
"
Long.Live.A$AP
","
A$AP Rocky
",164,1,64
"
This Is Not A Test
","
tobyMac
",190,4,23
"
Bad
","
Michael Jackson
",148,1,152
"
One - X
","
 Three Days Grace
",-,5,129
"
Coming Home
","
Leon Bridges
",116,6,33
"
Sugar
","
Robin Schulz
",162,154,7
"
Cole World: The Sideline Story
","
J. Cole
",165,1,64
"
The Essential Michael Jackson
","
Michael Jackson
",160,53,161
"
Greatest Hits 1970-2002
","
Elton John
",172,12,105
"
Greatest Hits
","
Fleetwood Mac
",146,14,129
"
The Essential Billy Joel
","
Billy Joel
",171,15,59
"
Cole Swindell
","
Cole Swindell
",181,3,92
"
Save Rock And Roll
","
Fall Out Boy
",131,1,146
"
Recuerden Mi Estilo
","
Los Plebes del Rancho de Ariel Camacho
",186,174,2
"
Dopamine
","
BORNS
",119,24,6
"
Greatest Hits
","
Red Hot Chili Peppers
",176,18,75
"
Man On The Moon: The End Of Day
","
Kid Cudi
",-,4,94
"
Smoke + Mirrors
","
Imagine Dragons
",118,1,57
"
Meteora
","
Linkin Park
",-,1,109
"
The Who Hits 50!
","
The Who
",166,93,7
"
Master Of Puppets
","
Metallica
",173,29,126
"
 Recovery
","
Eminem
",180,1,224
"
Dystopia
","
Megadeth
",178,3,8
"
Doo-Wops & Hooligans
","
Bruno Mars
",153,3,267
"
Sex Love & Pain II
","
Tank
",132,15,7
"
Straight Outta Compton
","
N.W.A
",161,4,103
"
Untamed
","
Cam
",158,12,14
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",192,22,260
"
Back To Black
","
Amy Winehouse
",182,2,152
"
Luca Brasi 2: A Gangsta Grillz Special Edition
","
Kevin Gates
",-,38,29
"
It's Not Over... The Hits So Far
","
Daughtry
",147,43,5
"
After Party
","
Adore Delano
",-,-,-
"
The Sickness
","
Disturbed
",-,29,104
"
Pain Killer
","
Little Big Town
",150,7,70
"
 Abbey Road
","
The Beatles
",-,1,186
"
The Wrong Side Of Heaven...Volume 1
","
Five Finger Death Punch
",200,2,93
"
The Very Best Of Dwight Yoakam
","
Dwight Yoakam
",194,87,22
"
Furious 7
","
Soundtrack
",-,1,46
"
Country Classics: A Tapestry Of Our Musical Heritage
","
Joey + Rory
",-,-,-
"
Greatest Hits
","
Foo Fighters
",183,11,123
