Song, Artist, Last Week, Peak Position, Weeks on Chart
"...Something To Be","Rob Thomas",-,1,1
"
The Emancipation Of Mimi
","
Mariah Carey
",1,1,2
"
Who Is Mike Jones?
","
Mike Jones
",-,-,-
"
Il Divo
","
Il Divo
",-,-,-
"
The Massacre
","
50 Cent
",3,1,8
"
Love. Angel. Music. Baby.
","
Gwen Stefani
",9,6,22
"
Hot Fuss
","
The Killers
",10,7,45
"
American Idiot
","
Green Day
",8,1,31
"
Now 18
","
Various Artists
",6,2,6
"
Three 6 Mafia Presents Choices II: The Setup
","
Soundtrack
",-,-,-
"
Lost And Found
","
Mudvayne
",2,2,2
"
In Between Dreams
","
Jack Johnson
",11,2,8
"
Breakaway
","
Kelly Clarkson
",14,3,21
"
Lost And Found
","
Will Smith
",13,6,4
"
Guero
","
Beck
",7,2,4
"
Goodies
","
Ciara
",12,3,30
"
The First Lady
","
Faith Evans
",5,2,3
"
Trouble
","
Akon
",19,18,43
"
Tyler Perry's Diary Of A Mad Black Woman
","
Soundtrack
",-,-,-
"
Wreck Of The Day
","
Anna Nalick
",-,-,-
"
The Right To Bare Arms
","
Larry The Cable Guy
",16,7,4
"
Pleasure & Pain
","
112
",18,4,4
"
 The One
","
Frankie J
",15,3,5
"
Bleed Like Me
","
Garbage
",4,4,2
"
The Red Light District
","
Ludacris
",22,1,20
"
 Get Lifted
","
John Legend
",21,4,17
"
Mind Body & Soul
","
Joss Stone
",26,11,30
"
The Documentary
","
The Game
",20,1,14
"
 Seventeen Days
","
3 Doors Down
",24,1,11
"
Feels Like Today
","
Rascal Flatts
",23,1,30
"
The B. Coming
","
Beanie Sigel
",17,3,4
"
 Be Here
","
Keith Urban
",27,3,31
"
It's Time
","
Michael Buble
",34,7,11
"
Here For The Party
","
Gretchen Wilson
",28,2,50
"
 Encore
","
Eminem
",25,1,24
"
Lifehouse
","
Lifehouse
",50,10,5
"
Confessions
","
Usher
",31,1,57
"
Beautiful Soul
","
Jesse McCartney
",40,15,30
"
Barrio Fino
","
Daddy Yankee
",35,26,24
"
Free Yourself
","
Fantasia
",32,8,22
"
Urban Legend
","
T.I.
",37,7,21
"
Twice The Speed Of Life
","
Sugarland
",44,42,14
"
Rebirth
","
Jennifer Lopez
",30,2,8
"
How To Dismantle An Atomic Bomb
","
U2
",39,1,22
"
Crossfade
","
Crossfade
",47,41,41
"
Songs About Jane
","
Maroon 5
",41,6,102
"
Live Like You Were Dying
","
Tim McGraw
",46,1,35
"
Greatest Hits
","
Guns N' Roses
",49,3,57
"
Totally Country Vol. 4
","
Various Artists
",48,5,11
"
When The Sun Goes Down
","
Kenny Chesney
",51,1,64
"
Genius Loves Company
","
Ray Charles
",38,1,34
"
Greatest Hits
","
Shania Twain
",42,2,24
"
Be As You Are: Songs From An Old Blue Chair
","
Kenny Chesney
 ",43,1,13
"
Divinas
","
Patrulla 81
",-,-,-
"
Getting Away With Murder
","
Papa Roach
",60,17,34
"
Three Cheers For Sweet Revenge
","
My Chemical Romance
",57,45,33
"
Psalms, Hymns & Spiritual Songs
","
Donnie McClurkin
",36,12,3
"
O
","
Omarion
",55,1,9
"
Destiny Fulfilled
","
Destiny's Child
",52,2,24
"
Crunk Juice
","
Lil Jon & The East Side Boyz
",53,3,24
"
Lyfe 268-192
","
Lyfe Jennings
",59,55,19
"
Lullabies To Paralyze
","
Queens Of The Stone Age
",45,5,5
"
Now What
","
Lisa Marie Presley
",33,9,3
"
Turning Point
","
Mario
",54,13,20
"
Horse Of A Different Color
","
Big & Rich
",62,6,51
"
WOW #1s
","
Various Artists
",58,58,3
"
Vol. 3: (The Subliminal Verses)
","
Slipknot
",29,2,48
"
We Are Not Alone
","
Breaking Benjamin
",75,20,43
"
The Bravery
","
The Bravery
",78,18,4
"
Greatest Hits 2
","
Toby Keith
",66,3,24
"
The Diary Of Alicia Keys
","
Alicia Keys
",69,1,73
"
Still Not Getting Any...
","
Simple Plan
",77,3,26
"
Kidz Bop 7
","
Kidz Bop Kids
",68,7,9
"
Thug Matrimony: Married To The Streets
","
Trick Daddy
",61,2,26
"
Careless Love
","
Madeleine Peyroux
",73,71,11
"
Frances The Mute
","
The Mars Volta
",76,4,8
"
50 Number Ones
","
George Strait
",72,1,29
"
Ray (Soundtrack)
","
Ray Charles
",64,9,27
"
Songs About Me
","
Trace Adkins
",71,11,5
"
Chain Letter
","
Brooke Valentine
",67,16,6
"
R&G (Rhythm & Gangsta): The Masterpiece
","
Snoop Dogg
",65,6,23
"
Heavier Things
","
John Mayer
",79,1,83
"
Hotel
","
Moby
",70,28,5
"
Closer
","
Josh Groban
",98,1,76
"
You Do Your Thing
","
Montgomery Gentry
",90,10,43
"
Garden State
","
Soundtrack
",80,20,37
"
Stop All The World Now
","
Howie Day
",92,46,21
"
Grace
","
Jim Brickman
",-,-,-
"
Kerosene
","
Miranda Lambert
",82,18,6
"
Shifting Gears
","
Z-Trip
",-,-,-
"
Now 17
","
Various Artists
",83,1,25
"
When I Fall In Love
","
Chris Botti
",63,37,28
"
Mud On The Tires
","
Brad Paisley
",84,8,92
"
Hopes And Fears
","
Keane
",86,45,41
"
 Disneymania 3: Music Stars Sing Disney ...Their Way!
","
Various Artists
",113,30,10
"
All The Best
","
Tina Turner
",93,2,12
"
Casting Crowns
","
Casting Crowns
",100,59,70
"
Elephunk
","
The Black Eyed Peas
",105,14,96
"
Red, White & Crue
","
Motley Crue
",94,6,12
"
The King Of Crunk & BME Recordings Present
","
Lil Scrappy/Trillville
",87,12,56
"
Loyal To The Game
","
2Pac
 ",134,1,19
"
Employment
","
Kaiser Chiefs
",174,86,6
"
Greatest Hits
","
Bone Thugs-N-Harmony
",95,95,18
"
Martina
","
Martina McBride
",97,7,82
"
The Best Of Brandy
","
Brandy
",56,27,3
"
Sounds Of Summer:The Very Best Of The Beach Boys
","
The Beach Boys
",106,16,98
"
There's More Where That Came From
","
Lee Ann Womack
",96,12,11
"
Super Saucy
","
Baby Bash
",91,11,6
"
Blake Shelton's Barn & Grill
","
Blake Shelton
",103,20,26
"
It's Me Again
","
Tweet
",81,17,5
"
Mas Flow 2
","
Luny Tunes & Baby Ranks
",108,68,6
"
WOW Hits 2005
","
Various Artists
",104,39,29
"
Los Lonely Boys
","
Los Lonely Boys
",102,9,61
