Song, Artist, Last Week, Peak Position, Weeks on Chart
"Welcome To The Dollhouse","Danity Kane",-,1,1
"
NOW 27
","
Various Artists
",2,2,2
"
Trilla
","
Rick Ross
",1,1,2
"
Mail On Sunday
","
Flo Rida
",-,-,-
"
Sleep Through The Static
","
Jack Johnson
",4,1,7
"
Hannah Montana 2 (Soundtrack)/Meet Miley Cyrus
","
Miley Cyrus
",16,1,39
"
Ego Trippin
","
Snoop Dogg
",3,3,2
"
Taylor Swift
","
Taylor Swift
",12,5,74
"
Little Voice
 ","
Sara Bareilles
",7,7,25
"
Hannah Montana/Miley Cyrus: Best Of Both Worlds Concert
","
Miley Cyrus
",10,10,2
"
Alvin And The Chipmunks
","
Soundtrack
",15,11,16
"
Jonas Brothers
","
Jonas Brothers
",17,5,33
"
As I Am
","
Alicia Keys
",13,1,19
"
Good Time
","
Alan Jackson
",5,1,3
"
Carnival Ride
","
Carrie Underwood
",33,1,22
"
Kidz Bop 13
","
Kidz Bop Kids
",31,4,5
"
Discipline
","
Janet
",8,1,4
"
The Odd Couple
","
Gnarls Barkley
",-,-,-
"
Coco
","
Colbie Caillat
",18,5,36
"
Radio Disney Jams 10
","
Various Artists
",48,18,9
"
Self-Made
","
Rocko
",-,-,-
"
Still Feels Good
","
Rascal Flatts
",49,1,26
"
NOW That's What I Call The 80s
","
Various Artists
",11,11,2
"
Back To Black
","
Amy Winehouse
",14,2,54
"
Juno
","
Soundtrack
",24,1,12
"
Exclusive
","
Chris Brown
",22,4,20
"
Daughtry
","
Daughtry
",21,1,70
"
Dreaming Out Loud
","
OneRepublic
",20,14,18
"
Jordin Sparks
","
Jordin Sparks
",32,10,18
"
NOW 26
","
 Various Artists
",39,3,19
"
Hannah Montana 2: Non-Stop Dance Party
","
Hannah Montana
",60,7,8
"
Growing Pains
","
Mary J. Blige
",23,1,14
"
August Rush
","
Soundtrack
",55,33,12
"
Across The Universe: Deluxe Edition
","
Soundtrack
",30,20,28
"
Minutes To Midnight
","
Linkin Park
",37,1,45
"
Just Like You
","
Keyshia Cole
",27,2,26
"
New Amerykah: Part One (4th World War)
","
Erykah Badu
",9,2,4
"
 Once
","
Soundtrack
",26,7,34
"
Enchanted
","
Soundtrack
",148,39,16
"
Vampire Weekend
","
Vampire Weekend
",25,17,8
"
Silverback Gorilla
","
Sheek Louch
",-,-,-
"
The Dutchess
","
Fergie
",47,2,79
"
15
","
Buckcherry
",40,39,101
"
The Ultimate Hits
","
Garth Brooks
",38,3,20
"
Detours
","
Sheryl Crow
",42,2,7
"
High School Musical 2
","
Soundtrack
",68,1,32
"
Float
 ","
Flogging Molly
",19,4,3
"
Celtic Thunder
","
Celtic Thunder
",-,-,-
"
Step Up 2: The Streets
","
Soundtrack
",28,5,7
"
Raising Sand
","
Robert Plant / Alison Krauss
",46,2,22
"
Some Hearts
","
Carrie Underwood
",57,2,123
"
Enjoy The Ride
","
Sugarland
",44,4,72
"
Hannah Montana
","
Soundtrack
",77,1,74
"
Long Road Out Of Eden
","
Eagles
",43,1,21
"
Yael Naim
","
Yael Naim
",-,-,-
"
The Elephant In The Room
","
Fat Joe
",6,6,2
"
RIOT!
","
Paramore
",56,15,41
"
American Man: Greatest Hits Volume II
","
Trace Adkins
",66,22,16
