Song, Artist, Last Week, Peak Position, Weeks on Chart
"Mezmerize","System Of A Down",-,1,1
"
Honkytonk University
","
Toby Keith
",-,-,-
"
The Emancipation Of Mimi
","
Mariah Carey
",3,1,6
"
Stand Up
 ","
Dave Matthews Band
",1,1,2
"
Album II
","
Kem
",-,-,-
"
American Idol Season 4: The Showstoppers
","
Soundtrack
",-,-,-
"
The Massacre
","
50 Cent
",4,1,12
"
Love. Angel. Music. Baby.
","
Gwen Stefani
",7,6,26
"
Make Believe
","
Weezer
",2,2,2
"
Rock Of Ages: The Definitive Collection
","
Def Leppard
",-,-,-
"
534
","
Memphis Bleek
",-,-,-
"
With Teeth
","
Nine Inch Nails
",5,1,3
"
...Something To Be
","
Rob Thomas
",8,1,5
"
Breakaway
","
Kelly Clarkson
",12,3,25
"
Loco Motive
","
Cowboy Troy
",-,-,-
"
Natalie
","
Natalie
",-,-,-
"
Hot Fuss
","
The Killers
",11,7,49
"
Who Is Mike Jones?
","
Mike Jones
",9,3,5
"
Feels Like Today
","
Rascal Flatts
",26,1,34
"
Totally Hits 2005
","
Various Artists
",-,-,-
"
Il Divo
","
Il Divo
",16,4,5
"
Goodies
","
Ciara
",13,3,34
"
Elvis By The Presleys (Soundtrack)
","
Elvis Presley
",19,15,3
"
American Idiot
","
Green Day
",17,1,35
"
Magic Time
","
Van Morrison
",-,-,-
"
In Between Dreams
","
Jack Johnson
",14,2,12
"
Be Here
","
Keith Urban
",27,3,35
"
Star Wars Episode III: Revenge Of The Sith (Soundtrack)
","
The London Symphony Orchestra And London Voices (John Williams)
",25,6,3
"
Devils & Dust
","
Bruce Springsteen
",10,1,4
"
 Trouble
","
Akon
",23,18,47
"
Now 18
","
Various Artists
",24,2,10
"
The Calm (EP)
","
Insane Clown Posse
",-,-,-
"
Modern Day Drifter
","
Dierks Bentley
",6,6,2
"
Disturbing Tha Peace Presents Bobby Valentino
","
Bobby Valentino
",20,3,4
"
Twice The Speed Of Life
","
Sugarland
",40,35,18
"
Here For The Party
","
Gretchen Wilson
",43,2,54
"
Lost And Found
","
Will Smith
",32,6,8
"
Lost And Found
","
Mudvayne
",35,2,6
"
The Documentary
","
The Game
",36,1,18
"
The Right To Bare Arms
","
Larry The Cable Guy
",34,7,8
"
The One
","
Frankie J
",37,3,9
"
Guero
","
Beck
 ",28,2,8
"
It's Time
","
Michael Buble
",33,7,15
"
Seventeen Days
","
3 Doors Down
",38,1,15
"
Delicious Surprise
","
Jo Dee Messina
",31,7,4
"
Get Right With The Man
","
Van Zant
",21,21,2
"
Live Like You Were Dying
","
Tim McGraw
",68,1,39
"
When The Sun Goes Down
","
Kenny Chesney
",51,1,68
"
From Under The Cork Tree
","
Fall Out Boy
",29,9,3
"
You Can't See Me
","
John Cena & Tha Trademarc
",15,15,2
"
Touch
","
Amerie
",30,5,4
"
Wreck Of The Day
","
Anna Nalick
",50,20,5
"
Horse Of A Different Color
","
Big & Rich
",67,6,55
"
Mind Body & Soul
","
Joss Stone
",41,11,34
"
Be As You Are: Songs From An Old Blue Chair
","
Kenny Chesney
",59,1,17
"
The Red Light District
","
Ludacris
",45,1,24
"
The Phantom Of The Opera
","
Soundtrack
",39,16,26
"
Barrio Fino
","
Daddy Yankee
",47,26,28
"
Totally Country Vol. 4
 ","
Various Artists
",63,5,15
"
Three Cheers For Sweet Revenge
","
My Chemical Romance
",61,45,37
"
Free Yourself
","
Fantasia
 ",49,8,26
"
Greatest Hits 2
","
Toby Keith
",75,3,28
"
The First Lady
","
Faith Evans
",42,2,7
"
Mighty Rearranger
","
Robert Plant And The Strange Sensation
",22,22,2
"
Lyfe 268-192
","
Lyfe Jennings
",48,48,23
"
Getting Away With Murder
","
Papa Roach
",64,17,38
"
Lifehouse
","
Lifehouse
",60,10,9
"
Pleasure & Pain
","
112
",53,4,8
"
Beautiful Soul
","
Jesse McCartney
",56,15,34
"
Encore
","
Eminem
",57,1,28
"
Greatest Hits
","
Shania Twain
",70,2,28
