Song, Artist, Last Week, Peak Position, Weeks on Chart
"My World 2.0","Justin Bieber",-,1,4
"
Congratulations
","
MGMT
",-,-,-
"
Need You Now
","
Lady Antebellum
",4,1,12
"
Raymond V Raymond
","
Usher
",2,1,3
"
Year Of The Black Rainbow
","
Coheed And Cambria
",-,-,-
"
NOW 33
","
Various Artists
",5,3,4
"
The Fame
","
Lady Gaga
",7,2,77
"
 Animal
","
Ke$ha
",16,1,15
"
Still Standing
","
Monica
",6,2,4
"
My World (EP)
","
Justin Bieber
",8,5,22
"
Emotion & Commotion
","
Jeff Beck
",-,-,-
"
Soldier Of Love
 ","
Sade
",19,1,10
"
Battle Of The Sexes
","
Ludacris
",11,1,6
"
The E.N.D.
","
The Black Eyed Peas
",13,1,45
"
 The Foundation
","
Zac Brown Band
",20,10,74
"
Slash
","
Slash
",3,3,2
"
Leave Your Sleep
","
Natalie Merchant
",-,-,-
"
Jason Castro
","
Jason Castro
",-,-,-
"
Burrrprint(2) HD
","
DJ Holiday + Gucci Mane
",-,-,-
"
NEW AMERYKAH: Part Two: Return Of The Ankh
","
 Erykah Badu
",9,4,3
"
The Fame Monster (EP)
","
Lady Gaga
",18,5,21
"
Freight Train
","
Alan Jackson
",14,7,3
"
Here I Am
","
Marvin Sapp
",17,2,5
"
Women + Country
","
Jakob Dylan
",12,12,2
"
Fearless
","
Taylor Swift
",26,1,75
"
Rated R
","
Rihanna
 ",21,4,21
"
I Learned The Hard Way
","
Sharon Jones And The Dap-Kings
",15,15,2
"
Achin' And Shakin'
","
Laura Bell Bundy
",-,-,-
"
With A Twist
","
Straight No Chaser
",-,-,-
"
Plastic Beach
","
Gorillaz
",29,2,6
"
Crazy Love
","
Michael Buble
",24,1,28
"
Rebirth
","
Lil Wayne
",25,2,11
"
Valleys Of Neptune
","
Jimi Hendrix
",22,4,6
"
Volume Two
","
She & Him
",27,6,4
"
For Your Entertainment
","
Adam Lambert
",77,3,21
"
Revolution
","
 Miranda Lambert
",30,8,29
"
Ready
","
Trey Songz
",31,3,33
"
Play On
","
Carrie Underwood
",35,1,24
"
Glee: Season One: The Music Volume 1
","
Soundtrack
",57,4,24
"
The Element Of Freedom
","
Alicia Keys
",34,2,18
"
Broken Bells
","
Broken Bells
",32,7,6
"
Alvin And The Chipmunks: The Squeakquel
","
Soundtrack
",28,6,20
"
Save Me, San Francisco
","
Train
",38,17,23
"
We Are Young Money
","
Young Money
",41,9,17
"
Dark Horse
","
Nickelback
",42,2,74
"
I Dreamed A Dream
","
Susan Boyle
",33,1,21
"
Glee: Season One: The Music Volume 2
","
Soundtrack
",64,3,19
"
Over And Underneath
","
Tenth Avenue North
",39,39,34
"
Another Round
","
Jaheim
",47,3,10
"
Awake
","
Skillet
",49,2,34
"
Easton Corbin
","
Easton Corbin
 ",43,10,7
"
Jason Derulo
","
Jason Derulo
",40,11,7
"
Kiss And Tell
","
Selena Gomez & The Scene
",51,9,29
"
Wide Open
","
Jason Aldean
",52,4,54
"
Hillbilly Bone (EP)
","
Blake Shelton
",48,3,7
"
STRONGER withEach Tear
","
Mary J. Blige
",63,2,17
"
The Blueprint 3
","
JAY-Z
",55,1,32
"
Sticky & Sweet Tour
","
Madonna
",10,10,2
"
Lady Antebellum
","
Lady Antebellum
",58,4,105
"
Battle Studies
","
John Mayer
",60,1,22
"
The Twilight Saga: New Moon
","
Soundtrack
",46,1,27
