Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Ocean Eyes
","
Owl City
",53,8,40
"
Only By The Night
","
Kings Of Leon
",62,4,82
"
Get Off On The Pain
","
 Gary Allan
",50,5,6
"
Tonight
","
tobyMac
",54,6,10
"
Greatest Hits II
","
Kenny Chesney
",114,3,47
"
Funhouse
","
P!nk
",61,2,77
"
Wu-Massacre
","
Meth/Ghost/Rae
",37,12,3
"
Go
","
Jonsi
",23,23,2
"
Haywire
","
Josh Turner
",67,5,10
"
Dear Agony
","
Breaking Benjamin
",73,4,29
"
Oracular Spectacular
","
MGMT
",124,38,95
"
The Resistance
","
Muse
",70,3,31
"
Leave This Town
","
Daughtry
",69,1,40
"
Contra
","
Vampire Weekend
",66,1,14
"
Doin' My Thing
","
Luke Bryan
",85,6,28
"
The Love & War Masterpeace
","
Raheem DeVaughn
",72,9,7
"
Crazy Heart
","
Soundtrack
",79,18,13
"
Until The Whole World Hears
","
Casting Crowns
",78,4,22
"
Waking Up
","
OneRepublic
",117,21,21
"
The Script
","
The Script
",84,64,28
"
The Man I Want To Be
","
Chris Young
",99,19,33
"
Relapse
","
Eminem
",75,1,48
"
So Far Gone (EP)
","
Drake
",81,6,31
"
Learn To Live
","
Darius Rucker
",108,5,83
"
Wolfgang Amadeus Phoenix
","
Phoenix
",94,37,48
"
Fornever
","
Murs And 9th Wonder
",-,-,-
"
The Sound Of Madness
","
Shinedown
",74,8,95
"
NOW 32
","
Various Artists
",76,5,24
"
Kidz Bop 17
","
Kidz Bop Kids
",103,12,12
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",113,54,131
"
Number Ones
","
Michael Jackson
",87,13,53
"
Keep On Loving You
","
Reba
",97,1,35
"
Journey's Greatest Hits
","
Journey
",115,10,114
"
The State Vs. Radric Davis
","
Gucci Mane
",89,10,19
"
Twilight
","
Soundtrack
",88,1,76
"
Man On The Moon: The End Of Day
","
Kid Cudi
",91,4,27
"
My Best Days
","
Danny Gokey
",92,4,7
"
WOW Gospel 2010
","
Various Artists
",90,40,12
"
Timbaland Presents Shock Value II
","
Timbaland
",71,36,19
"
Selections From The Album Leave Your Sleep
","
Natalie Merchant
",-,-,-
"
American VI: Ain't No Grave
","
Johnny Cash
",83,3,8
"
Black Gives Way To Blue
","
Alice In Chains
",123,5,29
"
I Got Your Country Right Here
","
Gretchen Wilson
",65,34,3
"
Midnight Souvenirs
","
Peter Wolf
",45,45,2
"
Radio Disney Jams 12
","
Various Artists
",95,26,3
"
Somewhere Down The Road
","
Amy Grant
",80,41,3
"
Smoke & Mirrors
","
Lifehouse
",86,6,7
"
Alice In Wonderland: Almost Alice
","
Soundtrack
",68,5,7
"
WOW Worship (Purple)
","
Various Artists
",109,88,7
"
Songs From The Heart
","
Celtic Woman
",112,9,12
"
Sex Therapy: The Session
","
Robin Thicke
",93,9,18
"
WOW Hits 2010
","
Various Artists
",127,33,28
"
Shame, Shame
","
Dr. Dog
",44,44,2
"
Defying Gravity
","
Keith Urban
",133,1,55
"
xx
","
The xx
",128,94,18
"
The Time Of Our Lives (EP)
","
Miley Cyrus
",82,2,34
"
You I Wind Land And Sea
","
Justin Nozuka
",-,-,-
"
Taylor Swift
","
Taylor Swift
",125,5,182
"
Breakthrough
","
Colbie Caillat
",144,1,34
"
Life Starts Now
","
Three Days Grace
",132,3,30
"
I Am...Sasha Fierce
","
Beyonce
",119,1,74
"
Michael Jackson's This Is It (Soundtrack)
","
Michael Jackson
",116,1,25
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",134,99,17
"
Brand New Eyes
","
Paramore
",135,2,29
"
#1s ... And Then Some
","
Brooks & Dunn
",-,5,29
"
Them Crooked Vultures
","
Them Crooked Vultures
 ",162,12,22
"
Manners
","
Passion Pit
",176,51,25
"
Rockabye Baby! : Lullaby Renditions Of Baby's Favorite Rock Songs
","
Various Artists
",111,111,2
"
The Sea
 ","
Corinne Bailey Rae
",137,7,12
"
Greatest Hits
","
Guns N' Roses
",142,3,156
"
The Bridge
","
Melanie Fiona
",122,27,24
"
The Father Of Chicago Blues
","
Muddy Waters
",-,-,-
"
War Is The Answer
","
Five Finger Death Punch
",161,7,25
"
Revenue Retrievin': Day Shift
","
E-40
",110,47,3
"
Scars & Souvenirs
","
Theory Of A Deadman
",153,26,103
"
April Uprising
","
John Butler Trio
",36,36,2
"
Cage The Elephant
","
Cage The Elephant
",157,67,49
"
Backspacer
","
Pearl Jam
",155,1,30
"
Greatest Hits
 ","
Bob Seger & The Silver Bullet Band
",151,8,127
"
This Is War
","
Thirty Seconds To Mars
",166,19,19
"
Quiero Decirte Que Te Amo
","
El Trono de Mexico
",159,92,4
"
Bleeding Through
","
Bleeding Through
",-,-,-
"
Revenue Retrievin': Night Shift
","
E-40
",102,49,3
"
Southern Voice
","
Tim McGraw
",146,2,26
"
Justin Moore
","
Justin Moore
",152,10,30
"
The Edge
","
Various Artists
",120,4,5
"
American Saturday Night
","
Brad Paisley
",183,2,42
"
Under Great White Northern Lights (Soundtrack)
","
The White Stripes
",160,11,5
"
Unshakable
","
Deluge
",-,-,-
"
Foxy Shazam
","
Foxy Shazam
",-,-,-
"
The Essential Michael Jackson
","
Michael Jackson
",141,54,28
"
More Malice (EP)
","
Snoop Dogg
",100,29,4
"
Memento Mori
","
Flyleaf
",143,8,23
"
Greatest Hits
","
Motley Crue
",154,94,13
"
The Circle
","
Bon Jovi
",158,1,23
"
The Dark Side Of The Moon
","
Pink Floyd
",170,1,759
"
Mothership
","
Led Zeppelin
",165,7,87
"
BLACKsummers'night
","
Maxwell
",149,1,41
"
Little Bit Of Everything
","
Billy Currington
",182,13,61
"
It's Time
","
Michael Buble
",164,7,126
"
The Best Of Sade
","
Sade
",-,9,92
"
Bang! Pow! Boom!
","
Insane Clown Posse
",56,4,8
"
Church Music
","
David Crowder Band
",-,11,13
"
Suicide Season.
","
Bring Me The Horizon
",-,107,2
"
Gold -- Greatest Hits
","
ABBA
",184,63,122
"
Realities (EP)
","
The Spill Canvas
",-,-,-
"
All In Good Time
","
Barenaked Ladies
",106,23,3
"
All In One
","
Karen Clark-Sheard
",98,98,2
"
The Sickness
","
Disturbed
",148,29,103
"
Wicked
","
Original Broadway Cast Recording
",167,128,52
"
Believe
","
Orianthi
",145,77,18
"
We Sing. We Dance. We Steal Things.
","
Jason Mraz
",171,3,95
"
Sigh No More
","
Mumford & Sons
",175,127,6
"
 Sting In The Tail
","
Scorpions
",138,23,4
"
The Wild Hunt
","
The Tallest Man On Earth
",-,-,-
"
The Fall
","
Norah Jones
",140,3,22
"
Greatest Hits
","
Foo Fighters
",190,11,24
"
Eternal
 ","
War Of Ages
",-,-,-
"
Tri-Polar
","
Sick Puppies
",180,31,29
"
Back In Black
","
AC/DC
",194,4,133
"
The Definitive Collection
","
Lionel Richie
",-,19,56
"
Solamente Tu
","
Duelo
",126,126,2
"
The Last
","
Aventura
",169,5,43
"
Unstoppable
","
Rascal Flatts
",163,1,54
"
Elvis: 75
","
Elvis Presley
",-,43,4
"
La Roux
","
La Roux
",-,170,2
"
Call Me Irresponsible
","
Michael Buble
 ",177,1,103
"
77
","
Kutless
",196,42,22
"
Tha Carter III
","
Lil Wayne
",147,1,93
"
Carolina
","
Eric Church
 ",187,17,33
"
NOW That's What I Call Country Vol. 2
","
Various Artists
",179,10,32
"
That Lonesome Song
","
Jamey Johnson
",195,28,89
"
Simple Science (EP)
","
The Get Up Kids
",-,-,-
"
Love On The Inside
","
Sugarland
",-,1,87
"
All Hope Is Gone
","
Slipknot
",174,1,69
"
Here Lies Love
","
David Byrne & Fatboy Slim
",96,96,2
"
Thriller
","
Michael Jackson
",181,1,144
"
Elv1s: 30 #1 Hits
","
Elvis Presley
",-,1,104
"
Maldito Amor
","
Tierra Cali
",150,150,2
