Song, Artist, Last Week, Peak Position, Weeks on Chart
"
The Basement Tapes Raw: The Bootleg Series Vol. 11
","
Bob Dylan And The Band
",75,41,3
"
Void
","
RL Grime
",-,-,-
"
Welcome To The New
","
MercyMe
",-,4,29
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",164,5,340
"
21
","
Adele
",93,1,196
"
Wonders
","
 The Piano Guys
",90,12,7
"
Based On A True Story ...
","
Blake Shelton
",107,3,87
"
These Things Happen
","
G-Eazy
",-,3,19
"
Classic Christmas Album
","
Barbra Streisand
",150,95,8
"
Bad Blood
","
Bastille
",157,11,64
"
Sings The Great Diva Classics
","
Aretha Franklin
",77,13,5
"
Begin Again: Music From And Inspired By The Original Motion Picture
","
Soundtrack
",91,22,13
"
Greatest Hits
","
Foo Fighters
",92,11,76
"
rose ave.
 ","
You+Me
",123,4,6
"
Pom Pom
","
Ariel Pink
",-,-,-
"
Under The Influence: Holiday Edition (EP)
","
Straight No Chaser
",-,33,10
"
Do You Hear What I Hear?: Women Of Christmas
","
Various Artists
",192,118,17
"
Blacc Hollywood
","
Wiz Khalifa
",140,1,14
"
Black Veil Brides
","
Black Veil Brides
",111,10,4
"
Dark Horse
","
Nickelback
",195,2,151
"
Dreams Of Fireflies (On A Christmas Night) (EP)
","
Trans-Siberian Orchestra
",-,9,19
"
Brutal Romantic
","
Brooke Fraser
",-,-,-
"
Save Rock And Roll
","
Fall Out Boy
",128,1,83
"
Back In Black
","
AC/DC
",183,4,192
"
VII
","
Teyana Taylor
",81,19,3
"
Christmas Eve And Other Stories
","
Trans-Siberian Orchestra
",-,48,37
"
The Marshall Mathers LP 2
","
Eminem
",159,1,55
"
Christmas Sing-Along
","
Mr. Ray & The Little Sunshine Kids
",-,-,-
"
NOW That's What I Call Disney 3
","
Various Artists
",130,39,4
"
Trigga
","
Trey Songz
",146,1,21
"
NOW 50
","
Various Artists
",101,1,29
"
The Best Of Bing Crosby: 20th Century Masters: The Christmas Collection
","
Bing Crosby
",196,132,12
"
I Dont Dance
","
Lee Brice
",138,5,11
"
Red River Blue
","
Blake Shelton
",139,1,136
"
Cathedrals
","
Tenth Avenue North
",32,32,2
"
Southbound
","
The Doobie Brothers
",62,16,3
"
5 Years Of mau5
","
deadmau5
",-,-,-
"
Amore Mio
","
Thalia
",-,-,-
"
Born To Die
","
Lana Del Rey
",121,2,147
"
Midnight Memories
","
One Direction
",168,1,51
"
Peace On Earth
","
Casting Crowns
 ",-,15,34
"
The Best Of The Temptations Christmas
","
The Temptations
",-,102,9
"
Ultraviolence
","
Lana Del Rey
",160,1,23
"
Ignite The Night
","
Chase Rice
",113,3,14
"
Christmas Extraordinaire
","
Mannheim Steamroller
",-,5,25
"
Personal Christmas Collection
","
Andy Williams
",-,131,10
"
ART OFFICIAL AGE
","
Prince
",102,5,8
"
The Dark Side Of The Moon
","
Pink Floyd
",109,1,889
"
Ultimate Hits: Rock And Roll Never Forgets
","
Bob Seger & The Silver Bullet Band
",174,19,82
"
A Christmas Album
","
Barbra Streisand
",-,108,17
"
Ready To Fly
","
Jamie Grace
",-,32,16
"
The Eminem Show
","
Eminem
",161,1,192
"
Home For The Holidays
","
Anthony Hamilton
",80,80,2
"
If We're Honest
","
Francesca Battistelli
",-,13,7
"
Holiday Collection
","
Kenny G
",-,85,30
"
Zion
","
Hillsong UNITED
",-,5,38
"
Once Upon A Christmas
","
Kenny Rogers & Dolly Parton
",-,31,27
"
Run The Jewels 2
","
Run The Jewels
",-,50,4
"
Storytone
","
Neil Young
",88,33,3
"
Christmas Celebration
","
Mannheim Steamroller
",-,19,21
"
Classic Christmas
","
Various Artists
",-,-,-
"
Journey's Greatest Hits
","
Journey
",188,10,332
"
Forever
","
Queen
",38,38,2
"
Beyonce
","
Beyonce
",177,1,50
"
White Christmas
","
Bing Crosby
",-,104,20
