Song, Artist, Last Week, Peak Position, Weeks on Chart
"I Dreamed A Dream","Susan Boyle",-,1,4
"
The Element Of Freedom
","
Alicia Keys
",-,-,-
"
My Christmas
","
Andrea Bocelli
",2,2,7
"
Fearless
","
Taylor Swift
",4,1,58
"
Play On
","
Carrie Underwood
",5,1,7
"
The Fame
","
Lady Gaga
",6,4,60
"
Crazy Love
","
Michael Buble
",9,1,11
"
My World (EP)
","
Justin Bieber
",8,6,5
"
Sex Therapy: The Session
","
Robin Thicke
",-,-,-
"
Glee: Season One: The Music Volume 2
","
Soundtrack
",3,3,2
"
Michael Jackson's This Is It (Soundtrack)
","
Michael Jackson
",12,1,8
"
The Fame Monster (EP)
","
Lady Gaga
",14,5,4
"
NOW 32
","
Various Artists
",13,5,7
"
Glee: Season One: The Music Volume 1
","
Soundtrack
",11,4,7
"
Battle Studies
","
 John Mayer
",26,1,5
"
Lady Antebellum
","
Lady Antebellum
",25,4,88
"
The Time Of Our Lives (EP)
","
Miley Cyrus
",20,2,17
"
The E.N.D.
","
The Black Eyed Peas
",21,1,28
"
The Twilight Saga: New Moon
","
Soundtrack
",18,1,10
"
The Fall
","
Norah Jones
",15,3,5
"
Rated R
","
Rihanna
",28,4,4
"
Noel
 ","
Josh Groban
",16,1,19
"
Ocean Eyes
","
Owl City
",29,8,23
"
The Taylor Swift Holiday Collection (EP)
","
Taylor Swift
",27,20,9
"
Until The Whole World Hears
","
Casting Crowns
",31,4,5
"
If On A Winter's Night...
","
Sting
",24,6,8
"
Southern Voice
","
Tim McGraw
",32,2,9
"
Peace On Earth
","
Casting Crowns
",22,15,18
"
For Your Entertainment
","
Adam Lambert
",30,3,4
"
Alvin And The Chipmunks: The Squeakquel
","
Soundtrack
",37,28,3
"
Graffiti
","
Chris Brown
",7,7,2
"
Number Ones
","
Michael Jackson
",33,13,36
"
The Foundation
","
Zac Brown Band
",38,11,57
"
Night Castle
","
Trans-Siberian Orchestra
 ",35,5,8
"
Wide Open
","
Jason Aldean
",45,4,37
"
Buffet Hotel
","
Jimmy Buffett
",17,17,2
"
Learn To Live
","
Darius Rucker
",49,5,66
"
Christmas Cheers
","
Straight No Chaser
",42,38,7
"
Taylor Swift
","
Taylor Swift
",41,5,165
"
Christmas: 25th Anniversary Collection
","
Mannheim Steamroller
",39,29,10
"
The State Vs. Radric Davis
","
Gucci Mane
",10,10,2
"
WOW Hits 2010
","
 Various Artists
",55,33,11
"
Good Evening New York City
","
Paul McCartney
",50,16,5
"
The Circle
","
Bon Jovi
",44,1,6
"
Hannah Montana: The Movie
","
Soundtrack
",53,1,39
"
The Blueprint 3
","
JAY-Z
",52,1,15
"
Kiss And Tell
","
Selena Gomez & The Scene
",59,9,12
"
Soulbook
","
Rod Stewart
",54,4,8
"
Gold And Green
","
Sugarland
",34,24,10
"
Only By The Night
","
Kings Of Leon
",67,4,65
"
Revolution
 ","
Miranda Lambert
",62,8,12
"
The Lost Christmas Eve
","
Trans-Siberian Orchestra
",51,26,17
"
Let It Snow! (EP)
","
Michael Buble
",43,32,8
"
Malice N Wonderland
","
Snoop Dogg
",23,23,2
"
Christmas From The Heart
","
David Archuleta
",47,30,10
"
Kris Allen
","
Kris Allen
",61,11,5
"
She Wolf
","
 Shakira
",48,15,4
"
Dark Horse
","
Nickelback
",73,2,57
"
Leave This Town
","
Daughtry
",66,1,23
"
I Am...Sasha Fierce
","
Beyonce
",63,1,57
"
Untitled
","
R. Kelly
",40,4,3
"
Christmas In The Heart
","
Bob Dylan
",60,23,10
"
I Look To You
","
Whitney Houston
",116,1,16
"
This Is War
","
Thirty Seconds To Mars
",19,19,2
"
Christmas Eve And Other Stories
","
Trans-Siberian Orchestra
",56,53,8
"
Keep On Loving You
","
Reba
",79,1,18
"
Before I Self-Destruct
","
50 Cent
",64,5,5
"
NOW That's What I Call A Country Christmas
","
 Various Artists
",57,57,8
"
American Saturday Night
","
Brad Paisley
",110,2,25
"
Glory In The Highest: Christmas Songs Of Worship
","
Chris Tomlin
",58,44,11
"
Unstoppable
","
Rascal Flatts
",70,1,37
"
Joy To The World
","
Faith Hill
",65,13,19
"
Greatest Hits
","
Foo Fighters
",78,11,7
"
American Ride
","
Toby Keith
",80,3,11
"
Full Circle
","
Creed
",82,2,8
"
The Very Best Of Enya
","
Enya
",91,55,3
"
Love On The Inside
","
Sugarland
",86,1,74
"
A Cherry Cherry Christmas
","
Neil Diamond
",69,60,10
"
Twang
","
George Strait
",105,1,19
"
Dear Agony
","
Breaking Benjamin
",88,4,12
"
The Essential Michael Jackson
","
Michael Jackson
",90,70,11
"
Abbey Road
","
The Beatles
",98,1,134
"
The Resistance
","
Muse
",130,3,14
"
Ready
","
Trey Songz
",76,3,16
"
The Beatles [White Album]
","
The Beatles
",109,1,160
"
Thriller
","
Michael Jackson
",92,1,127
"
Brand New Eyes
 ","
Paramore
",89,2,12
"
A Christmas Celebration
","
Celtic Woman
",74,35,15
"
Making Merry
","
Various Artists
",71,45,5
"
The Princess And The Frog
","
 Soundtrack
",129,90,2
"
Holiday Spirits
","
Straight No Chaser
",68,46,11
"
A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",81,79,5
"
Call Me Irresponsible
","
Michael Buble
",113,1,86
"
Awake
","
Skillet
",101,2,17
"
Timbaland Presents Shock Value II
","
Timbaland
 ",36,36,2
"
Defying Gravity
","
Keith Urban
",104,1,38
"
Funhouse
","
P!nk
",111,2,60
"
The Sound Of Madness
","
Shinedown
",114,8,78
"
The Beatles In Stereo
","
The Beatles
",102,15,12
"
All Or Nothing
","
Jay Sean
",94,37,4
"
The Bridge
","
Melanie Fiona
",122,57,7
"
NOW 31
","
Various Artists
",119,1,25
"
Them Crooked Vultures
","
Them Crooked Vultures
",87,12,5
"
Twilight
","
Soundtrack
",84,1,59
"
It's Time
","
Michael Buble
",118,7,109
"
Memento Mori
","
Flyleaf
",107,8,6
"
And Winter Came...
","
Enya
",83,8,21
"
Greatest Hits II
","
Kenny Chesney
",133,3,31
"
Doin' My Thing
","
Luke Bryan
",128,6,11
"
Love Is The Answer
","
Barbra Streisand
",106,1,12
"
Hello Hurricane
","
Switchfoot
",127,13,6
"
Christmas With The Chipmunks
","
The Chipmunks With David Seville
",72,64,5
"
Relapse
","
Eminem
",159,1,31
"
Your Songs
","
Harry Connick, Jr.
",103,8,13
"
Black Gives Way To Blue
","
Alice In Chains
",124,5,12
"
Yo-Yo Ma & Friends: Songs Of Joy & Peace
","
Yo-Yo Ma
",149,20,17
"
So Far Gone (EP)
","
Drake
 ",139,6,14
"
NOW That's What I Call Country Vol. 2
","
Various Artists
",143,10,17
"
#1s ... And Then Some
","
Brooks & Dunn
",141,5,15
"
The Christmas Attic
","
Trans-Siberian Orchestra
",93,83,10
"
That Lonesome Song
","
Jamey Johnson
",132,28,72
"
 Wolfgang Amadeus Phoenix
","
Phoenix
",152,37,31
"
Backspacer
","
Pearl Jam
",134,1,13
"
Christmas Duets
","
Elvis Presley
",115,17,16
"
Hannah Montana 3
","
Soundtrack
",131,2,24
"
1
","
The Beatles
",163,1,107
"
Echo
","
Leona Lewis
",117,13,5
"
BLACKsummers'night
 ","
Maxwell
",142,1,24
"
En Concert
","
Jack Johnson
",146,11,8
"
Sgt. Pepper's Lonely Hearts Club Band
","
The Beatles
",160,1,180
"
Beauty Will Rise
","
Steven Curtis Chapman
",179,27,7
"
Life Starts Now
","
Three Days Grace
",144,3,13
"
Letters To Santa: A Holiday Musical Collection
","
Various Artists
",85,74,6
"
Raditude
","
Weezer
",136,7,7
"
The Live Anthology
","
Tom Petty And The Heartbreakers
",123,51,4
"
The Christmas Collection
","
Il Divo
",97,14,15
"
Breakthrough
","
Colbie Caillat
",156,1,17
"
The Singles Collection
","
Britney Spears
",150,22,6
"
NOW That's What I Call Christmas! 3
","
Various Artists
",75,10,17
"
The List
","
Rosanne Cash
",138,22,11
"
It's Christmas Time
","
Elvis Presley
",100,80,5
"
Lines, Vines And Trying Times
","
Jonas Brothers
",147,1,26
"
All I Ever Wanted
","
Kelly Clarkson
",164,1,41
"
Memoirs Of An Imperfect Angel
","
Mariah Carey
",140,3,12
"
The Essential NOW That's What I Call Christmas
","
Various Artists
",108,30,15
"
Elvis Christmas
","
Elvis Presley
",96,69,12
"
Greatest Hits Volume 1
","
Rascal Flatts
",171,6,59
"
Just Like You
","
Allison Iraheta
",99,35,3
"
Journey's Greatest Hits
","
Journey
",195,10,97
"
Disney: Phineas And Ferb
","
Soundtrack
",154,59,12
"
Chickenfoot
","
Chickenfoot
",196,4,28
"
Ultimate Christmas Collection
","
Jackson 5
",137,108,8
"
Michael Buble
","
Michael Buble
",176,47,50
"
Big Whiskey And The GrooGrux King
","
Dave Matthews Band
",165,1,29
"
The Man I Want To Be
","
Chris Young
",167,19,16
"
Here We Go Again
","
Demi Lovato
",170,1,22
"
Little Bit Of Everything
","
Billy Currington
",169,13,45
"
A Very Special Christmas 7
","
Various Artists
 ",145,116,4
"
21st Century Breakdown
","
Green Day
",191,1,29
"
Save Me, San Francisco
","
Train
",-,17,6
"
What A Night! A Christmas Album
","
Harry Connick, Jr.
",125,20,13
"
Some Hearts
","
Carrie Underwood
",184,2,140
"
Rubber Soul
","
The Beatles
",-,1,60
"
Carnival Ride
","
Carrie Underwood
",182,1,99
"
Jersey Boys
","
Original Broadway Cast Recording
",197,85,43
"
Love Drunk
","
Boys Like Girls
",185,8,14
"
Pricele$$
","
Birdman
",121,33,4
"
Still
","
BeBe & CeCe Winans
",181,12,11
"
Til The Casket Drops
","
Clipse
",46,46,2
"
Revolver
","
The Beatles
",-,1,78
"
Elf
","
Soundtrack
",120,102,5
"
Avatar
","
Soundtrack
",-,-,-
"
Christmas With The Rat Pack
","
Frank Sinatra, Dean Martin & Sammy Davis Jr
",135,122,10
"
Glitter And Doom: Live
","
Tom Waits
",168,63,4
"
In The Swing Of Christmas
","
Barry Manilow
",155,127,4
"
77
","
Kutless
",-,42,7
"
Past Masters
","
The Beatles
",-,-,-
"
James Taylor At Christmas
","
James Taylor
",153,16,15
"
Sonic Boom
","
KISS
",194,2,11
"
Cradlesong
","
Rob Thomas
",148,3,22
"
Daughtry
","
Daughtry
",-,1,150
"
Dos Mundos: Evolucion
","
Alejandro Fernandez
",175,175,2
"
Kidz Bop 16
","
Kidz Bop Kids
",187,8,20
"
Love
","
The Beatles
",-,4,74
"
The Christmas Collection
","
Amy Grant
",126,41,16
"
Merry Christmas
","
Mariah Carey
",157,3,16
"
Number Ones
","
 Janet
",180,22,5
"
Breakout
","
Miley Cyrus
",-,1,47
"
Christmas Holidays
","
The Starlight Orchestra And Singers
",186,97,9
"
The Last
","
Aventura
",173,5,26
