Song, Artist, Last Week, Peak Position, Weeks on Chart
",157,10,487
"
Doo-Wops & Hooligans
","
Bruno Mars
",153,3,350
"
True To Self
","
Bryson Tiller
",146,1,25
"
Legend: The Best Of...
","
Bob Marley And The Wailers
",154,5,496
"
Cleopatra
","
The Lumineers
",150,1,84
"
Master Of Puppets (Super Deluxe)
","
Metallica
 ",-,-,-
"
The Essential Billy Joel
","
Billy Joel
",155,15,99
"
Greatest Hits
","
Guns N' Roses
",149,3,422
"
Come Over When You're Sober (EP)
","
Lil Peep
",-,-,-
"
Hero
","
Maren Morris
",156,5,75
"
NOW That's What I Call Merry Christmas (2017)
","
Various Artists
",-,-,-
"
Thinking Out Loud
","
Young Dolph
",117,16,4
"
[Hybrid Theory]
","
Linkin Park
",178,2,187
"
The Marshall Mathers LP 2
","
Eminem
",-,1,187
"
Tangled Up
","
Thomas Rhett
",159,6,112
"
Dangerous Woman
","
Ariana Grande
",163,2,78
"
Trilogy
","
The Weeknd
",174,4,190
"
Rumours
","
Fleetwood Mac
",169,1,244
"
Colors
","
Beck
",125,3,5
"
 You Make It Feel Like Christmas
","
Gwen Stefani
",-,51,2
"
21
","
Adele
",173,1,352
"
Back From The Edge
","
James Arthur
",160,39,54
"
Guardians Of The Galaxy, Vol. 2: Awesome Mix Vol. 2
","
Soundtrack
",183,4,30
"
Blonde
","
Frank Ocean
",167,1,65
"
Ultimate Christmas
","
Frank Sinatra
",-,-,-
"
Thriller
","
Michael Jackson
 ",-,1,310
"
Fearless
","
Taylor Swift
",-,1,254
"
The Eminem Show
","
Eminem
",110,1,346
"
DS2
 ","
Future
",188,1,122
"
Concrete And Gold
","
Foo Fighters
",161,1,9
"
Reloaded: 20 #1 Hits
","
Blake Shelton
",-,5,100
"
Sing
","
Soundtrack
",191,8,48
"
Joanne
","
Lady Gaga
",190,1,48
"
Smoke + Mirrors
","
Imagine Dragons
",177,1,93
"
Abbey Road
","
 The Beatles
",185,1,242
"
At What Cost
","
GoldLink
",186,127,18
"
Greatest Hits
","
The Notorious B.I.G.
",170,1,107
"
Speak Now
","
Taylor Swift
",-,1,137
"
Suicide Squad: The Album
","
Soundtrack
",189,1,66
"
Deadstar
","
Smokepurpp
",172,42,7
"
Greatest Hits
","
Foo Fighters
",-,11,134
