Song, Artist, Last Week, Peak Position, Weeks on Chart
"reputation","Taylor Swift",-,1,1
"
The Thrill Of It All
","
Sam Smith
",1,1,2
"
Heartbreak On A Full Moon
","
Chris Brown
",3,3,3
"
Stoney
","
Post Malone
",9,4,49
"
÷ (Divide)
","
Ed Sheeran
",10,1,37
"
Without Warning
","
21 Savage, Offset & Metro Boomin
 ",5,4,3
"
Red Pill Blues
","
Maroon 5
",2,2,2
"
Synthesis
","
Evanescence
",-,-,-
"
Live In No Shoes Nation
","
Kenny Chesney
",6,1,3
"
Texoma Shore
","
Blake Shelton
",4,4,2
"
Luv Is Rage 2
","
Lil Uzi Vert
",11,1,12
"
Evolve
","
 Imagine Dragons
",13,2,21
"
Lil Pump
","
Lil Pump
",16,3,6
"
DAMN.
","
Kendrick Lamar
",17,1,31
"
American Teen
","
Khalid
",15,4,37
"
Beautiful Trauma
","
 P!nk
",14,1,5
"
A Pentatonix Christmas
","
Pentatonix
",34,1,16
"
NOW 64
","
Various Artists
",12,12,2
"
Mr. Davis
","
Gucci Mane
 ",20,2,5
"
The Bigger Artist
","
A Boogie Wit da Hoodie
",23,4,7
"
17
","
XXXTENTACION
",24,2,12
"
Tell Me You Love Me
","
 Demi Lovato
",19,3,7
"
Diamonds
","
Elton John
",-,-,-
"
Ctrl
","
SZA
",26,3,23
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",28,3,112
"
From A Room: Volume 1
","
Chris Stapleton
",31,2,28
"
Super Slimey
","
Future & Young Thug
",21,2,4
"
More Life
","
Drake
",30,1,35
"
Laugh Now, Fly Later
","
Wiz Khalifa
",-,-,-
"
hopeless fountain kingdom
","
Halsey
",27,1,24
"
Flicker
","
Niall Horan
",25,1,4
"
Kane Brown
","
Kane Brown
",33,5,50
"
Traveller
","
Chris Stapleton
",43,1,114
"
Project Baby Two
","
Kodak Black
",32,2,13
"
Meaning Of Life
","
Kelly Clarkson
",18,2,3
"
From The Fires
","
Greta Van Fleet
",-,-,-
"
Starboy
","
The Weeknd
",40,1,51
"
Culture
","
Migos
",39,1,42
"
Issa Album
","
21 Savage
",38,2,19
"
What If Nothing
","
WALK THE MOON
",-,-,-
"
Everybody
","
Logic
",41,1,28
"
Life Changes
","
Thomas Rhett
",44,1,10
"
 Sweet Southern Sugar
","
Kid Rock
",8,8,2
"
Christmas
","
Michael Buble
",65,1,58
"
Perception
","
NF
",47,1,6
"
Master Of Puppets
","
Metallica
",-,29,133
"
I Still Am
","
Yo Gotti
",29,6,3
"
Moana
","
Soundtrack
",48,2,52
"
This One's For You
 ","
Luke Combs
",45,5,24
"
Unapologetically
","
Kelsea Ballerini
",7,7,2
"
24K Magic
","
Bruno Mars
",46,2,52
"
Views
","
Drake
",51,1,81
"
1989
","
Taylor Swift
",68,1,153
"
Greatest Hits
","
Tom Petty And The Heartbreakers
",42,2,241
"
Birds In The Trap Sing McKnight
","
Travis Scott
",52,1,63
"
Curtain Call: The Hits
","
Eminem
",118,1,367
"
In The Lonely Hour
","
Sam Smith
",37,2,179
"
GEMINI
","
Macklemore
",53,2,8
"
Beach House 3
","
Ty Dolla $ign
",35,11,3
"
Still Striving
","
A$AP Ferg
",59,12,13
"
There's Really A Wolf
","
Russ
",55,7,28
"
That's Christmas To Me
","
Pentatonix
",96,2,36
"
 Dua Lipa
","
Dua Lipa
",57,57,20
"
Robert F. Kennedy Stadium, Washington, D.C. July 12 & 13, 1989
","
Grateful Dead
",-,-,-
"
King Of Dixie
","
Upchurch
",-,-,-
"
Rainbow
","
Kesha
",61,1,14
"
Odisea
","
Ozuna
",66,22,12
"
Take Care
","
Drake
",70,1,246
"
Noel
","
Josh Groban
",54,1,76
"
Pretty Girls Like Trap Music
","
2 Chainz
",62,2,22
"
Brett Young
","
Brett Young
",63,18,40
"
Woodstock
","
Portugal. The Man
",56,32,22
"
Precious Memories Collection
","
Alan Jackson
",-,61,7
"
Trolls
","
Soundtrack
",67,3,60
"
Ripcord
","
Keith Urban
",77,4,80
"
The Fate Of The Furious: The Album
","
Soundtrack
 ",74,10,31
"
My Kind Of Christmas
","
Reba
",99,77,2
"
x
","
Ed Sheeran
",78,1,178
"
Grateful
","
DJ Khaled
",69,1,21
"
Playboi Carti
","
Playboi Carti
",76,12,31
"
digital druglord
","
blackbear
",64,14,30
"
Warmer In The Winter
","
Lindsey Stirling
",85,32,4
"
AI YoungBoy
","
YoungBoy Never Broke Again
",82,24,15
"
Illuminate
","
Shawn Mendes
",-,1,59
"
Trip
","
Jhene Aiko
",81,5,8
"
California Sunrise
","
Jon Pardi
",72,11,72
"
Good Ole Days
","
Tracy Lawrence
",-,-,-
"
Funk Wav Bounces Vol. 1
","
Calvin Harris
",94,2,20
"
Cities 97 Sampler, Volume 29
","
Various Artists
",-,-,-
"
Wins And Losses
","
Meek Mill
",83,3,17
"
All Your Fault, Pt. 2 (EP)
","
Bebe Rexha
",107,69,9
"
Coloring Book
","
Chance The Rapper
",86,8,79
"
A Love Letter To You
","
Trippie Redd
",97,84,13
"
Beauty Behind The Madness
","
The Weeknd
",89,1,116
"
Night Visions
","
Imagine Dragons
",93,2,268
"
Blurryface
","
twenty one pilots
",84,1,131
"
FUTURE
","
Future
",92,1,39
"
ANTI
","
Rihanna
",87,1,95
"
 H.E.R.
","
H.E.R.
",105,99,4
"
Mothership
","
Led Zeppelin
",80,7,233
"
Perfect Timing
","
NAV And Metro Boomin
",111,13,17
"
Pawn Shop
","
Brothers Osborne
",91,17,34
"
Jungle Rules
","
French Montana
",88,3,18
"
good kid, m.A.A.d city
","
 Kendrick Lamar
",98,2,264
"
T R A P S O U L
","
Bryson Tiller
",103,8,112
"
Greatest Hits I II & III: The Platinum Collection
","
Queen
",104,48,100
"
2014 Forest Hills Drive
","
J. Cole
",106,1,154
"
4eva Is A Mighty Long Time
","
Big K.R.I.T.
",50,7,3
"
Memories...Do Not Open
","
The Chainsmokers
",100,1,32
"
Montevallo
","
Sam Hunt
",108,3,160
"
Dig Your Roots
","
Florida Georgia Line
",101,2,64
"
Painting Pictures
","
Kodak Black
",109,3,33
"
Merry Christmas
","
Mariah Carey
",166,3,68
"
That's Christmas To Me / PTXmas: Deluxe
","
Pentatonix
",181,114,2
"
FREE 6LACK
","
6LACK
",123,34,48
"
25
","
Adele
",114,1,104
"
Just The Beginning
","
Grace VanderWaal
",22,22,2
"
Automatic For The People
","
R.E.M.
",-,2,76
"
Losing Sleep
","
Chris Young
",79,5,4
"
The Weight Of These Wings
","
Miranda Lambert
",90,3,42
"
Behold: A Christmas Collection
","
Lauren Daigle
",138,29,10
"
 The Life Of Pablo
","
Kanye West
",122,1,84
"
A Moment Apart
","
ODESZA
",195,3,10
"
I Decided.
","
Big Sean
",115,1,41
"
"Awaken, My Love!"
","
Childish Gambino
",164,5,50
"
Red
","
Taylor Swift
",179,1,147
"
Nothing Was The Same
 ","
Drake
",124,1,213
"
Cheers, It's Christmas
","
Blake Shelton
",175,8,36
"
4:44
","
JAY-Z
",127,1,19
"
Greatest Hits
 ","
2Pac
",120,3,217
"
By Any Means 2
","
Kevin Gates
",113,4,9
"
Happy Endings
","
Old Dominion
",112,7,12
"
When Was The Last Time
","
Darius Rucker
",75,8,4
"
Freudian
","
Daniel Caesar
",129,25,12
"
These Are Special Times
","
Celine Dion
",193,2,64
"
If You're Reading This It's Too Late
","
Drake
",137,1,145
"
Flower Boy
","
Tyler, The Creator
",128,2,17
"
Metallica
","
Metallica
",139,1,457
"
A Love Letter To You 2
","
Trippie Redd
",134,34,6
"
BEAUTIFUL THUGGER GIRLS
","
Young Thug
",132,8,22
"
A Charlie Brown Christmas (Soundtrack)
","
Vince Guaraldi Trio
",-,23,59
"
Interiors
","
Quicksand
",-,-,-
"
Current Mood
","
Dustin Lynch
",121,7,10
"
Purpose
","
Justin Bieber
",136,1,105
"
4 Your Eyez Only
","
J. Cole
",141,1,49
"
Kill The Lights
","
Luke Bryan
",116,1,119
"
Badlands
","
Halsey
",135,2,116
"
Lil Uzi Vert Vs. The World
","
Lil Uzi Vert
",143,37,77
"
Lee Brice
","
Lee Brice
",36,36,2
"
Mr. Misunderstood
","
Eric Church
",119,2,103
"
NAV
","
NAV
",162,24,38
"
Harry Styles
","
Harry Styles
",144,1,27
"
Death Of A Bachelor
","
Panic! At The Disco
",145,1,96
"
Cozy Tapes, Vol. 2: Too Cozy
","
A$AP Mob
",130,6,12
"
HNDRXX
","
Future
",140,1,38
"
It's Christmas Time
","
Elvis Presley
",-,41,60
"
Recovery
","
Eminem
",-,1,302
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",147,22,341
"
 Melodrama
","
Lorde
",142,1,22
"
Journey's Greatest Hits
","
Journey
