Song, Artist, Last Week, Peak Position, Weeks on Chart
"
Meat And Candy
","
Old Dominion
",132,16,15
"
Straight Outta Compton
","
N.W.A
",135,4,99
"
The Driver
","
Charles Kelley
",35,35,2
"
Born To Die
","
Lana Del Rey
",147,2,212
"
Night Visions
","
Imagine Dragons
",139,2,181
"
I'm Up
","
Young Thug
",22,22,2
"
Sex Love & Pain II
","
Tank
",106,15,4
"
The Incredible True Story
","
Logic
",128,3,14
"
The Essential Billy Joel
","
Billy Joel
",-,15,55
"
Fifty Shades Of Grey
","
Soundtrack
",-,2,51
"
 Furious 7
","
Soundtrack
",-,1,43
"
Here's To The Good Times
","
Florida Georgia Line
",163,4,164
"
Just As I Am
","
Brantley Gilbert
",156,2,90
"
Pawn Shop
","
Brothers Osborne
",117,17,5
"
AT.LONG.LAST.A$AP
","
A$AP Rocky
",140,1,38
"
Peace Is The Mission
","
Major Lazer
",138,12,37
"
Crash My Party
","
Luke Bryan
",166,1,132
"
NOW 56
","
Various Artists
 ",121,4,16
"
The Essential Michael Jackson
","
Michael Jackson
",145,53,157
"
Free TC
","
Ty Dolla $ign
",184,14,13
"
 Guardians Of The Galaxy: Awesome Mix Vol. 1
","
Soundtrack
",199,1,77
"
Skrillex And Diplo Present Jack U
","
Skrillex & Diplo
",133,26,44
"
I Am...Sasha Fierce
","
Beyonce
",92,1,100
"
Greatest Hits 1970-2002
","
Elton John
",84,12,101
"
Appetite For Destruction
","
Guns N' Roses
",-,1,162
"
 WOW Gospel 2016
","
Various Artists
",110,90,3
"
Greatest Hits
","
Fleetwood Mac
",136,14,125
"
Greatest Hits So Far...
","
Zac Brown Band
",185,20,62
"
The First Time
","
Kelsea Ballerini
",178,31,34
"
+
","
Ed Sheeran
",-,5,181
"
The Marshall Mathers LP 2
","
Eminem
",168,1,116
"
Let Me Get By
","
Tedeschi Trucks Band
",96,15,3
"
Wynonna & The Big Noise
","
Wynonna & The Big Noise
",-,-,-
"
Back To Black
","
Amy Winehouse
",170,2,149
"
 Born Sinner
","
J. Cole
",171,1,52
"
Magazines Or Novels
","
Andy Grammer
",167,19,51
"
Dream Your Life Away
","
Vance Joy
",175,17,56
"
Master Of Puppets
","
Metallica
",186,29,122
"
Cole World: The Sideline Story
","
J. Cole
",181,1,60
"
Dr. Dre -- 2001
","
Dr. Dre
",151,2,139
"
Late Registration
","
Kanye West
",-,1,38
"
My Wild West
","
Lissie
",-,-,-
"
Smoke + Mirrors
","
Imagine Dragons
",162,1,53
"
Listen
","
David Guetta
",165,4,50
"
Too Weird To Live, Too Rare To Die!
","
Panic! At The Disco
",190,2,62
"
Back In Black
","
AC/DC
",183,4,252
"
Wilder Mind
","
Mumford & Sons
",187,1,42
"
The 20/20 Experience (2 Of 2)
","
Justin Timberlake
",180,1,61
"
Dreams Worth More Than Money
","
Meek Mill
",174,1,32
"
It's About Time
","
Hank Williams Jr.
",111,15,5
"
RUN WILD. LIVE FREE. LOVE STRONG.
","
for KING & COUNTRY
",176,13,22
"
The Lumineers
","
The Lumineers
",-,2,110
"
Compton
","
Dr. Dre
",-,2,16
"
Black Market
","
Rick Ross
",188,6,11
"
The College Dropout
","
Kanye West
",-,2,79
"
Long.Live.A$AP
","
A$AP Rocky
",191,1,60
"
Recovery
","
Eminem
",197,1,220
"
Frozen
","
 Soundtrack
",195,1,114
"
Threat To Survival
","
Shinedown
",193,6,22
"
...And Justice For All
","
Metallica
",192,6,118
"
Slippery When Wet
","
Bon Jovi
",-,1,113
"
The Buffet
","
R. Kelly
",-,16,8
"
Professional Rapper
","
Lil Dicky
",179,7,23
"
American Idiot
","
Green Day
",194,1,129
"
Save Rock And Roll
","
Fall Out Boy
",-,1,142
"
Honeymoon
","
Lana Del Rey
 ",-,2,17
"
4
","
Beyonce
",55,1,69
"
Ghost Stories
","
Coldplay
",65,1,43
"
Man On The Moon: The End Of Day
","
Kid Cudi
",198,4,91
"
Losing My Religion
","
Kirk Franklin
",161,10,13
"
Chronicle The 20 Greatest Hits
","
Creedence Clearwater Revival Feat. John Fogerty
",-,22,256
