Song, Artist, Last Week, Peak Position, Weeks on Chart
"25","Adele",-,1,13
"
Purpose
","
Justin Bieber
",5,1,14
"
 ANTI
","
Rihanna
",3,1,4
"
Hymns
","
Joey + Rory
",-,-,-
"
Traveller
","
Chris Stapleton
",11,1,23
"
Beauty Behind The Madness
","
The Weeknd
",12,1,25
"
Blurryface
","
twenty one pilots
",9,1,40
"
1989
","
Taylor Swift
",20,1,69
"
NOW 57
","
Various Artists
",7,7,2
"
EVOL
","
Future
",1,1,2
"
Islah
","
Kevin Gates
",10,2,3
"
When It's Dark Out
","
G-Eazy
",14,5,11
"
T R A P S O U L
","
Bryson Tiller
",13,8,21
"
A Head Full Of Dreams
","
Coldplay
",4,2,11
"
Montevallo
","
Sam Hunt
",23,3,69
"
To Pimp A Butterfly
","
Kendrick Lamar
",60,1,49
"
2016 Grammy Nominees
","
Various Artists
",37,9,4
"
Revival
","
Selena Gomez
",16,1,19
"
Death Of A Bachelor
","
Panic! At The Disco
",17,1,5
"
Fetty Wap
","
Fetty Wap
",18,1,21
"
Hamilton: An American Musical
","
Original Broadway Cast Recording
",32,12,21
"
Blackstar
","
David Bowie
",42,1,6
"
Chaos And The Calm
","
James Bay
",99,15,48
"
My House (EP)
","
Flo Rida
",19,14,46
"
21
","
Adele
",26,1,261
"
 Royalty
","
Chris Brown
",25,3,9
"
x
","
Ed Sheeran
",44,1,87
"
Sound & Color
","
Alabama Shakes
",148,1,38
"
Nine Track Mind
","
Charlie Puth
",21,6,3
"
Deadpool
","
Soundtrack
",-,-,-
"
Handwritten
","
Shawn Mendes
",28,1,45
"
What A Time To Be Alive
","
Drake & Future
",24,1,22
"
2014 Forest Hills Drive
","
J. Cole
",31,1,63
"
This Is Acting
","
Sia
",27,4,3
"
Down To My Last Bad Habit
","
Vince Gill
",-,-,-
"
Made In The A.M.
","
One Direction
",29,2,14
"
If You're Reading This It's Too Late
","
Drake
",39,1,54
"
 Title
","
Meghan Trainor
",43,1,58
"
Best Of Bowie
","
David Bowie
",47,4,29
"
Tangled Up
","
Thomas Rhett
",34,6,21
"
Storyteller
","
Carrie Underwood
",53,2,17
"
DS2
","
Future
",30,1,31
"
It's Not Over... The Hits So Far
","
Daughtry
",-,-,-
"
Unbreakable Smile
","
Tori Kelly
",102,2,26
"
Khalifa
","
Wiz Khalifa
",6,6,2
"
The Very Best Of The Eagles
","
Eagles
",33,3,155
"
Kidz Bop 31
","
Kidz Bop Kids
",38,6,5
"
Cheers To The Fall
","
Andra Day
",-,48,2
"
Kill The Lights
","
Luke Bryan
",49,1,28
"
Vessel
","
twenty one pilots
",50,21,79
"
Badlands
","
Halsey
",48,2,25
"
Delirium
","
Ellie Goulding
",59,3,15
"
Bouquet (EP)
","
The Chainsmokers
",45,31,16
"
Love Stuff
","
Elle King
",70,26,43
"
Pain Killer
","
Little Big Town
",-,7,66
"
Wildfire
","
Rachel Platten
",52,5,7
"
Know-It-All
","
Alessia Cara
",54,9,14
"
 Swaay (EP)
","
DNCE
",63,51,10
"
In The Lonely Hour
","
Sam Smith
",64,2,88
"
Beyonce
","
Beyonce
",58,1,110
"
Immortalized
","
Disturbed
",56,1,26
"
Late Nights: The Album
","
Jeremih
",67,42,11
"
Mr. Misunderstood
","
Eric Church
",91,2,16
"
Cry Baby
","
Melanie Martinez
",72,6,27
"
Reloaded: 20 #1 Hits
","
Blake Shelton
",61,5,17
"
good kid, m.A.A.d city
","
Kendrick Lamar
",97,2,173
"
Wonderful Crazy Night
","
Elton John
",8,8,2
"
How Can It Be
","
Lauren Daigle
",74,30,41
"
Nathaniel Rateliff & The Night Sweats
","
Nathaniel Rateliff & The Night Sweats
",41,17,26
"
Blue Neighbourhood
","
Troye Sivan
",62,7,11
"
American Beauty / American Psycho
","
Fall Out Boy
",68,1,57
"
The Definitive Collection
","
Lionel Richie
",-,19,65
"
19
","
Adele
",83,4,205
"
Life Screams
","
Lacey Sturm
",-,-,-
"
These Things Happen
","
G-Eazy
",78,3,84
"
The Truth (EP)
","
Mike Posner
",89,76,4
"
Take Care
","
 Drake
",66,1,155
"
Nothing But The Best
","
Frank Sinatra
",-,2,138
"
Confident
","
Demi Lovato
",90,2,18
"
Rodeo
","
Travis Scott
",77,3,24
"
Inheritance
","
Audrey Assad
",-,-,-
"
The Pinkprint
","
Nicki Minaj
",86,2,62
"
Nothing Was The Same
","
Drake
 ",88,1,123
"
Greatest Hits
","
Earth, Wind & Fire
",40,40,12
"
1
","
The Beatles
",87,1,212
"
Hozier
","
Hozier
",104,2,72
"
The Ghosts Of Highway 20
","
Lucinda Williams
",36,36,2
"
I'm Comin' Over
","
Chris Young
",101,5,14
"
Uptown Special.
","
Mark Ronson
",112,5,45
"
Untamed
","
Cam
",127,12,10
"
The Eminem Show
","
Eminem
",82,1,255
"
Dark Sky Paradise
","
Big Sean
",95,1,52
"
Metallica
","
Metallica
",98,1,366
"
Everything Is 4
","
Jason Derulo
",94,4,31
"
Greatest Hits I II & III: The Platinum Collection
","
Queen
",85,48,25
"
Off The Wall
","
Michael Jackson
",93,3,173
"
1000 Forms Of Fear
","
Sia
",157,1,80
"
Legend: The Best Of...
","
 Bob Marley And The Wailers
",105,5,405
"
Journey's Greatest Hits
","
Journey
",108,10,396
"
Anything Goes
","
Florida Georgia Line
",115,1,71
"
Greatest Hits
","
2Pac
",114,3,130
"
Damn Country Music
","
Tim McGraw
",118,5,11
"
Daya (EP)
","
Daya
",103,67,15
"
Greatest Hits: Decade #1
","
Carrie Underwood
",131,4,63
"
Their Greatest Hits 1971-1975
","
Eagles
",134,1,182
"
Unorthodox Jukebox
","
Bruno Mars
",46,1,141
"
V
","
Maroon 5
",119,1,77
"
Here As In Heaven
","
Elevation Worship
",15,15,2
"
The Best Of DMX
","
DMX
",-,-,-
"
Pentatonix
","
Pentatonix
",142,1,18
"
Dystopia
","
Megadeth
",79,3,4
"
JEKYLL + HYDE
","
Zac Brown Band
",122,1,43
"
NOW That's What I Call Power Ballads Hits
","
Various Artists
",51,51,2
"
Bad
","
Michael Jackson
",123,1,148
"
Curtain Call: The Hits
","
Eminem
",120,1,277
"
Got Your Six
","
Five Finger Death Punch
",137,2,24
"
Coming Home
","
Leon Bridges
",154,6,29
"
SremmLife
","
Rae Sremmurd
",116,5,59
"
Illinois
","
Brett Eldredge
",129,3,18
"
Graduation
","
Kanye West
",150,1,70
"
Doo-Wops & Hooligans
","
Bruno Mars
",107,3,263
"
Thriller
","
Michael Jackson
",109,1,254
"
Straight Outta Compton: Music From The Motion Picture
","
Soundtrack
",125,39,6
"
21 Classic Rock Favorites
","
Various Artists
",-,109,3
"
Maren Morris (EP)
","
Maren Morris
",144,125,4
"
VHS
","
X Ambassadors
",124,7,34
"
Redneck Shit
","
Wheeler Walker Jr.
",-,-,-
"
My Beautiful Dark Twisted Fantasy
","
Kanye West
",177,1,54
"
Trilogy
","
The Weeknd
",141,4,103
